category_a_id,category_a_key,category_a,pool_a,category_b_id,category_b_key,category_b,pool_b,overlap_count,overlap_words,overlap_share_a,overlap_share_b,severity,recommended_action
1071,soups,SOUPS AND STEWS,20,1085,world_soups,WORLD SOUPS,13,7,borscht | gazpacho | goulash | minestrone | miso | pho | ramen,0.35,0.5385,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
207,speed_adjectives,SPEED WORDS,14,538,word_fast,FAST WORDS,14,7,brisk | fast | hasty | quick | rapid | speedy | swift,0.5,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
427,things_with_buttons,THINGS WITH BUTTONS,18,959,gadgets,GADGETS,18,7,camera | doorbell | phone | printer | remote | thermostat | watch,0.3889,0.3889,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
291,vegetables,VEGETABLES,25,673,garden_plants,GARDEN PLANTS,20,7,bean | carrot | cucumber | lettuce | squash | tomato | zucchini,0.28,0.35,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
291,vegetables,VEGETABLES,25,295,root_vegetables,ROOT VEGETABLES,13,7,beet | carrot | onion | parsnip | potato | radish | turnip,0.28,0.5385,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
19,weather_actions,WEATHER ACTIONS,15,664,weather_words,WEATHER WORDS,25,7,drizzle | hail | rain | sleet | snow | thaw | thunder,0.4667,0.28,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
674,wild_plants,WILD PLANTS,18,770,weeds,WEEDS,14,7,clover | dandelion | Ivy | moss | nettle | ragweed | thistle,0.3889,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
222,writing_tools,WRITING TOOLS,15,1002,art_supplies,ART SUPPLIES,20,7,brush | chalk | charcoal | crayon | marker | pastel | pencil,0.4667,0.35,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
36,african_animals,AFRICAN ANIMALS,20,48,zoo_animals,ZOO ANIMALS,20,6,elephant | giraffe | hippo | lion | rhino | zebra,0.3,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
33,animal_sounds,ANIMAL SOUNDS,26,873,nature_sounds,NATURE SOUNDS,15,6,buzz | chirp | croak | hoot | howl | roar,0.2308,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
54,animals_with_shells,ANIMALS WITH SHELLS,15,312,seafood,SEAFOOD,25,6,clam | crab | lobster | mussel | oyster | scallop,0.4,0.24,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
72,art_tools,ART TOOLS,16,998,painting_supplies,PAINTING SUPPLIES,16,6,brush | canvas | easel | palette | roller | sponge,0.375,0.375,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,332,pantry_staples,PANTRY STAPLES,20,6,baking soda | flour | honey | oil | salt | sugar,0.24,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,577,powders,POWDERS,15,6,baking soda | cinnamon | cocoa | flour | salt | sugar,0.24,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
417,bedroom_things,BEDROOM THINGS,21,433,fabrics_at_home,HOME TEXTILES,17,6,blanket | comforter | curtain | quilt | rug | sheet,0.2857,0.3529,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
1003,cleaning_tools,CLEANING TOOLS,16,1023,cleaning_trade,JANITORIAL WORDS,15,6,broom | bucket | dustpan | mop | squeegee | vacuum,0.375,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
666,cloud_and_sky,SKY WORDS,20,830,space_objects,SPACE OBJECTS,20,6,comet | meteor | moon | satellite | star | sun,0.3,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
99,dentist_things,DENTIST THINGS,16,607,dental_words,DENTAL WORDS,18,6,cavity | crown | filling | floss | plaque | retainer,0.375,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
555,elements_more,MORE ELEMENTS,22,832,metals,METALS,20,6,aluminum | cobalt | nickel | platinum | silver | titanium,0.2727,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
52,extinct_animals,EXTINCT ANIMALS,14,912,extinct_and_prehistoric,PREHISTORIC ANIMALS,12,6,dodo | mammoth | mastodon | megalodon | saber tooth | trilobite,0.4286,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
26,farm_animals,FARM ANIMALS,20,51,farm_bird_words,POULTRY,12,6,chicken | duck | goose | hen | rooster | turkey,0.3,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
290,fruits,FRUITS,26,320,ice_cream_flavors,ICE CREAM,20,6,banana | cherry | lemon | mango | peach | strawberry,0.2308,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
400,gardening_hobby,GARDEN HOBBY,16,990,garden_tools,GARDEN TOOLS,20,6,gloves | hose | pruner | trowel | watering can | wheelbarrow,0.375,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
400,gardening_hobby,GARDEN HOBBY,16,787,gardening_words,GARDENING WORDS,18,6,fertilizer | greenhouse | hose | pot | soil | trellis,0.375,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
298,grains_and_beans,GRAINS AND BEANS,15,784,grasses,GRASSES,14,6,barley | corn | oat | rice | rye | wheat,0.4,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
98,hospital_things,HOSPITAL THINGS,18,598,medical_tools,MEDICAL TOOLS,19,6,gurney | IV | monitor | scalpel | stethoscope | syringe,0.3333,0.3158,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
315,hot_drinks,HOT DRINKS,18,1074,coffee_drinks,COFFEE DRINKS,13,6,americano | cappuccino | espresso | latte | macchiato | mocha,0.3333,0.4615,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
370,hot_places,HOT PLACES,15,796,hot_things,HOT THINGS,18,6,campfire | engine | furnace | oven | sauna | sun,0.4,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
265,irrigation,IRRIGATION THINGS,14,561,body_of_water_types,WATER FEATURES,14,6,aqueduct | canal | dam | reservoir | sprinkler | well,0.4286,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
368,islands,ISLANDS,15,1082,island_nations,ISLAND NATIONS,15,6,Cuba | Fiji | Iceland | Jamaica | Madagascar | Malta,0.4,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
355,landforms,LANDFORMS,25,684,mountain_things,MOUNTAIN THINGS,20,6,cave | cliff | glacier | ridge | summit | valley,0.24,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
241,movie_genres,MOVIE GENRES,18,587,book_genres,BOOK GENRES,18,6,fantasy | horror | mystery | romance | thriller | western,0.3333,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
232,musical_instruments,MUSICAL INSTRUMENTS,25,257,instruments_you_strum,THINGS WITH STRINGS,15,6,banjo | cello | guitar | harp | piano | violin,0.24,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
647,nicknames_for_names,NAME SHORTENINGS,18,728,nicknames,NICKNAMES,20,6,bob | Jim | Meg | Sue | Ted | tom,0.3333,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
28,ocean_animals,OCEAN ANIMALS,25,54,animals_with_shells,ANIMALS WITH SHELLS,15,6,barnacle | clam | crab | lobster | oyster | turtle,0.24,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
28,ocean_animals,OCEAN ANIMALS,25,711,sea_mammals,SEA MAMMALS,14,6,dolphin | manatee | orca | seal | walrus | whale,0.24,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
28,ocean_animals,OCEAN ANIMALS,25,710,shellfish,SHELLFISH,14,6,barnacle | clam | crab | lobster | oyster | shrimp,0.24,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
385,old_professions,HISTORIC TRADES,15,659,nature_surnames,SURNAMES FROM TRADES,18,6,chandler | cooper | mason | miller | potter | weaver,0.4,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
916,olympic_sports,OLYMPIC SPORTS,25,927,racing_sports,RACING SPORTS,15,6,hurdles | marathon | rowing | sailing | swimming | triathlon,0.24,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
916,olympic_sports,OLYMPIC SPORTS,25,925,winter_sports,WINTER SPORTS,14,6,biathlon | bobsled | curling | luge | skating | skiing,0.24,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
67,pack_animals,WORK ANIMALS,13,269,livestock,LIVESTOCK,17,6,alpaca | donkey | horse | llama | mule | ox,0.4615,0.3529,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
223,paper_types,KINDS OF PAPER,14,509,words_before_paper,___ PAPER,16,6,construction | graph | parchment | tissue | tracing | wax,0.4286,0.375,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
299,pie_ingredients,PIE INGREDIENTS,25,774,fruit_trees,FRUIT TREES,18,6,apple | cherry | coconut | lemon | peach | pecan,0.24,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
965,power_and_batteries,POWER WORDS,16,1012,electrical_words,ELECTRICAL WORDS,16,6,cable | fuse | outlet | socket | switch | voltage,0.375,0.375,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
224,reading_words,READING WORDS,15,530,writing_words,WRITING WORDS,21,6,chapter | footnote | index | page | paragraph | title,0.4,0.2857,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
38,reptiles,REPTILES,18,899,snakes,SNAKES,14,6,anaconda | boa | cobra | python | rattlesnake | viper,0.3333,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
40,rodents,RODENTS,16,909,rodent_species,RODENT SPECIES,13,6,capybara | chipmunk | groundhog | porcupine | prairie dog | vole,0.375,0.4615,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
304,sandwich_fillings,SANDWICH FILLINGS,25,305,salad_ingredients,SALAD INGREDIENTS,25,6,avocado | cheese | cucumber | lettuce | onion | tomato,0.24,0.24,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
24,school_actions,SCHOOL ACTIONS,15,221,learning_actions,LEARNING ACTIONS,16,6,memorize | quiz | read | research | review | write,0.4,0.375,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
230,school_people,SCHOOL PEOPLE,16,479,people_who_help,HELPING PROFESSIONS,14,6,aide | coach | counselor | nurse | teacher | volunteer,0.375,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
212,school_supplies,SCHOOL SUPPLIES,25,1002,art_supplies,ART SUPPLIES,20,6,crayon | glue | marker | paper | pencil | scissors,0.24,0.3,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
431,sewing_and_repair,HOME REPAIR,18,996,fasteners,FASTENERS,18,6,bolt | bracket | hinge | nail | screw | washer,0.3333,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
431,sewing_and_repair,HOME REPAIR,18,620,things_in_a_toolbox,TOOLBOX THINGS,14,6,glue | hammer | level | sandpaper | tape | wrench,0.3333,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
171,sewing_words,SEWING WORDS,16,286,sewing_patterns,GARMENT DETAILS,15,6,cuff | dart | hem | lining | pleat | seam,0.375,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
11,sleeping_actions,SLEEP ACTIONS,13,611,sleep_and_rest,SLEEP WORDS,15,6,doze | dream | nap | rest | sleepwalk | snore,0.4615,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
437,storage_containers,CONTAINERS,20,1008,boxes_and_cases,TOOL STORAGE,14,6,bag | bucket | case | chest | drawer | pouch,0.3,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
620,things_in_a_toolbox,TOOLBOX THINGS,14,989,hand_tools,HAND TOOLS,25,6,hammer | level | pliers | screwdriver | tape measure | wrench,0.4286,0.24,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
568,things_made_of_paper,PAPER THINGS,16,622,things_you_recycle,TRASH ITEMS,14,6,bag | carton | envelope | newspaper | receipt | tissue,0.375,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
1048,things_that_carry_people,PEOPLE MOVERS,18,1092,world_transport,WORLD TRANSPORT,14,6,cable car | ferry | gondola | rickshaw | sled | tram,0.3333,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
330,things_that_melt,MELTING THINGS,18,795,cold_things,COLD THINGS,18,6,glacier | ice | ice cream | icicle | Popsicle | snow,0.3333,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
168,things_you_button,BUTTONED THINGS,14,174,things_with_pockets,THINGS WITH POCKETS,14,6,coat | jacket | jeans | overalls | shirt | vest,0.4286,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
356,town_places,TOWN PLACES,25,373,quiet_places,QUIET PLACES,12,6,cemetery | church | hospital | library | museum | theater,0.24,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
661,tree_parts,TREE PARTS,20,708,pine_and_cones,CONIFER WORDS,14,6,bark | bough | cone | needle | sap | seed,0.3,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
682,underground_things,UNDERGROUND THINGS,18,766,underground_places,UNDERGROUND PLACES,14,6,burrow | cave | mine | sewer | Subway | tunnel,0.3333,0.4286,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
361,us_cities,US CITIES,20,748,state_capitals,STATE CAPITALS,25,6,Atlanta | Austin | Boston | Denver | Nashville | phoenix,0.3,0.24,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
924,water_sports,WATER SPORTS,15,931,camping_and_outdoors,OUTDOOR ACTIVITIES,18,6,canoeing | kayaking | rafting | sailing | snorkeling | surfing,0.4,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
180,world_dances,WORLD DANCES,15,250,dance_styles,DANCE STYLES,18,6,flamenco | polka | salsa | samba | tango | waltz,0.4,0.3333,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
688,world_lakes,LAKES,14,749,great_lakes_and_us_water,US WATERS,15,6,Erie | Huron | Michigan | Ontario | Superior | Tahoe,0.4286,0.4,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
36,african_animals,AFRICAN ANIMALS,20,57,antelope_and_grazers,GRAZING ANIMALS,14,5,antelope | buffalo | gazelle | wildebeest | zebra,0.25,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
391,ancient_wonders,WORLD WONDERS,11,491,world_heritage,ANCIENT SITES,12,5,Chichen Itza | Great Wall | Machu Picchu | Petra | Stonehenge,0.4545,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
20,animal_actions,ANIMAL ACTIONS,16,55,animal_verbs,ANIMAL MOVEMENTS,18,5,burrow | perch | pounce | prowl | slither,0.3125,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
44,animal_homes,ANIMAL HOMES,20,765,places_with_animals,PLACES WITH ANIMALS,16,5,barn | coop | hive | kennel | stable,0.25,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
37,arctic_animals,ARCTIC ANIMALS,18,711,sea_mammals,SEA MAMMALS,14,5,beluga | narwhal | orca | seal | walrus,0.2778,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
72,art_tools,ART TOOLS,16,227,art_class_things,ART CLASS,18,5,brush | canvas | easel | kiln | palette,0.3125,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
72,art_tools,ART TOOLS,16,222,writing_tools,WRITING TOOLS,15,5,brush | charcoal | pen | pencil | stylus,0.3125,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
325,asian_dishes,ASIAN DISHES,20,1066,japanese_dishes,JAPANESE DISHES,16,5,ramen | sashimi | sushi | tempura | teriyaki,0.25,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
300,baking_ingredients,BAKING INGREDIENTS,25,853,experiments,DISSOLVING THINGS,14,5,baking soda | honey | salt | sugar | syrup,0.2,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
913,baseball_equipment,BASEBALL EQUIPMENT,15,933,sports_gear_worn,PROTECTIVE GEAR,14,5,chest protector | glove | helmet | mask | shin guard,0.3333,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
414,bathroom_items,BATHROOM ITEMS,25,1020,barbershop_words,BARBERSHOP WORDS,14,5,brush | comb | mirror | razor | towel,0.2,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
276,beauty_tools,BEAUTY TOOLS,15,414,bathroom_items,BATHROOM ITEMS,25,5,brush | comb | mirror | razor | sponge,0.3333,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
641,biblical_names,BIBLICAL NAMES,20,826,bible_figures,BIBLE FIGURES,18,5,Adam | Daniel | Eve | Noah | Ruth,0.25,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
641,biblical_names,BIBLICAL NAMES,20,726,boys_names,BOYS NAMES,25,5,Daniel | John | Matthew | Noah | Samuel,0.25,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
27,birds,BIRDS,26,51,farm_bird_words,POULTRY,12,5,chicken | duck | goose | pigeon | turkey,0.1923,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
668,bodies_of_water,BODIES OF WATER,25,716,ocean_zones,SHORE FEATURES,18,5,bay | estuary | gulf | inlet | lagoon,0.2,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
93,body_movements,BODY MOVEMENTS,20,734,body_language,BODY LANGUAGE,15,5,clap | nod | point | shrug | wave,0.25,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
726,boys_names,BOYS NAMES,25,826,bible_figures,BIBLE FIGURES,18,5,Daniel | David | Jacob | Joseph | Noah,0.2,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
301,breakfast_foods,BREAKFAST FOODS,25,309,bread_types,BREAD TYPES,25,5,bagel | biscuit | croissant | muffin | scone,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
132,business_words,BUSINESS WORDS,20,445,accounting_words,ACCOUNTING WORDS,14,5,asset | expense | invoice | payroll | revenue,0.25,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
186,card_and_dice_games,CLASSIC GAMES,14,187,playground_games,PLAYGROUND GAMES,14,5,hide and seek | hopscotch | jump rope | marbles | tag,0.3571,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
666,cloud_and_sky,SKY WORDS,20,887,solar_system_words,SOLAR SYSTEM,14,5,comet | eclipse | meteor | moon | sun,0.25,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
130,coins_and_bills,US MONEY,15,189,superstition_numbers,NUMBER WORDS,24,5,five | hundred | quarter | ten | twenty,0.3333,0.2083,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
954,computer_parts,COMPUTER PARTS,20,957,phone_words,PHONE WORDS,18,5,battery | case | Charger | screen | speaker,0.25,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
407,cooking_hobby,HOME BAKING,16,1026,baker_words,BAKERY WORDS,15,5,apron | cooling rack | oven | scale | timer,0.3125,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
407,cooking_hobby,HOME BAKING,16,413,kitchen_tools,KITCHEN TOOLS,26,5,measuring cup | rolling pin | spatula | timer | whisk,0.3125,0.1923,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
461,creative_jobs,CREATIVE JOBS,18,590,movie_roles,FILM CREW,15,5,actor | composer | director | editor | producer,0.2778,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
65,crustaceans,CRUSTACEANS,11,710,shellfish,SHELLFISH,14,5,barnacle | crab | lobster | prawn | shrimp,0.4545,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
995,cutting_tools,CUTTING TOOLS,16,1006,things_that_cut,SHARP THINGS,18,5,blade | knife | razor | saw | scissors,0.3125,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
87,face_parts,FACE PARTS,20,103,parts_of_the_eye,EYE PARTS,12,5,brow | eyelid | iris | lash | pupil,0.25,0.4167,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
736,famous_americans,FAMOUS AMERICANS,18,737,us_presidents,US PRESIDENTS,20,5,Jefferson | Kennedy | Lincoln | Roosevelt | Washington,0.2778,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
253,fantasy_creatures,MYTHICAL CREATURES,20,630,magic_creatures,MAGICAL BEINGS,16,5,elf | fairy | gnome | goblin | troll,0.25,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
26,farm_animals,FARM ANIMALS,20,67,pack_animals,WORK ANIMALS,13,5,dog | donkey | horse | mule | ox,0.25,0.3846,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
662,flowers,FLOWERS,25,673,garden_plants,GARDEN PLANTS,20,5,lavender | marigold | rose | sunflower | tulip,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
31,flying_animals,FLYING ANIMALS,26,897,birds_of_prey,BIRDS OF PREY,13,5,eagle | falcon | hawk | owl | vulture,0.1923,0.3846,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
31,flying_animals,FLYING ANIMALS,26,50,pond_animals,POND ANIMALS,18,5,dragonfly | duck | goose | mosquito | swan,0.1923,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
290,fruits,FRUITS,26,1061,berry_varieties,BERRY VARIETIES,11,5,blackberry | blueberry | cranberry | raspberry | strawberry,0.1923,0.4545,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
290,fruits,FRUITS,26,293,citrus_fruits,CITRUS FRUITS,10,5,grapefruit | lemon | lime | orange | tangerine,0.1923,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
290,fruits,FRUITS,26,299,pie_ingredients,PIE INGREDIENTS,25,5,apple | blueberry | cherry | lemon | peach,0.1923,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
1050,grape_varieties,GRAPE VARIETIES,13,1073,wines_and_drinks,WINE & BEER,17,5,Cabernet | Chardonnay | Merlot | Riesling | Zinfandel,0.3846,0.2941,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
89,hand_parts,HAND PARTS,15,102,fingers_and_toes,DIGITS,10,5,index finger | middle finger | pinky | ring finger | thumb,0.3333,0.5,P1,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
769,herbs,COOKING HERBS,15,1062,mint_and_herbs_varieties,HERB VARIETIES,13,5,basil | cilantro | dill | marjoram | oregano,0.3333,0.3846,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
411,hobby_verbs,HOBBY ACTIVITIES,20,931,camping_and_outdoors,OUTDOOR ACTIVITIES,18,5,birdwatching | camping | fishing | hiking | running,0.25,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
320,ice_cream_flavors,ICE CREAM,20,774,fruit_trees,FRUIT TREES,18,5,banana | cherry | lemon | mango | peach,0.25,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
29,insects,INSECTS,25,272,pest_control,CROP PESTS,14,5,aphid | beetle | caterpillar | grasshopper | locust,0.2,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
159,jewelry,JEWELRY,18,284,fashion_accessories,FASHION ACCESSORIES,16,5,bracelet | brooch | earring | necklace | watch,0.2778,0.3125,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
419,kitchen_appliances,KITCHEN APPLIANCES,20,428,things_that_plug_in,PLUGGED IN,20,5,blender | freezer | kettle | microwave | toaster,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
413,kitchen_tools,KITCHEN TOOLS,26,1001,kitchen_gadgets,KITCHEN GADGETS,15,5,corkscrew | peeler | strainer | thermometer | timer,0.1923,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
413,kitchen_tools,KITCHEN TOOLS,26,421,silverware,SILVERWARE,14,5,fork | knife | ladle | spoon | tongs,0.1923,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
296,leafy_greens,LEAFY GREENS,12,1054,lettuce_and_greens,SALAD GREENS,11,5,arugula | endive | romaine | spinach | watercress,0.4167,0.4545,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
680,light_sources,LIGHT SOURCES,20,796,hot_things,HOT THINGS,18,5,campfire | candle | fire | sun | torch,0.25,0.2778,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
801,light_things,LIGHT THINGS,16,806,things_that_float,FLOATING THINGS,17,5,balloon | bubble | feather | foam | leaf,0.3125,0.2941,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
432,lighting,LIGHTING,16,680,light_sources,LIGHT SOURCES,20,5,bulb | candle | flashlight | lamp | lantern,0.3125,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
802,loud_things,LOUD THINGS,16,876,city_sounds,CITY SOUNDS,14,5,alarm | bell | jackhammer | siren | whistle,0.3125,0.3571,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
311,meats,MEATS,25,326,bbq_foods,BARBECUE FOODS,20,5,brisket | chicken | hot dog | ribs | sausage,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
