word_id,word,normalized,is_proper_noun,familiarity_score,playable_category_count,theme_count,categories,recommended_action
1162,mobile,mobile,1,0.693,3,3,decorative_things:DECORATIONS | southern_cities:SOUTHERN CITIES | words_after_snow:SNOW ___,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2198,oxford,oxford,1,0.626,3,3,footwear:FOOTWEAR | shoe_styles:SHOE STYLES | universities:UNIVERSITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7110,redwood,redwood,1,0.46,3,3,trees:TREES | national_parks_us:NATIONAL PARKS | evergreens:EVERGREEN TREES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5754,river,river,1,0.719,3,3,words_before_side:___ SIDE | nature_names:NATURE NAMES | bodies_of_water:BODIES OF WATER,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6236,sequoia,sequoia,1,0.403,3,3,trees_more:MORE TREES | national_parks_us:NATIONAL PARKS | evergreens:EVERGREEN TREES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5811,summer,summer,1,0.747,3,3,words_before_time:___ TIME | nature_names:NATURE NAMES | seasons:SEASONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2433,tango,tango,1,0.511,3,3,world_dances:WORLD DANCES | dance_styles:DANCE STYLES | alphabet_code:RADIO ALPHABET,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4688,weaver,weaver,1,0.514,3,3,old_professions:HISTORIC TRADES | historic_jobs:BYGONE JOBS | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6709,Apollo,apollo,1,0.546,3,2,greek_gods:GREEK GODS | roman_gods:ROMAN GODS | spacecraft:SPACECRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4256,Colorado,colorado,1,0.637,3,2,us_states:US STATES | rivers:RIVERS | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4448,Colosseum,colosseum,1,0.406,3,2,famous_landmarks:FAMOUS LANDMARKS | roman_things:ANCIENT ROME | ancient_wonders:WORLD WONDERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1661,Franklin,franklin,1,0.601,3,2,sports_brands:SPORTS BRANDS | famous_americans:FAMOUS AMERICANS | inventors:INVENTORS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7328,Grand Canyon,grand canyon,1,0.559,3,2,canyons_and_valleys:CANYONS AND VALLEYS | national_parks_us:NATIONAL PARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5922,Hotel,hotel,1,0.707,3,2,alphabet_code:RADIO ALPHABET | kinds_of_buildings:KINDS OF BUILDINGS | places_you_sleep:SLEEPING PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6904,James,james,1,0.73,3,2,short_names:SHORT NAMES | royal_names:ROYAL NAMES | boys_names:BOYS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4751,Lighthouse,lighthouse,1,0.507,3,2,ancient_wonders:WORLD WONDERS | harbor_things:HARBOR THINGS | navigation_tools:NAVIGATION TOOLS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7664,Lincoln,lincoln,1,0.616,3,2,famous_americans:FAMOUS AMERICANS | us_presidents:US PRESIDENTS | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6179,Luke,luke,1,0.636,3,2,bible_books:BIBLE BOOKS | biblical_names:BIBLICAL NAMES | short_names:SHORT NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4526,Malta,malta,1,0.506,3,2,islands:ISLANDS | countries_more:MORE COUNTRIES | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2027,Nairobi,nairobi,1,0.506,3,2,african_cities:AFRICAN CITIES | capital_cities_more:MORE CAPITALS | world_capitals:WORLD CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2065,Portland,portland,1,0.597,3,2,american_east_cities:EAST COAST | american_west_cities:WEST COAST | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2137,Sofia,sofia,1,0.534,3,2,capital_cities_more:MORE CAPITALS | spanish_names:SPANISH NAMES | italian_names:ITALIAN NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6848,Taylor,taylor,1,0.664,3,2,common_surnames:COMMON SURNAMES | unisex_names:UNISEX NAMES | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6927,Victoria,victoria,1,0.634,3,2,royal_names:ROYAL NAMES | waterfalls:WATERFALLS | world_lakes:LAKES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6128,Washington,washington,1,0.726,3,2,us_states_more:MORE STATES | famous_americans:FAMOUS AMERICANS | us_presidents:US PRESIDENTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5313,baker,baker,1,0.604,3,2,kitchen_jobs:KITCHEN JOBS | night_shift_jobs:NIGHT SHIFT | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5328,carpenter,carpenter,1,0.544,3,2,building_trades:BUILDING TRADES | jobs_with_tools:JOBS WITH TOOLS | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5356,farmer,farmer,1,0.593,3,2,farm_jobs:FARM JOBS | jobs_with_animals:JOBS WITH ANIMALS | nature_surnames:SURNAMES FROM TRADES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5702,sky,sky,1,0.674,3,2,words_before_light:___ LIGHT | words_before_line:___ LINE | nature_names:NATURE NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4441,Arctic,arctic,1,0.576,3,1,continents_and_oceans:CONTINENTS AND OCEANS | climate_zones:CLIMATE WORDS | cold_places:COLD PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4453,Acropolis,acropolis,1,0.39,2,2,famous_landmarks:FAMOUS LANDMARKS | world_heritage:ANCIENT SITES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6861,Adam,adam,1,0.653,2,2,biblical_names:BIBLICAL NAMES | bible_figures:BIBLE FIGURES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1551,Adidas,adidas,1,0.51,2,2,clothing_brands:CLOTHING BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1570,Alaska,alaska,1,0.599,2,2,airlines:AIRLINES | us_states:US STATES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2067,Albany,albany,1,0.544,2,2,american_east_cities:EAST COAST | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6453,Alien,alien,1,0.613,2,2,famous_movies:FAMOUS MOVIES | science_fiction_space:SCI FI,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1726,Ally,ally,1,0.586,2,2,bank_brands:BANK BRANDS | relationships:RELATIONSHIP WORDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4461,Alps,alps,1,0.509,2,2,mountain_ranges:MOUNTAIN RANGES | world_deserts_and_seas:WORLD REGIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2077,Anaheim,anaheim,1,0.494,2,2,american_west_cities:WEST COAST | pepper_varieties:PEPPER VARIETIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6370,Anna,anna,1,0.624,2,2,disney_characters:DISNEY CHARACTERS | german_names:GERMAN NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4536,Arabian,arabian,1,0.504,2,2,deserts_and_wild_places:DESERTS | horse_breeds:HORSE BREEDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6499,Armstrong,armstrong,1,0.557,2,2,famous_musicians:MUSIC LEGENDS | famous_americans:FAMOUS AMERICANS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6764,Atlantis,atlantis,1,0.49,2,2,legendary_places:LEGENDARY PLACES | spacecraft:SPACECRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7797,Augusta,augusta,1,0.513,2,2,state_capitals:STATE CAPITALS | famous_stadiums:FAMOUS STADIUMS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4438,Australia,australia,1,0.723,2,2,continents_and_oceans:CONTINENTS AND OCEANS | oceania_places:OCEANIA PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6879,Autumn,autumn,1,0.609,2,2,nature_names:NATURE NAMES | seasons:SEASONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3363,Bach,bach,1,0.504,2,2,famous_composers:COMPOSERS | famous_musicians:MUSIC LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7864,Bahrain,bahrain,1,0.513,2,2,middle_east_places:MIDDLE EAST | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6918,Bailey,bailey,1,0.58,2,2,pet_names:PET NAMES | unisex_names:UNISEX NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2122,Bali,bali,1,0.527,2,2,resort_towns:RESORT DESTINATIONS | islands:ISLANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2057,Baltimore,baltimore,1,0.603,2,2,american_east_cities:EAST COAST | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4528,Barbados,barbados,1,0.5,2,2,islands:ISLANDS | caribbean_places:CARIBBEAN PLACES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1980,Barcelona,barcelona,1,0.604,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3362,Beethoven,beethoven,1,0.487,2,2,famous_composers:COMPOSERS | famous_musicians:MUSIC LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2078,Berkeley,berkeley,1,0.561,2,2,american_west_cities:WEST COAST | universities:UNIVERSITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4447,Big Ben,big ben,1,0.664,2,2,famous_landmarks:FAMOUS LANDMARKS | famous_towers:FAMOUS TOWERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6335,Black Widow,black widow,1,0.58,2,2,superheroes:SUPERHEROES | spiders_and_crawlers:SPIDERS AND CRAWLERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2045,Bogota,bogota,1,0.414,2,2,south_american_cities:LATIN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5536,Brooklyn,brooklyn,1,0.607,2,2,famous_bridges:FAMOUS BRIDGES | place_names_as_names:PLACE NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2043,Buenos Aires,buenos aires,1,0.469,2,2,south_american_cities:LATIN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5551,Burj Khalifa,burj khalifa,1,0.359,2,2,famous_towers:FAMOUS TOWERS | famous_buildings:FAMOUS BUILDINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
9715,Cabernet,cabernet,1,0.411,2,2,grape_varieties:GRAPE VARIETIES | wines_and_drinks:WINE & BEER,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2025,Cairo,cairo,1,0.549,2,2,african_cities:AFRICAN CITIES | world_capitals:WORLD CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4254,California,california,1,0.714,2,2,us_states:US STATES | pizza_styles:PIZZA STYLES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7813,Caribbean,caribbean,1,0.589,2,2,seas_and_oceans:SEAS | world_deserts_and_seas:WORLD REGIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
9716,Chardonnay,chardonnay,1,0.426,2,2,grape_varieties:GRAPE VARIETIES | wines_and_drinks:WINE & BEER,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2082,Chicago,chicago,1,0.69,2,2,midwest_cities:MIDWEST CITIES | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4755,Chichen Itza,chichen itza,1,0.257,2,2,ancient_wonders:WORLD WONDERS | world_heritage:ANCIENT SITES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5938,Chinese,chinese,1,0.716,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1527,Chipotle,chipotle,1,0.447,2,2,fast_food_chains:FAST FOOD | pepper_varieties:PEPPER VARIETIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7029,Chloe,chloe,1,0.536,2,2,french_names:FRENCH NAMES | girls_names:GIRLS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
3364,Chopin,chopin,1,0.42,2,2,famous_composers:COMPOSERS | famous_musicians:MUSIC LEGENDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
8152,Christmas,christmas,1,0.701,2,2,religious_holidays:RELIGIOUS HOLIDAYS | holidays:HOLIDAYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6907,Claire,claire,1,0.569,2,2,short_names:SHORT NAMES | french_names:FRENCH NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6858,Clark,clark,1,0.626,2,2,common_surnames:COMMON SURNAMES | explorers:EXPLORERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2084,Cleveland,cleveland,1,0.61,2,2,midwest_cities:MIDWEST CITIES | us_cities:US CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1991,Cologne,cologne,1,0.51,2,2,european_cities:EUROPEAN CITIES | perfume_words:FRAGRANCE WORDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5587,Columbia,columbia,1,0.629,2,2,universities:UNIVERSITIES | spacecraft:SPACECRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7796,Concord,concord,1,0.496,2,2,state_capitals:STATE CAPITALS | grape_varieties:GRAPE VARIETIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4480,Congo,congo,1,0.536,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1623,Crayola,crayola,1,0.339,2,2,toy_brands:TOY BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6962,Dakota,dakota,1,0.584,2,2,place_names_as_names:PLACE NAMES | unisex_names:UNISEX NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4474,Danube,danube,1,0.449,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4537,Death Valley,death valley,1,0.663,2,2,deserts_and_wild_places:DESERTS | canyons_and_valleys:CANYONS AND VALLEYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7341,Denali,denali,1,0.374,2,2,national_parks_us:NATIONAL PARKS | world_mountains:FAMOUS MOUNTAINS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4459,Denver,denver,1,0.604,2,2,us_cities:US CITIES | state_capitals:STATE CAPITALS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1903,Disney,disney,1,0.627,2,2,famous_brands:FAMOUS BRANDS | famous_americans:FAMOUS AMERICANS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2450,Diwali,diwali,1,0.416,2,2,festivals:WORLD FESTIVALS | religious_holidays:RELIGIOUS HOLIDAYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5947,Dutch,dutch,1,0.63,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
8153,Easter,easter,1,0.589,2,2,religious_holidays:RELIGIOUS HOLIDAYS | holidays:HOLIDAYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4334,Egypt,egypt,1,0.636,2,2,african_countries:AFRICAN COUNTRIES | ancient_civilizations:ANCIENT CIVILIZATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6926,Elizabeth,elizabeth,1,0.639,2,2,royal_names:ROYAL NAMES | girls_names:GIRLS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6369,Elsa,elsa,1,0.49,2,2,disney_characters:DISNEY CHARACTERS | scandinavian_names:SCANDINAVIAN NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4458,Empire State,empire state,1,0.646,2,2,famous_landmarks:FAMOUS LANDMARKS | famous_buildings:FAMOUS BUILDINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2858,English,english,1,0.741,2,2,school_subjects:SCHOOL SUBJECTS | languages:LANGUAGES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7322,Erie,erie,1,0.51,2,2,world_lakes:LAKES | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7298,Etna,etna,1,0.379,2,2,volcanoes:VOLCANOES | world_mountains:FAMOUS MOUNTAINS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2080,Eugene,eugene,1,0.543,2,2,american_west_cities:WEST COAST | old_fashioned_names:VINTAGE NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4485,Euphrates,euphrates,1,0.413,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6862,Eve,eve,1,0.617,2,2,biblical_names:BIBLICAL NAMES | bible_figures:BIBLE FIGURES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7340,Everglades,everglades,1,0.419,2,2,national_parks_us:NATIONAL PARKS | us_landmarks:US LANDMARKS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6163,Exodus,exodus,1,0.527,2,2,bible_books:BIBLE BOOKS | religious_books:SACRED TEXTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6908,Faith,faith,1,0.689,2,2,short_names:SHORT NAMES | prayer_words:PRAYER WORDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1984,Florence,florence,1,0.566,2,2,european_cities:EUROPEAN CITIES | old_fashioned_names:VINTAGE NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5936,French,french,1,0.727,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7708,Galileo,galileo,1,0.457,2,2,scientists:FAMOUS SCIENTISTS | spacecraft:SPACECRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4478,Ganges,ganges,1,0.417,2,2,rivers:RIVERS | world_rivers:WORLD RIVERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6162,Genesis,genesis,1,0.55,2,2,bible_books:BIBLE BOOKS | religious_books:SACRED TEXTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5937,German,german,1,0.707,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4295,Greece,greece,1,0.611,2,2,european_countries:EUROPEAN COUNTRIES | ancient_civilizations:ANCIENT CIVILIZATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5564,Guggenheim,guggenheim,1,0.429,2,2,famous_museums:FAMOUS MUSEUMS | famous_buildings:FAMOUS BUILDINGS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1990,Hamburg,hamburg,1,0.517,2,2,european_cities:EUROPEAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
8154,Hanukkah,hanukkah,1,0.394,2,2,religious_holidays:RELIGIOUS HOLIDAYS | holidays:HOLIDAYS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6925,Henry,henry,1,0.677,2,2,royal_names:ROYAL NAMES | boys_names:BOYS NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6741,Hercules,hercules,1,0.514,2,2,greek_heroes:MYTHOLOGICAL HEROES | constellations:CONSTELLATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1709,Hermes,hermes,1,0.47,2,2,watch_and_luxury:LUXURY BRANDS | greek_gods:GREEK GODS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
1493,Hershey,hershey,1,0.434,2,2,candy_brands:CANDY BRANDS | famous_brands:FAMOUS BRANDS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7324,Huron,huron,1,0.453,2,2,world_lakes:LAKES | great_lakes_and_us_water:US WATERS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4317,India,india,1,0.72,2,2,asian_countries:ASIAN COUNTRIES | alphabet_code:RADIO ALPHABET,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4442,Indian,indian,1,0.701,2,2,continents_and_oceans:CONTINENTS AND OCEANS | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4321,Indonesia,indonesia,1,0.607,2,2,asian_countries:ASIAN COUNTRIES | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4329,Iran,iran,1,0.66,2,2,asian_countries:ASIAN COUNTRIES | middle_east_places:MIDDLE EAST,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6174,Isaiah,isaiah,1,0.514,2,2,bible_books:BIBLE BOOKS | biblical_names:BIBLICAL NAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5942,Italian,italian,1,0.666,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6851,Jackson,jackson,1,0.654,2,2,common_surnames:COMMON SURNAMES | us_presidents:US PRESIDENTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7562,Jacob,jacob,1,0.604,2,2,boys_names:BOYS NAMES | bible_figures:BIBLE FIGURES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
2012,Jakarta,jakarta,1,0.524,2,2,asian_cities:ASIAN CITIES | world_cities:WORLD CITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4316,Japan,japan,1,0.699,2,2,asian_countries:ASIAN COUNTRIES | island_nations:ISLAND NATIONS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
5939,Japanese,japanese,1,0.687,2,2,languages:LANGUAGES | nationalities:NATIONALITIES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6939,Jim,jim,1,0.66,2,2,nicknames_for_names:NAME SHORTENINGS | nicknames:NICKNAMES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6842,Johnson,johnson,1,0.674,2,2,common_surnames:COMMON SURNAMES | us_presidents:US PRESIDENTS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6177,Jonah,jonah,1,0.504,2,2,bible_books:BIBLE BOOKS | bible_figures:BIBLE FIGURES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
7558,Joseph,joseph,1,0.646,2,2,boys_names:BOYS NAMES | bible_figures:BIBLE FIGURES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6720,Juno,juno,1,0.453,2,2,roman_gods:ROMAN GODS | spacecraft:SPACECRAFT,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
6719,Jupiter,jupiter,1,0.526,2,2,roman_gods:ROMAN GODS | planets:PLANETS,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
4249,Kansas,kansas,1,0.624,2,2,us_states:US STATES | us_states_more:MORE STATES,Word-level casing/proper-noun flag is unsafe across multiple meanings. Move display text and proper-noun status to the sense.
