category_id,category_key,label,theme,rule,relation_type,base_difficulty,total_links,approved_count,alternative_count,hard_only_count,rejected_count,playable_count,normal_pool_count,hard_share_playable,recommended_tier,severity,flags
316,cold_drinks,COLD DRINKS,food,Drinks normally served cold,is_a,0.2,18,12,3,3,0,18,15,0.1667,normal_pool_available,,
371,cold_places,COLD PLACES,geography,Places that are typically cold,has_property,0.3,14,0,12,2,0,14,12,0.1429,usable_with_constraints,P2,NO_APPROVED_WORDS
795,cold_things,COLD THINGS,properties,Things that are cold by their physical nature,has_property,0.3,18,0,15,3,0,18,15,0.1667,usable_with_constraints,P2,NO_APPROVED_WORDS
394,collecting_hobbies,COLLECTIBLES,hobbies,Things people collect as a hobby,is_a,0.3,20,1,18,1,0,20,19,0.05,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
218,college_words,COLLEGE WORDS,education,Words used about university education,found_in,0.3,20,14,6,0,0,20,20,0.0,normal_pool_available,,
390,colonial_america,COLONIAL AMERICA,history,Things associated with colonial America,found_in,0.4,15,0,4,11,0,15,4,0.7333,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
82,color_words_advanced,SHADES OF COLOR,art,Words for particular shades of color,is_a,0.35,20,8,12,0,0,20,20,0.0,normal_pool_available,,
797,colors,COLORS,properties,Basic color names used in everyday English,is_a,0.1,25,18,7,0,0,25,25,0.0,normal_pool_available,,
256,comedy_words,COMEDY WORDS,entertainment,Words used about comedy performances,found_in,0.35,15,10,5,0,0,15,15,0.0,normal_pool_available,,
597,comic_words,COMIC BOOKS,media,Words used about comic books,found_in,0.4,14,0,5,9,0,14,5,0.6429,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
640,common_surnames,COMMON SURNAMES,names,Family names common in the United States,is_a,0.3,25,20,5,0,0,25,25,0.0,normal_pool_available,,
955,computer_actions,COMPUTER ACTIONS,technology,Actions done while using a computer,does_action,0.25,20,12,8,0,0,20,20,0.0,normal_pool_available,,
954,computer_parts,COMPUTER PARTS,technology,Physical parts of a personal computer,part_of,0.25,20,11,8,1,0,20,19,0.05,normal_pool_available,,
313,condiments,CONDIMENTS,food,Things squeezed or spooned onto food at the table,used_in,0.25,20,11,8,1,0,20,19,0.05,normal_pool_available,,
881,constellations,CONSTELLATIONS,space,Constellations in the night sky,is_a,0.4,15,13,0,2,0,15,13,0.1333,normal_pool_available,,
1033,construction_equipment,CONSTRUCTION EQUIPMENT,transport,Large machines used on a building or road construction site,is_a,0.3,18,10,4,4,0,18,14,0.2222,normal_pool_available,,
359,continents_and_oceans,CONTINENTS AND OCEANS,geography,The continents and the world oceans,is_a,0.2,12,8,4,0,0,12,12,0.0,normal_pool_available,,
333,cookie_types,COOKIE TYPES,food_more,Kinds of cookie baked at home or sold in stores,is_a,0.3,14,7,3,4,0,14,10,0.2857,normal_pool_available,,
1,cooking_actions,COOKING ACTIONS,actions,Verbs describing something a cook does to food,does_action,0.25,25,13,11,1,0,25,24,0.04,normal_pool_available,,
328,cooking_fats,COOKING FATS,food,Fats and oils used to cook or dress food,used_in,0.4,15,15,0,0,0,15,15,0.0,normal_pool_available,,
407,cooking_hobby,HOME BAKING,hobbies,Things a home baker uses,used_in,0.3,16,8,7,1,0,16,15,0.0625,normal_pool_available,,
345,cooking_methods,COOKING METHODS,food_more,Methods used to cook food,is_a,0.3,18,11,5,2,0,18,16,0.1111,normal_pool_available,,
714,coral_reef,CORAL REEF,ocean,Things found on a coral reef,found_in,0.35,15,7,5,3,0,15,12,0.2,normal_pool_available,,
1081,countries_more,MORE COUNTRIES,world_more,Countries less often named in lists,is_a,0.4,20,19,1,0,0,20,20,0.0,normal_pool_available,,
273,country_life,COUNTRY LIFE,farming,Things associated with rural country living,found_in,0.35,15,4,10,1,0,15,14,0.0667,normal_pool_available,,
539,courtroom_things,COURTROOM THINGS,law,Things and people found in a courtroom,found_in,0.3,18,14,4,0,0,18,18,0.0,normal_pool_available,,
410,crafting_materials,CRAFT MATERIALS,hobbies,Materials used in craft projects,made_of,0.3,18,5,13,0,0,18,18,0.0,normal_pool_available,,
74,crafts,CRAFTS,art,Handmade crafts people do as a hobby,is_a,0.3,15,9,3,3,0,15,12,0.2,normal_pool_available,,
461,creative_jobs,CREATIVE JOBS,jobs,Jobs held by people who make art or entertainment,is_a,0.25,18,15,3,0,0,18,18,0.0,normal_pool_available,,
540,crimes,CRIMES,law,Acts that are against the law,is_a,0.3,18,16,2,0,0,18,18,0.0,normal_pool_available,,
773,crops,FARM CROPS,plants,Plants grown on farms for food or material,is_a,0.25,18,12,6,0,0,18,18,0.0,normal_pool_available,,
746,crowd_words,AUDIENCE WORDS,people,Words for people watching an event,found_in,0.4,13,0,4,9,0,13,4,0.6923,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
65,crustaceans,CRUSTACEANS,animals_more,Sea creatures with a hard shell and many legs,is_a,0.4,11,10,0,1,0,11,10,0.0909,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
1078,cured_meats,CURED MEATS,world_food,Meats preserved by curing or smoking,is_a,0.4,14,9,2,1,2,12,11,0.0833,normal_pool_available,,
129,currencies,CURRENCIES,business,Names of national currencies,is_a,0.35,15,13,0,2,0,15,13,0.1333,normal_pool_available,,
346,cuts_of_meat,CUTS OF MEAT,food_more,Cuts of meat sold by a butcher,is_a,0.4,15,9,4,2,0,15,13,0.1333,normal_pool_available,,
995,cutting_tools,CUTTING TOOLS,tools,Tools used to cut material,used_in,0.3,16,13,3,0,0,16,16,0.0,normal_pool_available,,
935,cycling_words,CYCLING WORDS,sports,Words used about riding and racing bicycles,found_in,0.35,16,9,7,0,0,16,16,0.0,normal_pool_available,,
307,dairy_products,DAIRY PRODUCTS,food,Foods made from milk or sold in the dairy section,is_a,0.15,20,14,5,1,0,20,19,0.05,normal_pool_available,,
262,dairy_words,DAIRY FARM,farming,Things involved in dairy farming,found_in,0.35,14,7,5,2,0,14,12,0.1429,normal_pool_available,,
405,dance_class,DANCE CLASS,hobbies,Things found in a dance class,found_in,0.35,14,7,7,0,0,14,14,0.0,normal_pool_available,,
859,dance_moves,DANCE MOVES,skills,Named dance moves,is_a,0.4,15,6,7,2,0,15,13,0.1333,normal_pool_available,,
250,dance_styles,DANCE STYLES,entertainment,Styles of dance,is_a,0.3,18,16,1,1,0,18,17,0.0556,normal_pool_available,,
975,days_and_parts_of_day,DAYS & TIMES,time,Names of weekdays and parts of the day,is_a,0.15,18,18,0,0,0,18,18,0.0,normal_pool_available,,
80,decorative_things,DECORATIONS,art,Things used to decorate a room or an event,is_a,0.3,18,3,15,0,0,18,18,0.0,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
715,deep_sea,DEEP SEA,ocean,Things found in the deep ocean,found_in,0.4,13,0,4,9,0,13,4,0.6923,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
902,deer_family,DEER FAMILY,species,Animals of the deer family,is_a,0.35,14,12,1,1,0,14,13,0.0714,normal_pool_available,,
219,degrees_and_titles,ACADEMIC DEGREES,education,Degrees and academic qualifications,is_a,0.35,12,9,3,0,0,12,12,0.0,normal_pool_available,,
607,dental_words,DENTAL WORDS,medicine,Words used at a dental office,found_in,0.35,18,14,3,1,0,18,17,0.0556,normal_pool_available,,
99,dentist_things,DENTIST THINGS,body,Things found at a dentist office,found_in,0.3,16,9,7,0,0,16,16,0.0,normal_pool_available,,
678,desert_things,DESERT THINGS,nature,Things found in a hot desert,found_in,0.3,18,10,8,0,0,18,18,0.0,normal_pool_available,,
369,deserts_and_wild_places,DESERTS,geography,Major deserts of the world,is_a,0.4,10,0,0,10,0,10,0,1.0,blocked_for_normal_levels,P0,NO_NORMAL_WORDS | NO_APPROVED_WORDS | THIN_LT_12_PLAYABLE | MAJORITY_HARD_ONLY
348,dessert_toppings,DESSERT TOPPINGS,food_more,Things put on top of desserts,used_in,0.35,14,10,4,0,0,14,14,0.0,normal_pool_available,,
317,desserts,DESSERTS,food,Sweet dishes served at the end of a meal,is_a,0.15,25,17,2,6,0,25,19,0.24,normal_pool_available,,
9,destroying_actions,BREAKING ACTIONS,actions,Actions that damage or destroy something,does_action,0.35,16,14,2,0,0,16,16,0.0,normal_pool_available,,
452,detective_procedures,FORENSICS WORDS,jargon,Words used in forensic investigation,found_in,0.45,14,0,4,10,0,14,4,0.7143,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
553,detective_words,DETECTIVE WORDS,law,Words used in a criminal investigation,found_in,0.35,16,10,5,1,0,16,15,0.0625,normal_pool_available,,
197,difficulty_words,DIFFICULTY WORDS,descriptive,Words describing how hard a task is,is_a,0.35,14,13,1,0,0,14,14,0.0,normal_pool_available,,
848,dinosaurs,DINOSAURS,science,Dinosaur species an average person can name,is_a,0.3,12,2,2,7,1,11,4,0.6364,hard_only_or_manual_review,P1,FEWER_THAN_4_APPROVED | THIN_LT_12_PLAYABLE | MAJORITY_HARD_ONLY
365,directions,DIRECTIONS,geography,Words used to give directions,is_a,0.2,20,16,4,0,0,20,20,0.0,normal_pool_available,,
605,diseases,DISEASES,medicine,Diseases an average person can name,is_a,0.3,20,17,2,1,0,20,19,0.05,normal_pool_available,,
420,dishes_and_glassware,DISHES,home,Things you eat and drink from at a table,is_a,0.2,20,17,1,2,0,20,18,0.1,normal_pool_available,,
582,disney_characters,DISNEY CHARACTERS,media,Characters from Disney animated films,is_a,0.25,20,18,1,1,0,20,19,0.05,normal_pool_available,,
208,distance_words,DISTANCE WORDS,descriptive,Words describing how far something is,is_a,0.35,14,12,2,0,0,14,14,0.0,normal_pool_available,,
718,diving_gear,DIVING GEAR,ocean,Equipment used for scuba diving and snorkeling,used_in,0.35,14,5,9,0,0,14,14,0.0,normal_pool_available,,
42,dog_breeds,DOG BREEDS,animals,Breeds of domestic dog recognized by an average American,is_a,0.25,20,19,1,0,0,20,20,0.0,normal_pool_available,,
557,dog_breeds_more,MORE BREEDS,lists,Dog breeds beyond the most common ones,is_a,0.4,20,9,0,11,0,20,9,0.55,hard_only_or_manual_review,P1,MAJORITY_HARD_ONLY
77,drawing_words,DRAWING WORDS,art,Words used when drawing a picture,found_in,0.35,15,7,8,0,0,15,15,0.0,normal_pool_available,,
341,drink_mixers,DRINK MIXERS,food_more,Things mixed into drinks,used_in,0.4,14,8,6,0,0,14,14,0.0,normal_pool_available,,
23,driving_actions,DRIVING ACTIONS,actions,Actions done while driving a car,does_action,0.3,15,13,2,0,0,15,15,0.0,normal_pool_available,,
866,driving_skills,DRIVING SKILLS,skills,Skills tested on a driving exam,is_a,0.35,11,11,0,0,0,11,11,0.0,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
12,eating_actions,EATING ACTIONS,actions,Actions done while eating or drinking,does_action,0.3,15,14,1,0,0,15,15,0.0,normal_pool_available,,
336,egg_and_dairy_dishes,BRUNCH DISHES,food_more,Dishes served at brunch,is_a,0.35,14,9,3,2,0,14,12,0.1429,normal_pool_available,,
302,egg_dishes,EGG DISHES,food,Ways eggs are cooked and served,is_a,0.35,14,9,2,3,0,14,11,0.2143,normal_pool_available,,
380,egypt_things,ANCIENT EGYPT,history,Things associated with ancient Egypt,found_in,0.3,15,10,3,2,0,15,13,0.1333,normal_pool_available,,
1012,electrical_words,ELECTRICAL WORDS,trades,Things an electrician works with,found_in,0.35,16,11,5,0,0,16,16,0.0,normal_pool_available,,
844,electricity_words,ELECTRICITY WORDS,science,Words used to talk about electricity,found_in,0.3,18,16,2,0,0,18,18,0.0,normal_pool_available,,
847,elements,CHEMICAL ELEMENTS,science,Chemical elements an average person can name,is_a,0.35,20,11,9,0,0,20,20,0.0,normal_pool_available,,
555,elements_more,MORE ELEMENTS,lists,Chemical elements beyond the most familiar ones,is_a,0.45,22,17,4,1,0,22,21,0.0455,normal_pool_available,,
962,email_words,EMAIL WORDS,technology,Parts and actions of an email message,found_in,0.3,16,8,7,1,0,16,15,0.0625,normal_pool_available,,
458,emergency_jobs,EMERGENCY JOBS,jobs,Jobs held by people who respond to emergencies,is_a,0.2,14,12,2,0,0,14,14,0.0,normal_pool_available,,
552,emergency_services,EMERGENCY SERVICES,law,Public services that respond to emergencies,is_a,0.25,12,9,3,0,0,12,12,0.0,normal_pool_available,,
1045,emergency_vehicles,EMERGENCY VEHICLES,transport,Vehicles used by emergency services,is_a,0.25,12,10,2,0,0,12,12,0.0,normal_pool_available,,
613,emergency_words,EMERGENCY WORDS,medicine,Words used during a medical emergency,found_in,0.3,15,10,5,0,0,15,15,0.0,normal_pool_available,,
839,energy_words,ENERGY WORDS,science,Words for kinds and sources of energy,is_a,0.35,15,12,3,0,0,15,15,0.0,normal_pool_available,,
949,equestrian_words,HORSE RIDING,sports_world,Words used in horse riding sports,found_in,0.4,14,10,3,1,0,14,13,0.0714,normal_pool_available,,
701,erosion_words,EROSION WORDS,nature_more,Ways water shapes the land over time,does_action,0.45,13,0,6,7,0,13,6,0.5385,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
144,european_cities,EUROPEAN CITIES,cities,Well known cities in Europe,is_a,0.3,25,23,2,0,0,25,25,0.0,normal_pool_available,,
351,european_countries,EUROPEAN COUNTRIES,geography,Countries located in Europe,is_a,0.25,25,21,4,0,0,25,25,0.0,normal_pool_available,,
775,evergreens,EVERGREEN TREES,plants,Trees that keep their leaves or needles all year,is_a,0.35,14,11,2,1,0,14,13,0.0714,normal_pool_available,,
100,exercise_words,EXERCISE WORDS,body,Movements done as physical exercise,does_action,0.3,16,8,5,3,0,16,13,0.1875,normal_pool_available,,
69,exotic_pets,EXOTIC PETS,animals_more,Unusual animals people keep as pets,is_a,0.4,13,5,6,1,1,12,11,0.0833,normal_pool_available,,
853,experiments,DISSOLVING THINGS,science,Substances that dissolve in water,has_property,0.4,14,0,11,3,0,14,11,0.2143,usable_with_constraints,P2,NO_APPROVED_WORDS
387,exploration_words,AGE OF EXPLORATION,history,Things associated with sea exploration in the age of sail,found_in,0.35,15,9,5,1,0,15,14,0.0667,normal_pool_available,,
738,explorers,EXPLORERS,people,Famous explorers from history,is_a,0.35,14,11,1,2,0,14,12,0.1429,normal_pool_available,,
912,extinct_and_prehistoric,PREHISTORIC ANIMALS,species,Animals that lived in prehistoric times,is_a,0.35,12,6,2,4,0,12,8,0.3333,normal_pool_available,,
52,extinct_animals,EXTINCT ANIMALS,animals,Animal species that no longer exist,is_a,0.3,14,6,3,5,0,14,9,0.3571,normal_pool_available,,
283,eyewear,EYEWEAR,fashion,Things worn over the eyes,is_a,0.3,12,8,3,1,0,12,11,0.0833,normal_pool_available,,
572,fabric_types,FABRIC TYPES,materials,Kinds of cloth used to make things,is_a,0.3,20,13,5,2,0,20,18,0.1,normal_pool_available,,
162,fabrics,FABRICS,clothing,Materials that clothes are made from,is_a,0.3,20,17,3,0,0,20,20,0.0,normal_pool_available,,
433,fabrics_at_home,HOME TEXTILES,home,Cloth things used around the house,is_a,0.3,17,9,6,2,0,17,15,0.1176,normal_pool_available,,
87,face_parts,FACE PARTS,body,Parts of the human face,part_of,0.12,20,18,2,0,0,20,20,0.0,normal_pool_available,,
733,facial_expressions,FACIAL EXPRESSIONS,people,Expressions people make with their face,does_action,0.35,15,12,3,0,0,15,15,0.0,normal_pool_available,,
1028,factory_words,FACTORY WORDS,trades,Things found in a factory,found_in,0.35,14,4,9,0,1,13,13,0.0,normal_pool_available,,
639,fairy_tale_things,TALE OBJECTS,mythology,Objects that appear in classic fairy tales,found_in,0.25,14,7,6,1,0,14,13,0.0714,normal_pool_available,,
583,fairy_tales,FAIRY TALES,media,Classic fairy tales children know,is_a,0.3,15,10,1,4,0,15,11,0.2667,normal_pool_available,,
725,family_members,FAMILY MEMBERS,people,Words for members of a family,is_a,0.12,25,22,3,0,0,25,25,0.0,normal_pool_available,,
736,famous_americans,FAMOUS AMERICANS,people,Americans widely known from history,is_a,0.3,18,13,5,0,0,18,18,0.0,normal_pool_available,,
83,famous_artworks,FAMOUS ARTWORKS,art,Artworks most people can name,is_a,0.4,11,9,1,1,0,11,10,0.0909,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
138,famous_brands,FAMOUS BRANDS,business,Brand names most Americans recognize,is_a,0.3,18,9,8,1,0,18,17,0.0556,normal_pool_available,,
481,famous_bridges,FAMOUS BRIDGES,landmarks,Famous bridges around the world,is_a,0.4,12,9,0,3,0,12,9,0.25,normal_pool_available,,
759,famous_buildings,FAMOUS BUILDINGS,places,Famous buildings around the world,is_a,0.35,14,11,1,2,0,14,12,0.1429,normal_pool_available,,
258,famous_composers,COMPOSERS,entertainment,Famous classical composers,is_a,0.4,14,13,1,0,0,14,14,0.0,normal_pool_available,,
480,famous_job_titles,LEADERSHIP TITLES,jobs,Titles held by people in charge of an organization,is_a,0.35,16,11,5,0,0,16,16,0.0,normal_pool_available,,
360,famous_landmarks,FAMOUS LANDMARKS,geography,World landmarks most people can recognize,is_a,0.3,15,13,2,0,0,15,15,0.0,normal_pool_available,,
589,famous_movies,FAMOUS MOVIES,media,Films most Americans have heard of,is_a,0.3,18,13,5,0,0,18,18,0.0,normal_pool_available,,
483,famous_museums,FAMOUS MUSEUMS,landmarks,Famous museums around the world,is_a,0.45,12,10,0,2,0,12,10,0.1667,normal_pool_available,,
595,famous_musicians,MUSIC LEGENDS,media,Musicians widely known across generations,is_a,0.35,14,12,2,0,0,14,14,0.0,normal_pool_available,,
489,famous_ships_planes,FAMOUS AIRCRAFT,landmarks,Famous aircraft from history,is_a,0.45,10,8,1,1,0,10,9,0.1,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
938,famous_stadiums,FAMOUS STADIUMS,sports_world,Famous sports stadiums and arenas,is_a,0.45,12,12,0,0,0,12,12,0.0,normal_pool_available,,
484,famous_streets,FAMOUS STREETS,landmarks,Famous streets and avenues,is_a,0.45,12,11,0,1,0,12,11,0.0833,normal_pool_available,,
482,famous_towers,FAMOUS TOWERS,landmarks,Famous towers around the world,is_a,0.4,12,10,0,2,0,12,10,0.1667,normal_pool_available,,
490,famous_trains,FAMOUS TRAINS,landmarks,Famous trains and railway lines,is_a,0.5,10,8,0,2,0,10,8,0.2,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
952,fan_things,FAN THINGS,sports_world,Things sports fans bring or wear to a game,found_in,0.35,14,4,9,1,0,14,13,0.0714,normal_pool_available,,
253,fantasy_creatures,MYTHICAL CREATURES,entertainment,Creatures from myth and legend,is_a,0.3,20,12,8,0,0,20,20,0.0,normal_pool_available,,
26,farm_animals,FARM ANIMALS,animals,Animals commonly kept on an ordinary farm,is_a,0.1,20,11,9,0,0,20,20,0.0,normal_pool_available,,
51,farm_bird_words,POULTRY,animals,Birds raised for meat or eggs on a farm,is_a,0.35,12,11,0,1,0,12,11,0.0833,normal_pool_available,,
270,farm_buildings,FARM BUILDINGS,farming,Buildings and structures on a farm,is_a,0.3,15,7,6,2,0,15,13,0.1333,normal_pool_available,,
459,farm_jobs,FARM JOBS,jobs,Jobs held by people who work on farms and with animals,is_a,0.3,14,5,8,1,0,14,13,0.0714,normal_pool_available,,
260,farm_machines,FARM MACHINES,farming,Machines used on a modern farm,is_a,0.3,15,6,5,4,0,15,11,0.2667,normal_pool_available,,
910,farm_poultry_breeds,CHICKEN BREEDS,species,Breeds of chicken raised on farms,is_a,0.45,10,0,0,10,0,10,0,1.0,blocked_for_normal_levels,P0,NO_NORMAL_WORDS | NO_APPROVED_WORDS | THIN_LT_12_PLAYABLE | MAJORITY_HARD_ONLY
271,farm_products,FARM PRODUCTS,farming,Things a farm produces to sell,is_a,0.3,16,2,14,0,0,16,16,0.0,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
284,fashion_accessories,FASHION ACCESSORIES,fashion,Items added to complete a look,is_a,0.3,16,8,6,2,0,16,14,0.125,normal_pool_available,,
289,fashion_show,FASHION SHOW,fashion,Things found at a fashion show,found_in,0.4,14,10,4,0,0,14,14,0.0,normal_pool_available,,
280,fashion_styles,FASHION STYLES,fashion,Named styles of dressing,is_a,0.4,14,9,5,0,0,14,14,0.0,normal_pool_available,,
110,fast_food_chains,FAST FOOD,brands,Fast food restaurant chains in America,is_a,0.25,16,10,2,4,0,16,12,0.25,normal_pool_available,,
322,fast_food_items,DRIVE THRU,food,Items ordered at an American fast food counter,is_a,0.2,20,16,3,1,0,20,19,0.05,normal_pool_available,,
809,fast_things,FAST THINGS,properties,Things known for moving very fast,has_property,0.35,14,0,10,4,0,14,10,0.2857,usable_with_constraints,P2,NO_APPROVED_WORDS
996,fasteners,FASTENERS,tools,Small parts used to hold things together,is_a,0.3,18,6,12,0,0,18,18,0.0,normal_pool_available,,
732,feelings,FEELINGS,people,Words naming human emotions,is_a,0.25,25,17,8,0,0,25,25,0.0,normal_pool_available,,
1079,fermented_foods,PICKLED FOODS,world_food,Foods preserved by pickling or fermenting,is_a,0.4,14,0,8,6,0,14,8,0.4286,usable_with_constraints,P2,NO_APPROVED_WORDS
181,festivals,WORLD FESTIVALS,culture,Festivals celebrated around the world,is_a,0.4,13,9,0,4,0,13,9,0.3077,normal_pool_available,,
231,field_trip_places,FIELD TRIPS,education,Places classes visit on a field trip,found_in,0.3,15,5,10,0,0,15,15,0.0,normal_pool_available,,
960,file_types,FILE WORDS,technology,Words for computer files and documents,is_a,0.35,16,9,7,0,0,16,16,0.0,normal_pool_available,,
102,fingers_and_toes,DIGITS,body,Names for individual fingers and toes,is_a,0.35,10,7,2,1,0,10,9,0.1,usable_with_constraints,P2,THIN_LT_12_PLAYABLE
599,first_aid,FIRST AID,medicine,Things kept in a first aid kit,used_in,0.25,17,10,7,0,0,17,17,0.0,normal_pool_available,,
862,first_aid_actions,AID ACTIONS,skills,Actions taken when giving first aid,does_action,0.35,14,3,10,1,0,14,13,0.0714,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
709,fish_species,FISH,ocean,Kinds of fish an average person can name,is_a,0.25,25,22,2,1,0,25,24,0.04,normal_pool_available,,
403,fishing_hobby,FISHING TRIP,hobbies,Things taken on a fishing trip,used_in,0.3,16,9,6,1,0,16,15,0.0625,normal_pool_available,,
934,fishing_things,FISHING THINGS,sports,Things used to catch fish,used_in,0.3,18,11,5,2,0,18,16,0.1111,normal_pool_available,,
183,flags_and_symbols,NATIONAL SYMBOLS,culture,Things used as symbols of a country,is_a,0.4,15,2,13,0,0,15,15,0.0,usable_with_constraints,P2,FEWER_THAN_4_APPROVED
663,flower_parts,FLOWER PARTS,nature,Parts of a flowering plant,part_of,0.35,15,9,6,0,0,15,15,0.0,normal_pool_available,,
662,flowers,FLOWERS,nature,Kinds of flowers commonly sold or grown in gardens,is_a,0.15,25,22,0,3,0,25,22,0.12,normal_pool_available,,
558,flowers_more,MORE FLOWERS,lists,Flowers beyond the most common garden ones,is_a,0.4,20,10,0,10,0,20,10,0.5,normal_pool_available,,
31,flying_animals,FLYING ANIMALS,animals,Animals that can fly under their own power,has_property,0.2,26,20,6,0,0,26,26,0.0,normal_pool_available,,
919,football_words,FOOTBALL WORDS,sports,Words used to describe plays and roles in American football,found_in,0.3,20,15,5,0,0,20,20,0.0,normal_pool_available,,
157,footwear,FOOTWEAR,clothing,Things worn on the feet,is_a,0.15,20,14,2,4,0,20,16,0.2,normal_pool_available,,
691,forest_types,KINDS OF FOREST,nature_more,Kinds of forest and woodland,is_a,0.4,12,0,4,8,0,12,4,0.6667,hard_only_or_manual_review,P1,NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
164,formal_wear,FORMAL WEAR,clothing,Clothing worn to a formal occasion,is_a,0.3,14,8,4,2,0,14,12,0.1429,normal_pool_available,,
635,fortune_telling,FORTUNE TELLING,mythology,Things used to tell fortunes,used_in,0.4,13,0,8,5,0,13,8,0.3846,usable_with_constraints,P2,NO_APPROVED_WORDS
440,french_cooking_terms,FRENCH COOKING,jargon,French words used in professional cooking,is_a,0.45,14,0,0,12,2,12,0,1.0,blocked_for_normal_levels,P0,NO_NORMAL_WORDS | NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
1063,french_dishes,FRENCH DISHES,world_food,Dishes from French cuisine,is_a,0.35,18,6,4,8,0,18,10,0.4444,normal_pool_available,,
653,french_names,FRENCH NAMES,names_world,First names common in France,is_a,0.4,16,15,1,0,0,16,16,0.0,normal_pool_available,,
209,frequency_words,FREQUENCY WORDS,descriptive,Words describing how often something happens,is_a,0.4,14,14,0,0,0,14,14,0.0,normal_pool_available,,
900,frogs_and_toads,FROGS AND TOADS,species,Kinds of frog and toad,is_a,0.4,10,0,2,8,0,10,2,0.8,blocked_for_normal_levels,P0,CANNOT_BUILD_NORMAL_QUARTET | NO_APPROVED_WORDS | THIN_LT_12_PLAYABLE | MAJORITY_HARD_ONLY
331,frozen_foods,FROZEN FOODS,food,Foods normally bought from the freezer aisle,found_in,0.3,18,8,9,1,0,18,17,0.0556,normal_pool_available,,
774,fruit_trees,FRUIT TREES,plants,Trees grown for their edible fruit,is_a,0.3,18,17,1,0,0,18,18,0.0,normal_pool_available,,
290,fruits,FRUITS,food,Common edible fruits familiar to an average American adult,is_a,0.1,26,24,2,0,0,26,26,0.0,normal_pool_available,,
204,fullness_words,FULLNESS WORDS,descriptive,Words describing how full something is,is_a,0.4,14,0,11,3,0,14,11,0.2143,usable_with_constraints,P2,NO_APPROVED_WORDS
415,furniture,FURNITURE,home,Movable household furniture,is_a,0.12,25,18,6,1,0,25,24,0.04,normal_pool_available,,
959,gadgets,GADGETS,technology,Small electronic devices people own,is_a,0.25,18,7,11,0,0,18,18,0.0,normal_pool_available,,
596,game_shows,GAME SHOWS,media,Things found on a television game show,found_in,0.4,15,6,9,0,0,15,15,0.0,normal_pool_available,,
22,garden_actions,GARDEN ACTIONS,actions,Actions done while gardening,does_action,0.35,15,7,8,0,0,15,15,0.0,normal_pool_available,,
707,garden_bugs,GARDEN BUGS,nature_species,Small creatures found in a garden,found_in,0.4,16,9,6,1,0,16,15,0.0625,normal_pool_available,,
776,garden_flowers_spring,SPRING FLOWERS,plants,Flowers that bloom in spring,found_in,0.35,14,11,0,3,0,14,11,0.2143,normal_pool_available,,
777,garden_flowers_summer,SUMMER FLOWERS,plants,Flowers that bloom in summer,found_in,0.35,14,10,1,3,0,14,11,0.2143,normal_pool_available,,
673,garden_plants,GARDEN PLANTS,nature,Plants people grow in a home garden,found_in,0.25,20,9,10,1,0,20,19,0.05,normal_pool_available,,
990,garden_tools,GARDEN TOOLS,tools,Tools used for gardening and yard work,used_in,0.25,20,9,6,5,0,20,15,0.25,normal_pool_available,,
400,gardening_hobby,GARDEN HOBBY,hobbies,Things a hobby gardener uses,used_in,0.3,16,6,9,1,0,16,15,0.0625,normal_pool_available,,
787,gardening_words,GARDENING WORDS,plants,Words used when growing a garden,found_in,0.3,18,9,9,0,0,18,18,0.0,normal_pool_available,,
1044,gas_station_things,GAS STATION,transport,Things found at an American gas station,found_in,0.3,16,9,6,1,0,16,15,0.0625,normal_pool_available,,
563,gem_cuts,GEM CUTS,lists,Words used to describe cut and set gemstones,found_in,0.45,14,0,3,11,0,14,3,0.7857,blocked_for_normal_levels,P0,CANNOT_BUILD_NORMAL_QUARTET | NO_APPROVED_WORDS | MAJORITY_HARD_ONLY
670,gemstones,GEMSTONES,nature,Precious or semi-precious stones used in jewelry,is_a,0.25,20,17,3,0,0,20,20,0.0,normal_pool_available,,
1067,german_dishes,GERMAN DISHES,world_food,Dishes from German cuisine,is_a,0.35,14,4,5,5,0,14,9,0.3571,normal_pool_available,,
654,german_names,GERMAN NAMES,names_world,First names common in Germany,is_a,0.4,16,16,0,0,0,16,16,0.0,normal_pool_available,,
