level,group_index,reference_name,label_source,decision,rule_key,rule_type,name_rank,members_present,members_missing,candidates
19,3,halloween,inferred,reuse,halloween_things,context_hub,1,3,1,halloween_things:1/3; monsters:0/3; magic_creatures:0/1; fantasy_creatures:0/1; storybook_characters:0/1
19,4,body systems,inferred,reuse,body_systems,taxonomy_instances,3,2,2,body_systems:3/2; internal_organs:0/2
19,5,brain,inferred,reuse,the_mind,taxonomy_instances,0,4,0,the_mind:0/4; computer_parts:0/1
19,6,lung,inferred,reuse,breathing,association_hub,0,4,0,breathing:0/4; quiet_actions:0/1; emergency_words:0/1; body_science:0/1; body_movements:0/1
19,7,movie theater,inferred,reuse,at_the_movies,context_hub,0,3,1,at_the_movies:0/3; amusement_park:0/2; salty_snacks:0/1; vending_machine_items:0/1; fan_things:0/1
19,8,ticket,inferred,reuse,tickets_and_passes,association_hub,0,3,1,tickets_and_passes:0/3; at_the_movies:0/1; card_tricks:0/1; kitchen_brigade:0/1; museum_words:0/1
19,9,movie genre,inferred,reuse,movie_genres,taxonomy_instances,2,4,0,movie_genres:2/4; book_genres:0/2; theater_arts:0/1
20,1,odd numbers,inferred,reuse,superstition_numbers,taxonomy_instances,0,4,0,superstition_numbers:0/4; coins_and_bills:0/1
20,2,astronomy,inferred,reuse,night_sky_things,context_hub,0,3,1,night_sky_things:0/3; space_objects:0/3; things_in_the_sky_science:1/2; navigation_tools:0/2; deep_space:0/1
20,3,planet,inferred,reuse,planets,taxonomy_instances,2,4,0,planets:2/4; roman_gods:0/3; cartoon_characters:0/1
20,4,easter,inferred,reuse,easter,association_hub,3,4,0,easter:3/4; seasons:0/1; picnic:0/1; orchard_words:0/1; things_that_stretch:0/1
20,5,spring,inferred,reuse,garden_in_bloom,association_hub,0,4,0,garden_in_bloom:0/4; seasons_and_nature:0/2; seasons_spring:1/1; kinds_of_plants:0/1; monastery_life:0/1
20,6,healthy lifestyle,inferred,reuse,wellness,taxonomy_instances,0,3,1,wellness:0/3; prayer_words:0/1; nutrition_words:0/1; school_places:0/1; sports_venues:0/1
20,7,gym,inferred,reuse,at_the_gym,context_hub,1,4,0,at_the_gym:1/4; gym_equipment:1/3; farm_jobs:0/1; sports_jobs:0/1; jobs_with_animals:0/1
20,8,female names,inferred,reuse,girls_names,taxonomy_instances,0,4,0,girls_names:0/4; biblical_names:0/1
