category_key,label,quartet_id,tier,tiers,position,rank_avg,words
accessories,ACCESSORIES,190,easy,easy,0.000,0.194,watch | belt | purse | gloves
dairy_products,DAIRY PRODUCTS,3236,hard,hard,0.800,0.632,cream | curd | custard | gelato
dairy_products,DAIRY PRODUCTS,3235,hard,hard,0.850,0.645,half and half | ghee | whey | gelato
dairy_products,DAIRY PRODUCTS,3237,hard,hard,0.900,0.684,cheese | curd | kefir | whey
dairy_products,DAIRY PRODUCTS,3238,hard,hard,0.950,0.711,custard | ice cream | kefir | ghee
dairy_products,DAIRY PRODUCTS,3239,hard,hard,1.000,0.737,butter | buttermilk | kefir | gelato
dairy_words,DAIRY FARM,3240,easy,easy,0.000,0.136,cream | barn | milk | cheese
dairy_words,DAIRY FARM,3241,easy,easy,0.125,0.341,calf | herd | milk | milking machine
dairy_words,DAIRY FARM,3242,easy,easy,0.250,0.477,cream | herd | churn | curd
dairy_words,DAIRY FARM,3243,easy,"easy,medium",0.375,0.500,calf | churn | cheese | separator
dairy_words,DAIRY FARM,3247,medium,medium,0.500,0.568,barn | herd | pail | separator
dairy_words,DAIRY FARM,3244,medium,medium,0.625,0.614,pail | cheese | milking machine | curd
dairy_words,DAIRY FARM,3245,medium,medium,0.750,0.614,calf | cream | udder | pail
dairy_words,DAIRY FARM,3248,hard,hard,0.875,0.614,barn | udder | churn | milking machine
dairy_words,DAIRY FARM,3246,hard,hard,1.000,0.636,milk | udder | separator | curd
dance_class,DANCE CLASS,3249,easy,easy,0.000,0.125,mirror | music | routine | spin
dance_class,DANCE CLASS,3250,easy,easy,0.083,0.312,stretch | music | mat | instructor
dance_class,DANCE CLASS,3251,easy,easy,0.167,0.417,stretch | mirror | slippers | tights
dance_class,DANCE CLASS,3255,easy,easy,0.250,0.500,slippers | tutu | instructor | spin
dance_class,DANCE CLASS,3256,easy,"easy,medium",0.333,0.521,mat | barre | tights | spin
dance_class,DANCE CLASS,3252,medium,medium,0.417,0.542,stretch | routine | barre | tutu
dance_class,DANCE CLASS,3254,medium,medium,0.500,0.562,slippers | music | barre | pointe shoe
dance_class,DANCE CLASS,3259,medium,medium,0.583,0.562,mirror | barre | leotard | instructor
dance_class,DANCE CLASS,3261,medium,medium,0.667,0.562,routine | tights | instructor | pointe shoe
dance_class,DANCE CLASS,3258,medium,medium,0.750,0.583,mirror | mat | tutu | pointe shoe
dance_class,DANCE CLASS,3260,hard,hard,0.833,0.583,slippers | mat | routine | leotard
dance_class,DANCE CLASS,3253,hard,hard,0.917,0.604,stretch | leotard | spin | pointe shoe
dance_class,DANCE CLASS,3257,hard,hard,1.000,0.625,music | leotard | tights | tutu
dance_moves,DANCE MOVES,3262,easy,easy,0.000,0.167,jump | split | turn | kick
dance_moves,DANCE MOVES,3263,easy,easy,0.083,0.500,tap | slide | turn | spin
dance_moves,DANCE MOVES,3265,easy,easy,0.167,0.556,kick | robot | spin | hustle
dance_moves,DANCE MOVES,3264,easy,easy,0.250,0.583,twist | turn | dip | robot
dance_moves,DANCE MOVES,3268,easy,"easy,medium",0.333,0.611,tap | shuffle | jump | robot
dance_moves,DANCE MOVES,3271,medium,medium,0.417,0.611,tap | twist | kick | moonwalk
dance_moves,DANCE MOVES,3267,medium,medium,0.500,0.639,shuffle | twist | split | spin
dance_moves,DANCE MOVES,3273,medium,medium,0.583,0.639,jump | dip | spin | moonwalk
dance_moves,DANCE MOVES,3269,medium,medium,0.667,0.694,tap | split | dip | hustle
dance_moves,DANCE MOVES,3266,medium,medium,0.750,0.750,jump | slide | twist | hustle
dance_moves,DANCE MOVES,3270,hard,hard,0.833,0.750,shuffle | slide | kick | dip
dance_moves,DANCE MOVES,3272,hard,hard,0.917,0.750,slide | split | robot | moonwalk
dance_moves,DANCE MOVES,3274,hard,hard,1.000,0.750,shuffle | turn | moonwalk | hustle
dance_styles,DANCE STYLES,3275,easy,easy,0.000,0.094,tap | swing | jazz | line dance
dance_styles,DANCE STYLES,3276,easy,easy,0.067,0.234,ballet | folk | hip hop | line dance
dance_styles,DANCE STYLES,3277,easy,easy,0.133,0.312,swing | tango | folk | disco
dance_styles,DANCE STYLES,3278,easy,easy,0.200,0.391,salsa | jazz | folk | ballroom
dance_styles,DANCE STYLES,3280,easy,"easy,medium",0.267,0.391,tap | disco | hip hop | ballroom
dance_styles,DANCE STYLES,3283,easy,"easy,medium",0.333,0.406,tango | jazz | hip hop | cha cha
dance_styles,DANCE STYLES,3285,easy,"easy,medium",0.400,0.406,tap | ballet | tango | salsa
dance_styles,DANCE STYLES,3281,medium,medium,0.467,0.422,salsa | disco | line dance | cha cha
dance_styles,DANCE STYLES,3282,medium,medium,0.533,0.422,ballet | waltz | jazz | disco
dance_styles,DANCE STYLES,3284,medium,medium,0.600,0.422,swing | salsa | waltz | hip hop
dance_styles,DANCE STYLES,3287,medium,medium,0.667,0.438,swing | ballet | ballroom | cha cha
dance_styles,DANCE STYLES,3279,medium,medium,0.733,0.469,tap | waltz | folk | cha cha
dance_styles,DANCE STYLES,3286,hard,hard,0.800,0.469,tango | waltz | ballroom | line dance
dance_styles,DANCE STYLES,86,hard,hard,0.867,0.625,ballet | tango | samba | waltz
dance_styles,DANCE STYLES,3288,hard,hard,0.933,0.656,flamenco | samba | polka | line dance
dance_styles,DANCE STYLES,3289,hard,hard,1.000,0.719,swing | polka | breakdance | foxtrot
darts_words,DARTS WORDS,3290,easy,easy,0.000,0.350,score | board | Target | flight
darts_words,DARTS WORDS,123,hard,hard,1.000,0.450,score | board | throw | Target
days_and_parts_of_day,DAYS & TIMES,3291,easy,easy,0.000,0.088,night | morning | Friday | Sunday
days_and_parts_of_day,DAYS & TIMES,3292,easy,easy,0.050,0.221,night | evening | Monday | Saturday
days_and_parts_of_day,DAYS & TIMES,5,easy,easy,0.100,0.279,Monday | Tuesday | Friday | Sunday
days_and_parts_of_day,DAYS & TIMES,3293,easy,easy,0.150,0.309,morning | evening | Tuesday | afternoon
days_and_parts_of_day,DAYS & TIMES,3295,easy,easy,0.200,0.382,morning | Wednesday | Saturday | midnight
days_and_parts_of_day,DAYS & TIMES,3294,easy,easy,0.250,0.397,night | Thursday | afternoon | midnight
days_and_parts_of_day,DAYS & TIMES,3307,easy,"easy,medium",0.300,0.397,Tuesday | Saturday | Sunday | dawn
days_and_parts_of_day,DAYS & TIMES,3308,easy,"easy,medium",0.350,0.412,Monday | Friday | noon | afternoon
days_and_parts_of_day,DAYS & TIMES,3297,easy,"easy,medium",0.400,0.441,morning | sunset | Monday | Thursday
days_and_parts_of_day,DAYS & TIMES,3298,medium,medium,0.450,0.441,evening | Friday | midnight | dawn
days_and_parts_of_day,DAYS & TIMES,3296,medium,medium,0.500,0.471,night | sunset | Tuesday | Wednesday
days_and_parts_of_day,DAYS & TIMES,3299,medium,medium,0.550,0.471,evening | sunrise | Thursday | Sunday
days_and_parts_of_day,DAYS & TIMES,3301,medium,medium,0.600,0.515,sunset | sunrise | Friday | Saturday
days_and_parts_of_day,DAYS & TIMES,3309,medium,medium,0.650,0.515,Tuesday | Thursday | Friday | twilight
days_and_parts_of_day,DAYS & TIMES,3300,medium,medium,0.700,0.588,night | sunrise | noon | dawn
days_and_parts_of_day,DAYS & TIMES,3302,medium,medium,0.750,0.588,sunrise | Monday | Tuesday | midnight
days_and_parts_of_day,DAYS & TIMES,3303,hard,hard,0.800,0.603,sunset | Sunday | noon | midnight
days_and_parts_of_day,DAYS & TIMES,3310,hard,hard,0.850,0.632,Thursday | Saturday | noon | dusk
days_and_parts_of_day,DAYS & TIMES,3304,hard,hard,0.900,0.647,evening | Wednesday | noon | twilight
days_and_parts_of_day,DAYS & TIMES,3305,hard,hard,0.950,0.721,sunset | afternoon | dawn | twilight
days_and_parts_of_day,DAYS & TIMES,3306,hard,hard,1.000,0.721,sunrise | Wednesday | afternoon | dusk
decorative_things,DECORATIONS,3311,easy,easy,0.000,0.088,painting | sculpture | banner | mobile
decorative_things,DECORATIONS,3312,easy,easy,0.071,0.221,candle | curtain | balloon | mobile
decorative_things,DECORATIONS,3313,easy,easy,0.143,0.294,painting | rug | lantern | balloon
decorative_things,DECORATIONS,3321,easy,easy,0.214,0.368,banner | candle | mural | lantern
decorative_things,DECORATIONS,3314,easy,"easy,medium",0.286,0.382,vase | rug | mural | mobile
decorative_things,DECORATIONS,3315,easy,"easy,medium",0.357,0.382,painting | vase | garland | candle
decorative_things,DECORATIONS,3320,medium,medium,0.429,0.382,banner | garland | rug | curtain
decorative_things,DECORATIONS,3323,medium,medium,0.500,0.382,sculpture | vase | curtain | lantern
decorative_things,DECORATIONS,3322,medium,medium,0.571,0.397,vase | banner | wreath | balloon
decorative_things,DECORATIONS,3324,medium,medium,0.643,0.397,sculpture | wreath | candle | rug
decorative_things,DECORATIONS,3325,medium,medium,0.714,0.412,sculpture | garland | mural | balloon
decorative_things,DECORATIONS,3316,hard,hard,0.786,0.426,painting | wreath | curtain | mural
decorative_things,DECORATIONS,3317,hard,hard,0.857,0.456,garland | wreath | lantern | mobile
decorative_things,DECORATIONS,3318,hard,hard,0.929,0.618,tapestry | centerpiece | ornament | mobile
decorative_things,DECORATIONS,3319,hard,hard,1.000,0.691,painting | streamer | ornament | figurine
deep_space,DEEP SPACE,3333,easy,easy,0.000,0.222,moon | stars | galaxy | asteroid
deep_space,DEEP SPACE,61,medium,medium,0.500,0.333,moon | stars | planets | comets
deep_space,DEEP SPACE,3334,hard,hard,1.000,0.583,stars | meteor | nebula | comets
deer_family,DEER FAMILY,3335,easy,easy,0.000,0.125,moose | buck | doe | deer
deer_family,DEER FAMILY,3336,easy,easy,0.083,0.312,reindeer | elk | deer | roe deer
deer_family,DEER FAMILY,3337,easy,easy,0.167,0.417,antelope | elk | buck | stag
deer_family,DEER FAMILY,3338,easy,easy,0.250,0.479,impala | doe | stag | roe deer
deer_family,DEER FAMILY,3339,easy,"easy,medium",0.333,0.542,fawn | reindeer | impala | buck
deer_family,DEER FAMILY,3346,medium,medium,0.417,0.542,fawn | antelope | moose | roe deer
deer_family,DEER FAMILY,3343,medium,medium,0.500,0.562,antelope | reindeer | caribou | doe
deer_family,DEER FAMILY,3345,medium,medium,0.583,0.562,moose | caribou | impala | elk
deer_family,DEER FAMILY,3340,medium,medium,0.667,0.583,fawn | caribou | deer | stag
deer_family,DEER FAMILY,3342,medium,medium,0.750,0.583,fawn | gazelle | elk | doe
deer_family,DEER FAMILY,3347,hard,hard,0.833,0.583,gazelle | reindeer | moose | stag
deer_family,DEER FAMILY,3341,hard,hard,0.917,0.604,gazelle | caribou | buck | roe deer
deer_family,DEER FAMILY,3344,hard,hard,1.000,0.604,gazelle | antelope | impala | deer
degrees_and_titles,ACADEMIC DEGREES,3348,easy,easy,0.000,0.136,master | certificate | associate | license
degrees_and_titles,ACADEMIC DEGREES,3349,easy,easy,0.125,0.364,bachelor | master | PhD | fellowship
degrees_and_titles,ACADEMIC DEGREES,3350,easy,easy,0.250,0.432,diploma | PhD | honors | license
degrees_and_titles,ACADEMIC DEGREES,3351,easy,"easy,medium",0.375,0.568,master | doctorate | MBA | honors
degrees_and_titles,ACADEMIC DEGREES,3352,medium,medium,0.500,0.568,bachelor | diploma | certificate | MBA
degrees_and_titles,ACADEMIC DEGREES,3356,medium,medium,0.625,0.591,associate | PhD | MBA | credential
degrees_and_titles,ACADEMIC DEGREES,3353,medium,medium,0.750,0.614,certificate | honors | fellowship | credential
degrees_and_titles,ACADEMIC DEGREES,3354,hard,hard,0.875,0.614,bachelor | doctorate | license | credential
degrees_and_titles,ACADEMIC DEGREES,3355,hard,hard,1.000,0.614,doctorate | diploma | associate | fellowship
dental_words,DENTAL WORDS,3366,easy,easy,0.000,0.304,filling | braces | canine | extraction
dental_words,DENTAL WORDS,3369,easy,easy,0.067,0.321,enamel | plaque | braces | root canal
dental_words,DENTAL WORDS,3367,easy,easy,0.133,0.339,gum | enamel | filling | retainer
dental_words,DENTAL WORDS,3368,easy,easy,0.200,0.339,cavity | retainer | root canal | extraction
dental_words,DENTAL WORDS,3370,easy,"easy,medium",0.267,0.357,plaque | filling | cavity | molar
dental_words,DENTAL WORDS,3371,easy,"easy,medium",0.333,0.357,gum | floss | canine | root canal
dental_words,DENTAL WORDS,3358,easy,"easy,medium",0.400,0.411,bridge | gum | plaque | extraction
dental_words,DENTAL WORDS,3359,medium,medium,0.467,0.482,crown | gum | cavity | braces
dental_words,DENTAL WORDS,3357,medium,medium,0.533,0.518,bridge | crown | filling | root canal
dental_words,DENTAL WORDS,3361,medium,medium,0.600,0.589,crown | enamel | floss | extraction
dental_words,DENTAL WORDS,3360,medium,medium,0.667,0.607,bridge | enamel | cavity | canine
dental_words,DENTAL WORDS,3372,medium,medium,0.733,0.625,floss | filling | denture | whitening
dental_words,DENTAL WORDS,3362,hard,hard,0.800,0.643,crown | plaque | retainer | canine
dental_words,DENTAL WORDS,3363,hard,hard,0.867,0.696,bridge | floss | retainer | braces
dental_words,DENTAL WORDS,3364,hard,hard,0.933,0.893,bridge | tartar | molar | whitening
dental_words,DENTAL WORDS,3365,hard,hard,1.000,0.982,crown | tartar | incisor | denture
dentist_things,DENTIST THINGS,3374,easy,easy,0.000,0.231,drill | chair | filling | brace
dentist_things,DENTIST THINGS,3373,easy,easy,0.083,0.308,crown | X-ray | mirror | chair
dentist_things,DENTIST THINGS,3375,easy,easy,0.167,0.327,plaque | X-ray | filling | cavity
dentist_things,DENTIST THINGS,3378,easy,easy,0.250,0.423,rinse | mirror | filling | toothbrush
dentist_things,DENTIST THINGS,3377,easy,"easy,medium",0.333,0.442,drill | mirror | cavity | suction
dentist_things,DENTIST THINGS,3383,medium,medium,0.417,0.462,rinse | X-ray | brace | suction
dentist_things,DENTIST THINGS,3384,medium,medium,0.500,0.462,plaque | floss | mirror | brace
dentist_things,DENTIST THINGS,3381,medium,medium,0.583,0.481,drill | X-ray | floss | toothbrush
dentist_things,DENTIST THINGS,3382,medium,medium,0.667,0.481,plaque | chair | toothbrush | suction
dentist_things,DENTIST THINGS,3385,medium,medium,0.750,0.500,rinse | floss | chair | cavity
dentist_things,DENTIST THINGS,3376,hard,hard,0.833,0.596,drill | crown | rinse | plaque
dentist_things,DENTIST THINGS,3380,hard,hard,0.917,0.654,crown | brace | toothbrush | cavity
dentist_things,DENTIST THINGS,3379,hard,hard,1.000,0.712,crown | floss | filling | suction
desert_things,DESERT THINGS,3386,easy,easy,0.000,0.094,sand | snake | canyon | heat
desert_things,DESERT THINGS,3387,easy,easy,0.077,0.234,lizard | camel | drought | heat
desert_things,DESERT THINGS,3388,easy,easy,0.154,0.312,sand | cactus | drought | oasis
desert_things,DESERT THINGS,3395,easy,easy,0.231,0.375,snake | camel | cactus | scorpion
desert_things,DESERT THINGS,3389,easy,"easy,medium",0.308,0.406,coyote | scorpion | oasis | heat
desert_things,DESERT THINGS,3398,easy,"easy,medium",0.385,0.406,camel | canyon | oasis | mirage
desert_things,DESERT THINGS,3391,medium,medium,0.462,0.422,snake | coyote | drought | mirage
desert_things,DESERT THINGS,3393,medium,medium,0.538,0.422,sand | lizard | scorpion | mirage
desert_things,DESERT THINGS,3394,medium,medium,0.615,0.422,snake | lizard | dune | oasis
desert_things,DESERT THINGS,3399,medium,medium,0.692,0.422,lizard | coyote | canyon | cactus
desert_things,DESERT THINGS,3392,hard,hard,0.769,0.438,sand | coyote | camel | dune
desert_things,DESERT THINGS,3397,hard,hard,0.846,0.438,canyon | dune | drought | scorpion
desert_things,DESERT THINGS,3390,hard,hard,0.923,0.484,dune | cactus | heat | mirage
desert_things,DESERT THINGS,3396,hard,hard,1.000,0.656,vulture | rattlesnake | heat | sagebrush
deserts_and_wild_places,DESERTS,3400,easy,easy,0.000,0.214,Arabian | Death Valley | Painted Desert | Great Basin
deserts_and_wild_places,DESERTS,3401,medium,medium,0.500,0.536,Sahara | Gobi | Mojave | Death Valley
deserts_and_wild_places,DESERTS,3402,hard,hard,1.000,0.750,Kalahari | Atacama | Sonoran | Death Valley
dessert_toppings,DESSERT TOPPINGS,3403,easy,easy,0.000,0.115,cherry | nuts | chocolate sauce | fruit
dessert_toppings,DESSERT TOPPINGS,3404,easy,easy,0.083,0.288,coconut | syrup | whipped cream | fruit
dessert_toppings,DESSERT TOPPINGS,3405,easy,easy,0.167,0.385,coconut | caramel | nuts | hot fudge
dessert_toppings,DESSERT TOPPINGS,3410,easy,easy,0.250,0.481,glaze | cherry | syrup | hot fudge
dessert_toppings,DESSERT TOPPINGS,3406,easy,"easy,medium",0.333,0.500,glaze | caramel | powdered sugar | fruit
dessert_toppings,DESSERT TOPPINGS,3407,medium,medium,0.417,0.500,syrup | marshmallow | nuts | powdered sugar
dessert_toppings,DESSERT TOPPINGS,3411,medium,medium,0.500,0.500,cherry | whipped cream | caramel | marshmallow
dessert_toppings,DESSERT TOPPINGS,3415,medium,medium,0.583,0.500,whipped cream | powdered sugar | chocolate sauce | hot fudge
dessert_toppings,DESSERT TOPPINGS,3412,medium,medium,0.667,0.519,cherry | coconut | frosting | powdered sugar
dessert_toppings,DESSERT TOPPINGS,3414,medium,medium,0.750,0.519,syrup | frosting | caramel | chocolate sauce
dessert_toppings,DESSERT TOPPINGS,3413,hard,hard,0.833,0.538,glaze | coconut | marshmallow | chocolate sauce
dessert_toppings,DESSERT TOPPINGS,3408,hard,hard,0.917,0.558,glaze | frosting | whipped cream | nuts
dessert_toppings,DESSERT TOPPINGS,3409,hard,hard,1.000,0.596,frosting | marshmallow | fruit | hot fudge
desserts,DESSERTS,3416,easy,easy,0.000,0.062,cake | ice cream | pie | cookie
desserts,DESSERTS,3417,easy,easy,0.053,0.156,tart | cake | pudding | cupcake
desserts,DESSERTS,3418,easy,easy,0.105,0.208,ice cream | pudding | donut | fudge
desserts,DESSERTS,3431,easy,easy,0.158,0.250,tart | pie | brownie | fudge
desserts,DESSERTS,3432,easy,easy,0.211,0.260,cookie | cupcake | cheesecake | fudge
desserts,DESSERTS,3430,easy,"easy,medium",0.263,0.271,custard | pie | pudding | cheesecake
desserts,DESSERTS,3419,easy,"easy,medium",0.316,0.281,cake | brownie | donut | cheesecake
desserts,DESSERTS,3421,easy,"easy,medium",0.368,0.281,tart | ice cream | cheesecake | mousse
desserts,DESSERTS,3433,medium,medium,0.421,0.281,tart | custard | cookie | donut
desserts,DESSERTS,3420,medium,medium,0.474,0.292,custard | ice cream | brownie | cupcake
desserts,DESSERTS,3435,medium,medium,0.526,0.292,pie | donut | cupcake | mousse
desserts,DESSERTS,3434,medium,medium,0.579,0.302,cookie | brownie | pudding | mousse
desserts,DESSERTS,3422,medium,medium,0.632,0.312,cake | custard | mousse | fudge
desserts,DESSERTS,3423,medium,medium,0.684,0.438,Popsicle | cake | cobbler | trifle
desserts,DESSERTS,3424,medium,medium,0.737,0.490,ice cream | gelato | sundae | trifle
desserts,DESSERTS,3425,hard,hard,0.789,0.552,cake | gelato | parfait | flan
desserts,DESSERTS,3426,hard,hard,0.842,0.552,ice cream | cobbler | flan | tiramisu
desserts,DESSERTS,3427,hard,hard,0.895,0.583,Popsicle | ice cream | parfait | strudel
desserts,DESSERTS,3428,hard,hard,0.947,0.604,cake | sundae | tiramisu | strudel
desserts,DESSERTS,3429,hard,hard,1.000,0.719,cake | souffle | eclair | macaron
destroying_actions,BREAKING ACTIONS,3436,easy,easy,0.000,0.107,break | tear | rip | split
destroying_actions,BREAKING ACTIONS,3437,easy,easy,0.077,0.268,break | crush | snap | burst
destroying_actions,BREAKING ACTIONS,3438,easy,easy,0.154,0.357,smash | snap | split | dent
destroying_actions,BREAKING ACTIONS,3442,easy,easy,0.231,0.446,smash | crush | tear | puncture
destroying_actions,BREAKING ACTIONS,3446,easy,"easy,medium",0.308,0.446,crush | split | crumble | shred
destroying_actions,BREAKING ACTIONS,3445,easy,"easy,medium",0.385,0.464,tear | burst | crumble | dent
destroying_actions,BREAKING ACTIONS,3440,medium,medium,0.462,0.500,rip | snap | crumble | puncture
destroying_actions,BREAKING ACTIONS,3447,medium,medium,0.538,0.500,break | dent | puncture | shred
destroying_actions,BREAKING ACTIONS,3449,medium,medium,0.615,0.500,smash | rip | shatter | burst
destroying_actions,BREAKING ACTIONS,3439,medium,medium,0.692,0.518,squash | tear | snap | shred
destroying_actions,BREAKING ACTIONS,3443,hard,hard,0.769,0.536,squash | crush | rip | dent
destroying_actions,BREAKING ACTIONS,3441,hard,hard,0.846,0.554,squash | break | smash | crumble
destroying_actions,BREAKING ACTIONS,3444,hard,hard,0.923,0.571,squash | burst | split | puncture
destroying_actions,BREAKING ACTIONS,3448,hard,hard,1.000,0.696,break | shatter | demolish | flatten
detective_words,DETECTIVE WORDS,3463,easy,easy,0.000,0.318,case | witness | evidence | suspect
detective_words,DETECTIVE WORDS,3465,easy,easy,0.083,0.318,autopsy | evidence | warrant | motive
detective_words,DETECTIVE WORDS,3470,easy,easy,0.167,0.409,witness | motive | lineup | footprint
detective_words,DETECTIVE WORDS,3466,easy,easy,0.250,0.455,warrant | suspect | interrogation | footprint
detective_words,DETECTIVE WORDS,3471,easy,"easy,medium",0.333,0.477,evidence | interrogation | lineup | forensics
detective_words,DETECTIVE WORDS,3475,medium,medium,0.417,0.477,fingerprint | autopsy | suspect | lineup
detective_words,DETECTIVE WORDS,3467,medium,medium,0.500,0.523,witness | fingerprint | warrant | forensics
detective_words,DETECTIVE WORDS,3474,medium,medium,0.583,0.568,witness | clue | autopsy | interrogation
detective_words,DETECTIVE WORDS,3469,medium,medium,0.667,0.636,clue | fingerprint | evidence | footprint
detective_words,DETECTIVE WORDS,3473,medium,medium,0.750,0.636,clue | suspect | motive | forensics
detective_words,DETECTIVE WORDS,3464,hard,hard,0.833,0.659,case | clue | warrant | lineup
detective_words,DETECTIVE WORDS,3468,hard,hard,0.917,0.727,case | fingerprint | motive | interrogation
detective_words,DETECTIVE WORDS,3472,hard,hard,1.000,0.795,case | autopsy | footprint | forensics
detective_work,DETECTIVE WORK,3476,easy,easy,0.000,0.300,witness | mystery | evidence | suspect
difficulty_words,DIFFICULTY WORDS,3477,easy,easy,0.000,0.154,hard | easy | simple | tough
difficulty_words,DIFFICULTY WORDS,3478,easy,easy,0.083,0.250,hard | complex | challenging | impossible
difficulty_words,DIFFICULTY WORDS,3479,easy,easy,0.167,0.442,tricky | tough | complex | demanding
difficulty_words,DIFFICULTY WORDS,3482,easy,easy,0.250,0.442,easy | demanding | impossible | manageable
difficulty_words,DIFFICULTY WORDS,3483,easy,"easy,medium",0.333,0.462,easy | tricky | challenging | straightforward
difficulty_words,DIFFICULTY WORDS,3484,medium,medium,0.417,0.481,simple | complex | straightforward | manageable
difficulty_words,DIFFICULTY WORDS,3485,medium,medium,0.500,0.481,simple | challenging | demanding | tedious
difficulty_words,DIFFICULTY WORDS,3486,medium,medium,0.583,0.500,simple | tricky | effortless | impossible
difficulty_words,DIFFICULTY WORDS,3487,medium,medium,0.667,0.500,easy | complex | effortless | tedious
difficulty_words,DIFFICULTY WORDS,3480,medium,medium,0.750,0.538,tough | straightforward | tedious | impossible
difficulty_words,DIFFICULTY WORDS,3488,hard,hard,0.833,0.538,hard | effortless | demanding | straightforward
difficulty_words,DIFFICULTY WORDS,3489,hard,hard,0.917,0.558,hard | tricky | tedious | manageable
difficulty_words,DIFFICULTY WORDS,3481,hard,hard,1.000,0.654,tough | challenging | effortless | manageable
dinner_party,DINNER PARTY,3490,easy,easy,0.000,0.450,toast | desserts | silverware | dishes
dinner_party,DINNER PARTY,3491,hard,hard,1.000,0.550,centerpiece | dishes | sauces | cocktails
directions,DIRECTIONS,3498,easy,easy,0.000,0.083,back | up | right | over
directions,DIRECTIONS,3499,easy,easy,0.053,0.208,down | up | around | through
directions,DIRECTIONS,3500,easy,easy,0.105,0.278,down | left | under | over
directions,DIRECTIONS,3501,easy,easy,0.158,0.319,back | far | under | through
directions,DIRECTIONS,3503,easy,easy,0.211,0.361,south | right | around | under
directions,DIRECTIONS,3502,easy,"easy,medium",0.263,0.375,up | far | south | left
directions,DIRECTIONS,3504,easy,"easy,medium",0.316,0.375,back | north | left | around
directions,DIRECTIONS,3506,easy,"easy,medium",0.368,0.375,down | far | north | right
directions,DIRECTIONS,3507,medium,medium,0.421,0.375,north | south | over | through
directions,DIRECTIONS,3508,medium,medium,0.474,0.417,far | around | over | behind
directions,DIRECTIONS,3509,medium,medium,0.526,0.417,down | back | south | behind
directions,DIRECTIONS,3505,medium,medium,0.579,0.444,up | north | under | behind
directions,DIRECTIONS,3510,medium,medium,0.632,0.458,near | west | right | through
directions,DIRECTIONS,3511,medium,medium,0.684,0.597,up | near | east | across
directions,DIRECTIONS,3512,medium,medium,0.737,0.611,east | left | right | forward
directions,DIRECTIONS,3515,hard,hard,0.789,0.653,west | across | over | beside
directions,DIRECTIONS,3513,hard,hard,0.842,0.667,up | straight | west | forward
directions,DIRECTIONS,3516,hard,hard,0.895,0.681,back | near | forward | beside
directions,DIRECTIONS,4,hard,hard,0.947,0.694,north | south | east | west
directions,DIRECTIONS,3514,hard,hard,1.000,0.736,straight | east | behind | through
diseases,DISEASES,3517,easy,easy,0.000,0.097,flu | asthma | diabetes | cancer
diseases,DISEASES,3518,easy,easy,0.053,0.194,pneumonia | arthritis | malaria | cancer
diseases,DISEASES,3523,easy,easy,0.105,0.292,pneumonia | diabetes | tuberculosis | cholera
diseases,DISEASES,3519,easy,easy,0.158,0.333,measles | tuberculosis | cancer | hepatitis
diseases,DISEASES,3525,easy,easy,0.211,0.347,flu | pneumonia | hepatitis | rabies
diseases,DISEASES,3524,easy,"easy,medium",0.263,0.361,diabetes | arthritis | hepatitis | polio
diseases,DISEASES,3526,easy,"easy,medium",0.316,0.375,measles | diabetes | malaria | rabies
diseases,DISEASES,3528,easy,"easy,medium",0.368,0.375,asthma | measles | pneumonia | polio
diseases,DISEASES,3527,medium,medium,0.421,0.389,flu | arthritis | tuberculosis | anemia
diseases,DISEASES,3529,medium,medium,0.474,0.444,asthma | arthritis | cholera | rabies
diseases,DISEASES,3530,medium,medium,0.526,0.444,asthma | bronchitis | malaria | tuberculosis
diseases,DISEASES,3531,medium,medium,0.579,0.486,flu | mumps | malaria | cholera
diseases,DISEASES,3520,medium,medium,0.632,0.514,bronchitis | cancer | cholera | polio
diseases,DISEASES,3533,medium,medium,0.684,0.583,flu | measles | shingles | tetanus
diseases,DISEASES,3521,medium,medium,0.737,0.597,mumps | cancer | rabies | anemia
diseases,DISEASES,3532,hard,hard,0.789,0.611,bronchitis | diabetes | shingles | anemia
diseases,DISEASES,3534,hard,hard,0.842,0.611,asthma | mumps | hepatitis | shingles
diseases,DISEASES,3535,hard,hard,0.895,0.639,measles | bronchitis | arthritis | typhoid
diseases,DISEASES,3522,hard,hard,0.947,0.653,chickenpox | cancer | shingles | typhoid
diseases,DISEASES,3536,hard,hard,1.000,0.708,diabetes | mumps | tetanus | typhoid
dishes_and_glassware,DISHES,3537,easy,easy,0.000,0.083,bowl | glass | cup | bottle
dishes_and_glassware,DISHES,3538,easy,easy,0.053,0.208,plate | cup | dish | sugar bowl
dishes_and_glassware,DISHES,3539,easy,easy,0.105,0.278,plate | pitcher | glass | jar
dishes_and_glassware,DISHES,3540,easy,easy,0.158,0.319,bowl | jar | tray | sugar bowl
dishes_and_glassware,DISHES,3543,easy,easy,0.211,0.361,mug | bottle | jar | dish
dishes_and_glassware,DISHES,3541,easy,"easy,medium",0.263,0.375,glass | mug | sugar bowl | cereal bowl
dishes_and_glassware,DISHES,3542,easy,"easy,medium",0.316,0.375,plate | bottle | tray | cereal bowl
dishes_and_glassware,DISHES,3545,easy,"easy,medium",0.368,0.375,pitcher | bowl | dish | cereal bowl
dishes_and_glassware,DISHES,3548,medium,medium,0.421,0.375,pitcher | cup | mug | tray
