category_a,category_b,conflict_type,origin,overlap_count,overlap_words,severity,note
weather_actions,weather_words,do_not_pair,derived,7,drizzle | hail | rain | sleet | snow | thaw | thunder,P1,общих играбельных слов 7; пулы 15 и 26
weather_adjectives,weather_types,do_not_pair,derived,7,clear | cloudy | foggy | rainy | snowy | sunny | windy,P0,общих играбельных слов 7; пулы 18 и 11
weather_events,weather_words,do_not_pair,derived,7,blizzard | drizzle | hail | shower | storm | thunder | tornado,P1,общих играбельных слов 7; пулы 14 и 26
weeds,wild_plants,do_not_pair,derived,7,clover | dandelion | ivy | moss | nettle | ragweed | thistle,P1,общих играбельных слов 7; пулы 14 и 19
zoo,zoo_animals,do_not_pair,derived,7,gorilla | hippo | koala | lion | panda | rhino | zebra,P1,общих играбельных слов 7; пулы 19 и 23
academic_subjects,school_subjects,do_not_pair,derived,6,algebra | biology | calculus | economics | geometry | physics,P1,общих играбельных слов 6; пулы 11 и 33
african_animals,animals,do_not_pair,derived,6,elephant | giraffe | hippo | hyena | lion | zebra,P1,общих играбельных слов 6; пулы 21 и 17
african_animals,safari_animals,do_not_pair,derived,6,cheetah | elephant | giraffe | lion | rhino | zebra,P0,общих играбельных слов 6; пулы 21 и 6
african_animals,zoo,do_not_pair,derived,6,buffalo | hippo | lion | ostrich | rhino | zebra,P1,общих играбельных слов 6; пулы 21 и 19
african_countries,north_african_countries,do_not_pair,derived,6,algeria | chad | egypt | libya | morocco | tunisia,P0,общих играбельных слов 6; пулы 23 и 6
animal_sounds,nature_sounds,do_not_pair,derived,6,buzz | chirp | croak | hoot | howl | roar,P1,общих играбельных слов 6; пулы 26 и 15
animals_with_shells,ocean_animals,do_not_pair,derived,6,barnacle | clam | crab | lobster | oyster | turtle,P1,общих играбельных слов 6; пулы 15 и 25
animals_with_shells,seafood,do_not_pair,derived,6,clam | crab | lobster | mussel | oyster | scallop,P1,общих играбельных слов 6; пулы 15 и 27
apple,apple_varieties,do_not_pair,derived,6,braeburn | fuji | gala | granny smith | honeycrisp | pink lady,P1,общих играбельных слов 6; пулы 11 и 14
archery,archery_words,do_not_pair,derived,6,arrow | draw | fletching | nock | quiver | target,P1,общих играбельных слов 6; пулы 11 и 17
archery_terms,archery_words,do_not_pair,derived,6,bowstring | draw | fletching | nock | quiver | release,P0,общих играбельных слов 6; пулы 6 и 17
art,art_classes,do_not_pair,derived,6,drawing | photography | portrait | pottery | sculpture | watercolor,P0,общих играбельных слов 6; пулы 13 и 9
art,art_forms,do_not_pair,derived,6,drawing | music | painting | photography | pottery | sculpture,P1,общих играбельных слов 6; пулы 13 и 19
art_forms,studio_arts,do_not_pair,derived,6,mosaic | photography | pottery | printmaking | sculpture | weaving,P0,общих играбельных слов 6; пулы 19 и 8
art_supplies,art_tools,do_not_pair,derived,6,brush | canvas | charcoal | easel | palette | pencil,P1,общих играбельных слов 6; пулы 23 и 16
art_supplies,painting_supplies,do_not_pair,derived,6,brush | canvas | easel | paint | palette | stencil,P1,общих играбельных слов 6; пулы 23 и 16
art_supplies,school_supplies,do_not_pair,derived,6,crayon | glue | marker | paper | pencil | scissors,P1,общих играбельных слов 6; пулы 23 и 27
art_tools,painting_supplies,do_not_pair,derived,6,brush | canvas | easel | palette | roller | sponge,P1,общих играбельных слов 6; пулы 16 и 16
artist,creative_jobs,do_not_pair,derived,6,actor | dancer | painter | poet | sculptor | writer,P0,общих играбельных слов 6; пулы 10 и 19
astronomy,deep_space,do_not_pair,derived,6,galaxy | meteor | moon | nebula | planets | stars,P0,общих играбельных слов 6; пулы 26 и 10
astronomy,space_phenomena,do_not_pair,derived,6,comet | eclipse | meteor | nebula | orbit | quasar,P1,общих играбельных слов 6; пулы 26 и 15
astronomy,stargazing,do_not_pair,derived,6,comet | constellations | eclipse | planets | stars | telescope,P0,общих играбельных слов 6; пулы 26 и 7
at_the_beach,beach,do_not_pair,derived,6,coast | shell | shore | sunscreen | towel | umbrella,P0,общих играбельных слов 6; пулы 10 и 16
at_the_beach,sea_shore_things,do_not_pair,derived,6,pebble | sandcastle | shell | sunscreen | towel | umbrella,P0,общих играбельных слов 6; пулы 10 и 21
at_the_theater,theater,do_not_pair,derived,6,actor | audience | curtain | props | script | stage,P0,общих играбельных слов 6; пулы 6 и 27
baby_things,infant,do_not_pair,derived,6,blanket | bottle | crib | highchair | pacifier | stroller,P0,общих играбельных слов 6; пулы 18 и 7
baked_goods,breakfast_foods,do_not_pair,derived,6,bagel | bread | croissant | danish | muffin | scone,P1,общих играбельных слов 6; пулы 14 и 34
baked_goods,breakfast_pastries,do_not_pair,derived,6,bagel | croissant | danish | donut | muffin | scone,P0,общих играбельных слов 6; пулы 14 и 8
bakery,bread,do_not_pair,derived,6,bagel | baker | dough | flour | sourdough | yeast,P1,общих играбельных слов 6; пулы 20 и 19
bakery,breakfast_foods,do_not_pair,derived,6,bagel | bread | croissant | eggs | milk | muffin,P1,общих играбельных слов 6; пулы 20 и 34
baking_ingredients,pantry_staples,do_not_pair,derived,6,baking soda | flour | honey | oil | salt | sugar,P1,общих играбельных слов 6; пулы 25 и 20
baking_ingredients,powders,do_not_pair,derived,6,baking soda | cinnamon | cocoa | flour | salt | sugar,P1,общих играбельных слов 6; пулы 25 и 15
bank,banking_words,do_not_pair,derived,6,account | deposit | loan | money | teller | vault,P0,общих играбельных слов 6; пулы 7 и 19
banking_words,money_words,do_not_pair,derived,6,account | check | deposit | interest | loan | teller,P1,общих играбельных слов 6; пулы 19 и 34
basic_shapes,shapes,do_not_pair,derived,6,circle | crescent | oval | pentagon | rectangle | square,P0,общих играбельных слов 6; пулы 7 и 23
bathroom,bathroom_items,do_not_pair,derived,6,mirror | razor | shampoo | shower | soap | towel,P0,общих играбельных слов 6; пулы 8 и 25
bedroom_things,fabrics_at_home,do_not_pair,derived,6,blanket | comforter | curtain | quilt | rug | sheet,P1,общих играбельных слов 6; пулы 21 и 17
beverages,drinks,do_not_pair,derived,6,coffee | juice | latte | milk | soda | tea,P0,общих играбельных слов 6; пулы 19 и 9
beverages,hot_drinks,do_not_pair,derived,6,americano | cider | cocoa | coffee | latte | tea,P1,общих играбельных слов 6; пулы 19 и 19
bicycle,parts_of_a_bike,do_not_pair,derived,6,bell | chain | handlebar | kickstand | pedal | wheel,P1,общих играбельных слов 6; пулы 13 и 18
birds,birds_of_prey,do_not_pair,derived,6,eagle | falcon | hawk | osprey | owl | raven,P1,общих играбельных слов 6; пулы 38 и 14
birthday,birthday_party,do_not_pair,derived,6,cake | candles | gift | gifts | presents | wish,P0,общих играбельных слов 6; пулы 7 и 10
blacksmith,forge,do_not_pair,derived,6,anvil | bellows | hammer | quench | smithy | tongs,P0,общих играбельных слов 6; пулы 11 и 10
bodies_of_water,ocean_zones,do_not_pair,derived,6,bay | cove | estuary | gulf | inlet | lagoon,P1,общих играбельных слов 6; пулы 26 и 29
body_of_water_types,irrigation,do_not_pair,derived,6,aqueduct | canal | dam | reservoir | sprinkler | well,P1,общих играбельных слов 6; пулы 14 и 14
body_parts,face_parts,do_not_pair,derived,6,chin | ear | eye | forehead | jaw | nose,P1,общих играбельных слов 6; пулы 37 и 20
botany,flower_parts,do_not_pair,derived,6,leaf | petal | pistil | root | seed | stem,P1,общих играбельных слов 6; пулы 16 и 15
boxes_and_cases,storage_containers,do_not_pair,derived,6,bag | bucket | case | chest | drawer | pouch,P1,общих играбельных слов 6; пулы 14 и 20
brass,brass_instruments,do_not_pair,derived,6,cornet | flugelhorn | french horn | trombone | trumpet | tuba,P0,общих играбельных слов 6; пулы 6 и 8
bread,sandwich_breads,do_not_pair,derived,6,bagel | ciabatta | focaccia | pita | rye | sourdough,P1,общих играбельных слов 6; пулы 19 и 14
breakfast_foods,food,do_not_pair,derived,6,bread | egg | milk | omelet | rice | yogurt,P1,общих играбельных слов 6; пулы 34 и 20
breakfast_pastries,pastries,do_not_pair,derived,6,croissant | danish | donut | muffin | scone | strudel,P0,общих играбельных слов 6; пулы 8 и 13
camping_and_outdoors,water_sports,do_not_pair,derived,6,canoeing | kayaking | rafting | sailing | snorkeling | surfing,P1,общих играбельных слов 6; пулы 18 и 17
candy,candy_brands,do_not_pair,derived,6,jolly rancher | reeses | skittles | snickers | starburst | twix,P1,общих играбельных слов 6; пулы 33 и 16
capital_cities,world_capitals,do_not_pair,derived,6,berlin | london | nairobi | ottawa | paris | tokyo,P0,общих играбельных слов 6; пулы 8 и 25
car_parts,parts_of_a_bike,do_not_pair,derived,6,brake | gear | pedal | seat | tire | wheel,P1,общих играбельных слов 6; пулы 27 и 18
carpentry,hand_tools,do_not_pair,derived,6,chisel | clamp | hammer | mallet | sander | saw,P0,общих играбельных слов 6; пулы 6 и 24
castle,castle_things,do_not_pair,derived,6,drawbridge | dungeon | keep | moat | tower | wall,P0,общих играбельных слов 6; пулы 9 и 18
cave,cave_things,do_not_pair,derived,6,chamber | darkness | echo | stalactite | stalagmite | tunnel,P0,общих играбельных слов 6; пулы 6 и 14
chess,chess_pieces,do_not_pair,derived,6,bishop | castle | king | knight | pawn | rook,P0,общих играбельных слов 6; пулы 13 и 6
chess_pieces,chess_words,do_not_pair,derived,6,bishop | castle | king | knight | pawn | rook,P0,общих играбельных слов 6; пулы 6 и 16
citrus,citrus_fruits,do_not_pair,derived,6,grapefruit | lemon | lime | mandarin | tangerine | yuzu,P0,общих играбельных слов 6; пулы 8 и 12
citrus_fruits,fruits,do_not_pair,derived,6,grapefruit | kumquat | lemon | lime | orange | tangerine,P1,общих играбельных слов 6; пулы 12 и 35
cleaning_tools,cleaning_trade,do_not_pair,derived,6,broom | bucket | dustpan | mop | squeegee | vacuum,P1,общих играбельных слов 6; пулы 17 и 15
clothes,clothing,do_not_pair,derived,6,boots | dress | hat | pants | scarf | shirt,P1,общих играбельных слов 6; пулы 17 и 19
clothing,things_you_button,do_not_pair,derived,6,cardigan | cuff | jacket | pants | shirt | vest,P1,общих играбельных слов 6; пулы 19 и 14
clothing_items,winter_clothing,do_not_pair,derived,6,boots | coat | glove | gloves | scarf | sweater,P1,общих играбельных слов 6; пулы 28 и 22
clothing_materials,fabric,do_not_pair,derived,6,cotton | denim | lace | silk | velvet | wool,P0,общих играбельных слов 6; пулы 10 и 18
clothing_materials,fabric_types,do_not_pair,derived,6,cotton | denim | lace | silk | velvet | wool,P0,общих играбельных слов 6; пулы 10 и 21
clothing_materials,textiles,do_not_pair,derived,6,denim | fabric | fur | lace | silk | wool,P0,общих играбельных слов 6; пулы 10 и 16
cloud_and_sky,space_objects,do_not_pair,derived,6,comet | meteor | moon | satellite | star | sun,P1,общих играбельных слов 6; пулы 20 и 20
coffee_drinks,hot_drinks,do_not_pair,derived,6,americano | cappuccino | espresso | latte | macchiato | mocha,P1,общих играбельных слов 6; пулы 14 и 19
coins_and_bills,money_words,do_not_pair,derived,6,bill | cent | coin | dime | dollar | quarter,P1,общих играбельных слов 6; пулы 15 и 34
cold_things,things_that_melt,do_not_pair,derived,6,glacier | ice | ice cream | icicle | popsicle | snow,P1,общих играбельных слов 6; пулы 20 и 18
combat_sports,martial_arts,do_not_pair,derived,6,boxing | fencing | judo | karate | taekwondo | wrestling,P0,общих играбельных слов 6; пулы 7 и 16
construction_materials,hard_things,do_not_pair,derived,6,brick | concrete | glass | metal | steel | tile,P0,общих играбельных слов 6; пулы 8 и 18
cooking,cooking_methods,do_not_pair,derived,6,bake | blanch | boil | grill | saute | simmer,P1,общих играбельных слов 6; пулы 16 и 18
cooking_oils,oils,do_not_pair,derived,6,canola | flaxseed | grapeseed | olive | sesame | sunflower,P0,общих играбельных слов 6; пулы 8 и 11
crop,crops,do_not_pair,derived,6,barley | corn | cotton | rice | soybean | wheat,P0,общих играбельных слов 6; пулы 6 и 18
crops,grains,do_not_pair,derived,6,barley | millet | oat | rice | rye | wheat,P0,общих играбельных слов 6; пулы 18 и 10
currencies,money,do_not_pair,derived,6,dollar | euro | franc | peso | rupee | yen,P1,общих играбельных слов 6; пулы 15 и 17
currency,money,do_not_pair,derived,6,banknote | coin | credit | dollar | euro | yen,P0,общих играбельных слов 6; пулы 8 и 17
dance_styles,types_of_dance,do_not_pair,derived,6,ballet | ballroom | hip hop | salsa | tango | waltz,P0,общих играбельных слов 6; пулы 19 и 8
dance_styles,world_dances,do_not_pair,derived,6,flamenco | polka | salsa | samba | tango | waltz,P1,общих играбельных слов 6; пулы 19 и 14
dances,types_of_dance,do_not_pair,derived,6,ballet | hip hop | salsa | square | tango | waltz,P0,общих играбельных слов 6; пулы 15 и 8
dances,world_dances,do_not_pair,derived,6,flamenco | polka | salsa | samba | tango | waltz,P1,общих играбельных слов 6; пулы 15 и 14
days_and_parts_of_day,times_of_day,do_not_pair,derived,6,dawn | dusk | midnight | night | noon | sunset,P0,общих играбельных слов 6; пулы 18 и 6
deadly_sins,sins,do_not_pair,derived,6,envy | greed | lust | pride | sloth | wrath,P0,общих играбельных слов 6; пулы 7 и 6
deer,deer_family,do_not_pair,derived,6,buck | doe | elk | fawn | moose | reindeer,P0,общих играбельных слов 6; пулы 9 и 14
dental_words,dentist_things,do_not_pair,derived,6,cavity | crown | filling | floss | plaque | retainer,P1,общих играбельных слов 6; пулы 18 и 16
desserts,pastries,do_not_pair,derived,6,baklava | cupcake | donut | eclair | strudel | tart,P1,общих играбельных слов 6; пулы 31 и 13
desserts,sweet,do_not_pair,derived,6,baklava | cake | candy | donut | macaron | tiramisu,P0,общих играбельных слов 6; пулы 31 и 10
desserts,sweets,do_not_pair,derived,6,baklava | brownie | candy | cookie | fudge | pastry,P0,общих играбельных слов 6; пулы 31 и 10
detective_words,investigation,do_not_pair,derived,6,alibi | clue | evidence | motive | suspect | witness,P0,общих играбельных слов 6; пулы 16 и 10
diamond,gem_cuts,do_not_pair,derived,6,brilliant | carat | clarity | cut | princess | setting,P1,общих играбельных слов 6; пулы 13 и 18
dining_table_things,dishes_and_glassware,do_not_pair,derived,6,bowl | mug | plate | platter | saucer | sugar bowl,P1,общих играбельных слов 6; пулы 12 и 22
disease,diseases,do_not_pair,derived,6,asthma | cancer | diabetes | flu | malaria | measles,P0,общих играбельных слов 6; пулы 7 и 20
disney_characters,fairy_tale_characters,do_not_pair,derived,6,aladdin | belle | cinderella | peter pan | pinocchio | rapunzel,P0,общих играбельных слов 6; пулы 24 и 9
dog,dogs,do_not_pair,derived,6,beagle | bulldog | dalmatian | husky | poodle | pug,P0,общих играбельных слов 6; пулы 13 и 10
drinks,liquids,do_not_pair,derived,6,coffee | juice | milk | soda | tea | water,P0,общих играбельных слов 6; пулы 9 и 20
electrical_words,power_and_batteries,do_not_pair,derived,6,cable | fuse | outlet | socket | switch | voltage,P1,общих играбельных слов 6; пулы 16 и 16
element,elements,do_not_pair,derived,6,air | earth | fire | potassium | silver | water,P0,общих играбельных слов 6; пулы 7 и 24
elements,gas,do_not_pair,derived,6,argon | helium | hydrogen | neon | nitrogen | oxygen,P1,общих играбельных слов 6; пулы 24 и 12
energy,energy_words,do_not_pair,derived,6,geothermal | hydro | nuclear | solar | thermal | wind,P0,общих играбельных слов 6; пулы 10 и 15
eu_countries,european_countries,do_not_pair,derived,6,austria | france | germany | greece | italy | spain,P0,общих играбельных слов 6; пулы 6 и 25
exotic_pets,pets,do_not_pair,derived,6,axolotl | chinchilla | ferret | hedgehog | iguana | parrot,P1,общих играбельных слов 6; пулы 12 и 25
extinct_and_prehistoric,extinct_animals,do_not_pair,derived,6,dodo | mammoth | mastodon | megalodon | saber tooth | trilobite,P1,общих играбельных слов 6; пулы 11 и 16
famous_artworks,famous_paintings,do_not_pair,derived,6,american gothic | guernica | mona lisa | starry night | sunflowers | the scream,P0,общих играбельных слов 6; пулы 11 и 8
fantasy_creatures,mythical_beasts,do_not_pair,derived,6,dragon | griffin | minotaur | pegasus | sphinx | vampire,P0,общих играбельных слов 6; пулы 20 и 7
farm_animals,farm_bird_words,do_not_pair,derived,6,chicken | duck | goose | hen | rooster | turkey,P1,общих играбельных слов 6; пулы 20 и 12
fast,word_fast,do_not_pair,derived,6,fleet | hasty | quick | rapid | speedy | swift,P0,общих играбельных слов 6; пулы 7 и 14
fasteners,sewing_and_repair,do_not_pair,derived,6,bolt | bracket | hinge | nail | screw | washer,P1,общих играбельных слов 6; пулы 23 и 18
filmmaking,movie_words,do_not_pair,derived,6,actor | camera | director | editing | scene | script,P0,общих играбельных слов 6; пулы 8 и 20
finance,money_words,do_not_pair,derived,6,budget | cash | credit | debt | loan | tax,P0,общих играбельных слов 6; пулы 10 и 34
first_aid,medical_tools,do_not_pair,derived,6,gauze | sling | splint | thermometer | tourniquet | tweezers,P1,общих играбельных слов 6; пулы 18 и 19
fixing_actions,joining_actions,do_not_pair,derived,6,attach | bind | fasten | glue | sew | weld,P1,общих играбельных слов 6; пулы 12 и 16
flying_animals,flying_insects,do_not_pair,derived,6,bee | butterfly | dragonfly | ladybug | mosquito | moth,P0,общих играбельных слов 6; пулы 26 и 9
fruit_trees,pie_ingredients,do_not_pair,derived,6,apple | cherry | coconut | lemon | peach | pecan,P1,общих играбельных слов 6; пулы 19 и 25
fruits,ice_cream_flavors,do_not_pair,derived,6,banana | cherry | lemon | mango | peach | strawberry,P1,общих играбельных слов 6; пулы 35 и 21
gaming,video_game_words,do_not_pair,derived,6,arcade | avatar | boss | console | controller | quest,P0,общих играбельных слов 6; пулы 8 и 18
garden,gardening_words,do_not_pair,derived,6,compost | greenhouse | hose | mulch | soil | trellis,P1,общих играбельных слов 6; пулы 19 и 18
garden_flowers,garden_flowers_summer,do_not_pair,derived,6,dahlia | daisy | marigold | rose | sunflower | zinnia,P0,общих играбельных слов 6; пулы 9 и 14
garden_insects,insects,do_not_pair,derived,6,aphid | bee | cricket | grasshopper | ladybug | moth,P0,общих играбельных слов 6; пулы 7 и 31
garden_tools,gardening_tools,do_not_pair,derived,6,hoe | pruner | rake | shovel | trowel | watering can,P0,общих играбельных слов 6; пулы 22 и 6
gardening,gardening_hobby,do_not_pair,derived,6,gloves | hose | soil | trellis | trowel | watering can,P1,общих играбельных слов 6; пулы 18 и 16
gardening,gardening_words,do_not_pair,derived,6,bed | compost | hose | mulch | soil | trellis,P1,общих играбельных слов 6; пулы 18 и 18
gardening,gardening_work,do_not_pair,derived,6,compost | flowers | seedlings | soil | trowel | watering,P0,общих играбельных слов 6; пулы 18 и 8
gardening_hobby,gardening_words,do_not_pair,derived,6,fertilizer | greenhouse | hose | pot | soil | trellis,P1,общих играбельных слов 6; пулы 16 и 18
gemstone,gemstones,do_not_pair,derived,6,emerald | onyx | opal | pearl | ruby | sapphire,P0,общих играбельных слов 6; пулы 6 и 21
gemstone,jewelry_stones,do_not_pair,derived,6,emerald | onyx | opal | pearl | ruby | sapphire,P0,общих играбельных слов 6; пулы 6 и 15
genres,movie_genres,do_not_pair,derived,6,comedy | drama | fantasy | noir | romance | thriller,P1,общих играбельных слов 6; пулы 11 и 19
geological_formations,landforms,do_not_pair,derived,6,butte | canyon | glacier | mesa | plateau | volcano,P0,общих играбельных слов 6; пулы 8 и 33
geology,rock_cycle_words,do_not_pair,derived,6,erosion | fault | magma | mineral | sediment | volcano,P1,общих играбельных слов 6; пулы 14 и 16
grains_and_beans,grasses,do_not_pair,derived,6,barley | corn | oat | rice | rye | wheat,P1,общих играбельных слов 6; пулы 15 и 14
grammar,parts_of_speech,do_not_pair,derived,6,adjective | adverb | article | gerund | pronoun | verb,P1,общих играбельных слов 6; пулы 12 и 12
grape,wine,do_not_pair,derived,6,cabernet | chardonnay | malbec | merlot | pinot | riesling,P0,общих играбельных слов 6; пулы 11 и 8
great_lakes_and_us_water,world_lakes,do_not_pair,derived,6,erie | huron | michigan | ontario | superior | tahoe,P1,общих играбельных слов 6; пулы 15 и 14
green_things,vegetables,do_not_pair,derived,6,broccoli | cucumber | kale | lettuce | pea | spinach,P1,общих играбельных слов 6; пулы 22 и 33
hand_tools,things_in_a_toolbox,do_not_pair,derived,6,hammer | level | pliers | screwdriver | tape measure | wrench,P1,общих играбельных слов 6; пулы 24 и 14
hand_tools,tools,do_not_pair,derived,6,hammer | level | pliers | saw | screwdriver | wrench,P0,общих играбельных слов 6; пулы 24 и 10
herb_garden,herbs,do_not_pair,derived,6,basil | dill | parsley | rosemary | tarragon | thyme,P0,общих играбельных слов 6; пулы 8 и 17
herbs,mint_and_herbs_varieties,do_not_pair,derived,6,basil | cilantro | dill | marjoram | oregano | sorrel,P1,общих играбельных слов 6; пулы 17 и 13
home_appliances,kitchen_appliances,do_not_pair,derived,6,coffee maker | dishwasher | fridge | microwave | refrigerator | toaster,P1,общих играбельных слов 6; пулы 11 и 22
hospital_things,medical_tools,do_not_pair,derived,6,gurney | iv | monitor | scalpel | stethoscope | syringe,P1,общих играбельных слов 6; пулы 18 и 19
instruments,instruments_you_strum,do_not_pair,derived,6,banjo | cello | guitar | harp | piano | violin,P1,общих играбельных слов 6; пулы 15 и 15
instruments,string_instruments,do_not_pair,derived,6,banjo | cello | guitar | harp | viola | violin,P1,общих играбельных слов 6; пулы 15 и 15
instruments,wind_instruments,do_not_pair,derived,6,bassoon | clarinet | flute | oboe | piccolo | tuba,P1,общих играбельных слов 6; пулы 15 и 14
instruments_you_strum,musical_instruments,do_not_pair,derived,6,banjo | cello | guitar | harp | piano | violin,P1,общих играбельных слов 6; пулы 15 и 30
internal_organs,organs,do_not_pair,derived,6,kidney | liver | lung | pancreas | spleen | thyroid,P0,общих играбельных слов 6; пулы 20 и 9
internet,internet_words,do_not_pair,derived,6,bandwidth | browser | email | router | server | website,P0,общих играбельных слов 6; пулы 10 и 20
ivy_league,universities,do_not_pair,derived,6,brown | columbia | cornell | dartmouth | harvard | princeton,P0,общих играбельных слов 6; пулы 6 и 18
japanese_cuisine,japanese_dishes,do_not_pair,derived,6,miso | ramen | sushi | tempura | teriyaki | udon,P0,общих играбельных слов 6; пулы 9 и 16
jungle_animals,zoo_animals,do_not_pair,derived,6,gorilla | lemur | monkey | sloth | tapir | tiger,P1,общих играбельных слов 6; пулы 20 и 23
kinds_of_books,literature,do_not_pair,derived,6,biography | essay | fiction | memoir | novel | poetry,P0,общих играбельных слов 6; пулы 7 и 15
kitchen,kitchen_appliances,do_not_pair,derived,6,fridge | kettle | microwave | oven | refrigerator | toaster,P1,общих играбельных слов 6; пулы 26 и 22
kitchen_gadgets,kitchen_tools,do_not_pair,derived,6,can opener | corkscrew | peeler | strainer | thermometer | timer,P1,общих играбельных слов 6; пулы 19 и 30
kitchen_tools,utensils,do_not_pair,derived,6,fork | knife | spatula | spoon | tongs | whisk,P0,общих играбельных слов 6; пулы 30 и 6
kitchen_utensils,utensils,do_not_pair,derived,6,fork | knife | spatula | spoon | tongs | whisk,P0,общих играбельных слов 6; пулы 9 и 6
knight,knights_and_armor,do_not_pair,derived,6,armor | helmet | lance | shield | squire | sword,P1,общих играбельных слов 6; пулы 17 и 18
knight,medieval_knight,do_not_pair,derived,6,armor | chivalry | helmet | lance | shield | squire,P0,общих играбельных слов 6; пулы 17 и 7
knitting,knitting_words,do_not_pair,derived,6,cast on | pattern | purl | skein | stitch | yarn,P1,общих играбельных слов 6; пулы 13 и 14
landforms,mountain_things,do_not_pair,derived,6,cave | cliff | glacier | ridge | summit | valley,P1,общих играбельных слов 6; пулы 33 и 20
landforms,rock_formations,do_not_pair,derived,6,butte | canyon | cave | cliff | gorge | mesa,P1,общих играбельных слов 6; пулы 33 и 18
latin_american_countries,south_america,do_not_pair,derived,6,argentina | brazil | chile | colombia | peru | venezuela,P0,общих играбельных слов 6; пулы 18 и 6
laundry,laundry_day,do_not_pair,derived,6,bleach | detergent | dirty clothes | rinse | softener | spin,P0,общих играбельных слов 6; пулы 13 и 8
laundry,laundry_things,do_not_pair,derived,6,basket | bleach | detergent | dryer | softener | washer,P1,общих играбельных слов 6; пулы 13 и 16
learning_actions,school_actions,do_not_pair,derived,6,memorize | quiz | read | research | review | write,P1,общих играбельных слов 6; пулы 16 и 15
light_sources,lighting,do_not_pair,derived,6,bulb | candle | flashlight | lamp | lantern | torch,P1,общих играбельных слов 6; пулы 22 и 17
livestock,pack_animals,do_not_pair,derived,6,alpaca | donkey | horse | llama | mule | ox,P1,общих играбельных слов 6; пулы 17 и 16
mammals,zoo_animals,do_not_pair,derived,6,bear | elephant | giraffe | lion | otter | rhino,P1,общих играбельных слов 6; пулы 16 и 23
marine_life,ocean_life,do_not_pair,derived,6,coral | kelp | plankton | seaweed | starfish | whale,P0,общих играбельных слов 6; пулы 9 и 16
meals,meals_of_the_day,do_not_pair,derived,6,breakfast | dessert | dinner | lunch | snack | supper,P0,общих играбельных слов 6; пулы 8 и 7
medicine,medicine_forms,do_not_pair,derived,6,capsule | injection | ointment | pill | syrup | tablet,P1,общих играбельных слов 6; пулы 18 и 15
medieval_occupations,old_professions,do_not_pair,derived,6,blacksmith | chandler | cooper | fletcher | miller | scribe,P0,общих играбельных слов 6; пулы 8 и 16
metal,metals,do_not_pair,derived,6,chromium | cobalt | copper | gold | silver | titanium,P0,общих играбельных слов 6; пулы 6 и 21
meteorology,weather_words,do_not_pair,derived,6,blizzard | humidity | rain | snow | sunshine | wind,P1,общих играбельных слов 6; пулы 18 и 26
mineral,minerals,do_not_pair,derived,6,calcite | feldspar | graphite | gypsum | mica | quartz,P1,общих играбельных слов 6; пулы 13 и 19
mountain,mountains,do_not_pair,derived,6,alps | andes | himalayas | peak | ridge | summit,P0,общих играбельных слов 6; пулы 14 и 10
mountain_peaks,world_mountains,do_not_pair,derived,6,aconcagua | denali | everest | fuji | kilimanjaro | matterhorn,P0,общих играбельных слов 6; пулы 7 и 17
mushroom,mushroom_types,do_not_pair,derived,6,chanterelle | enoki | oyster | porcini | portobello | shiitake,P0,общих играбельных слов 6; пулы 6 и 11
mushroom,mushrooms,do_not_pair,derived,6,chanterelle | enoki | oyster | porcini | portobello | shiitake,P0,общих играбельных слов 6; пулы 6 и 10
music_genres,musical_styles,do_not_pair,derived,6,blues | classical | country | folk | jazz | reggae,P0,общих играбельных слов 6; пулы 22 и 6
nautical_terms,sailing_words,do_not_pair,derived,6,anchor | boom | mast | port | starboard | stern,P1,общих играбельных слов 6; пулы 11 и 18
nicknames,nicknames_for_names,do_not_pair,derived,6,bob | jim | meg | sue | ted | tom,P1,общих играбельных слов 6; пулы 20 и 18
night_sky_things,things_in_the_sky_science,do_not_pair,derived,6,comet | constellation | eclipse | galaxy | satellite | telescope,P1,общих играбельных слов 6; пулы 15 и 17
ocean,ocean_life,do_not_pair,derived,6,coral | fish | kelp | reef | shark | whale,P1,общих играбельных слов 6; пулы 25 и 16
ocean_animals,sea_mammals,do_not_pair,derived,6,dolphin | manatee | orca | seal | walrus | whale,P1,общих играбельных слов 6; пулы 25 и 14
ocean_animals,shellfish,do_not_pair,derived,6,barnacle | clam | crab | lobster | oyster | shrimp,P1,общих играбельных слов 6; пулы 25 и 15
old_tech,things_with_screens_history,do_not_pair,derived,6,cassette | floppy disk | pager | rotary phone | telegram | typewriter,P0,общих играбельных слов 6; пулы 8 и 14
olympic_sports,summer_olympics,do_not_pair,derived,6,archery | cycling | gymnastics | rowing | swimming | triathlon,P0,общих играбельных слов 6; пулы 34 и 7
olympic_sports,water_sports,do_not_pair,derived,6,canoeing | diving | rowing | sailing | surfing | swimming,P1,общих играбельных слов 6; пулы 34 и 17
onomatopoeia,sounds,do_not_pair,derived,6,bang | buzz | click | crackle | hiss | snap,P1,общих играбельных слов 6; пулы 25 и 12
paper_types,words_before_paper,do_not_pair,derived,6,construction | graph | parchment | tissue | tracing | wax,P1,общих играбельных слов 6; пулы 16 и 16
party_snacks,snack_foods,do_not_pair,derived,6,cheese stick | chips | cookie | crackers | popcorn | pretzels,P1,общих играбельных слов 6; пулы 12 и 24
