quartet_key,category_key,tier,review_state,solver_state,difficulty,words,note
email_words__1,email_words,normal,auto_validated,unique,0.217,forward | subject | draft#draft_document | reply,четвёрка однозначна: другой категории с этими четырьмя словами нет
email_words__2,email_words,normal,auto_validated,unique,0.234,thread | trash | signature | cc,четвёрка однозначна: другой категории с этими четырьмя словами нет
email_words__3,email_words,normal,auto_validated,unique,0.248,spam | archive | recipient | attachment,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_jobs__1,emergency_jobs,normal,auto_validated,unique,0.152,police officer | deputy | coast guard | sheriff,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_jobs__2,emergency_jobs,normal,auto_validated,unique,0.192,ranger | medic | trooper | firefighter,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_jobs__3,emergency_jobs,normal,auto_validated,unique,0.211,paramedic | dispatcher | lifeguard | emt,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_room__1,emergency_room,normal,auto_validated,unique,,stretcher | injuries | triage | symptoms,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_services__1,emergency_services,normal,auto_validated,unique,0.172,fire department | hospital | police | animal control,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_services__2,emergency_services,normal,auto_validated,unique,0.195,coast guard | search and rescue | rescue squad | ambulance,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_services__3,emergency_services,normal,auto_validated,unique,0.222,poison control | ranger | dispatch | hazmat,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_vehicles__1,emergency_vehicles,normal,auto_validated,unique,0.183,police car | squad car | fire truck | rescue boat,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_vehicles__2,emergency_vehicles,normal,auto_validated,unique,0.204,helicopter | patrol car | ambulance | ladder truck,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_vehicles__3,emergency_vehicles,normal,auto_validated,unique,0.235,tow truck | cruiser | paramedic van | hazmat truck,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_words__1,emergency_words,normal,auto_validated,unique,0.221,code | response | rescue | oxygen,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_words__2,emergency_words,normal,auto_validated,unique,0.253,trauma | ambulance | evacuation | siren,четвёрка однозначна: другой категории с этими четырьмя словами нет
emergency_words__3,emergency_words,normal,auto_validated,unique,0.275,cpr | hotline | stretcher | paramedic,четвёрка однозначна: другой категории с этими четырьмя словами нет
energy_words__1,energy_words,normal,auto_validated,unique,0.263,gas | wind | electric | fuel,четвёрка однозначна: другой категории с этими четырьмя словами нет
energy_words__2,energy_words,normal,auto_validated,unique,0.272,nuclear | battery | solar | steam,четвёрка однозначна: другой категории с этими четырьмя словами нет
energy_words__3,energy_words,normal,auto_validated,unique,0.292,coal | magnetic | thermal | hydro,четвёрка однозначна: другой категории с этими четырьмя словами нет
equestrian_words__1,equestrian_words,normal,auto_validated,unique,0.322,arena | jumping | fence | saddle,четвёрка однозначна: другой категории с этими четырьмя словами нет
equestrian_words__2,equestrian_words,normal,auto_validated,unique,0.348,groom#groom_horse | jockey | tack#tack_horse | reins,четвёрка однозначна: другой категории с этими четырьмя словами нет
equestrian_words__3,equestrian_words,normal,auto_validated,unique,0.369,trot | gallop | dressage | bridle,четвёрка однозначна: другой категории с этими четырьмя словами нет
erosion_words__1,erosion_words,normal,auto_validated,unique,0.375,flood | deposit | delta#delta_river | canyon,четвёрка однозначна: другой категории с этими четырьмя словами нет
erosion_words__2,erosion_words,normal,auto_validated,unique,0.402,erosion | runoff | sediment | carve,четвёрка однозначна: другой категории с этими четырьмя словами нет
erosion_words__3,erosion_words,normal,auto_validated,unique,0.421,gully | undercut | silt | weathering,четвёрка однозначна: другой категории с этими четырьмя словами нет
european_cities__1,european_cities,normal,auto_validated,unique,0.231,manchester | liverpool | edinburgh | barcelona,четвёрка однозначна: другой категории с этими четырьмя словами нет
european_cities__2,european_cities,normal,auto_validated,unique,0.247,milan | geneva | florence | munich,четвёрка однозначна: другой категории с этими четырьмя словами нет
european_cities__3,european_cities,normal,auto_validated,unique,0.257,venice | lyon | hamburg | naples,четвёрка однозначна: другой категории с этими четырьмя словами нет
european_countries__1,european_countries,normal,auto_validated,unique,0.175,france | germany | scotland | ireland,четвёрка однозначна: другой категории с этими четырьмя словами нет
european_countries__2,european_countries,normal,auto_validated,unique,0.187,italy | spain | sweden | greece,четвёрка однозначна: другой категории с этими четырьмя словами нет
european_countries__3,european_countries,normal,auto_validated,unique,0.198,netherlands | poland | switzerland | belgium,четвёрка однозначна: другой категории с этими четырьмя словами нет
evergreens__1,evergreens,normal,auto_validated,unique,0.302,pine | holly | cedar | laurel,четвёрка однозначна: другой категории с этими четырьмя словами нет
evergreens__2,evergreens,normal,auto_validated,unique,0.325,fir | spruce | cypress | yew,четвёрка однозначна: другой категории с этими четырьмя словами нет
evergreens__3,evergreens,normal,auto_validated,unique,0.332,magnolia | redwood | juniper | hemlock,четвёрка однозначна: другой категории с этими четырьмя словами нет
exercise_words__1,exercise_words,normal,auto_validated,unique,0.227,press#press_push | row | stretch | jumping jack,четвёрка однозначна: другой категории с этими четырьмя словами нет
exercise_words__2,exercise_words,normal,auto_validated,unique,0.255,dip | sprint | crunch#crunch_exercise | curl,четвёрка однозначна: другой категории с этими четырьмя словами нет
exercise_words__3,exercise_words,normal,auto_validated,unique,0.277,squat | plank | jog | lunge,четвёрка однозначна: другой категории с этими четырьмя словами нет
exotic_pets__1,exotic_pets,normal,auto_validated,unique,0.349,python | parrot | hedgehog | tortoise,четвёрка однозначна: другой категории с этими четырьмя словами нет
exotic_pets__2,exotic_pets,normal,auto_validated,unique,0.366,hermit crab | sugar glider | ferret | gecko,четвёрка однозначна: другой категории с этими четырьмя словами нет
experiments__1,experiments,normal,auto_validated,unique,0.317,coffee | sugar | salt | candy,четвёрка однозначна: другой категории с этими четырьмя словами нет
experiments__2,experiments,normal,auto_validated,unique,0.333,honey | powder | soap | ink,четвёрка однозначна: другой категории с этими четырьмя словами нет
experiments__3,experiments,normal,auto_validated,unique,0.35,tablet | syrup | chalk#chalk_rock | baking soda,четвёрка однозначна: другой категории с этими четырьмя словами нет
exploration_words__1,exploration_words,normal,auto_validated,unique,0.273,map | crew | trade route | charter,четвёрка однозначна: другой категории с этими четырьмя словами нет
exploration_words__2,exploration_words,normal,auto_validated,unique,0.291,cargo | harbor | colony | sail#sail_voyage,четвёрка однозначна: другой категории с этими четырьмя словами нет
exploration_words__3,exploration_words,normal,auto_validated,unique,0.3,expedition | spice | voyage | compass,четвёрка однозначна: другой категории с этими четырьмя словами нет
explorers__1,explorers,normal,auto_validated,unique,0.277,lewis | clark | columbus | hudson,четвёрка однозначна: другой категории с этими четырьмя словами нет
explorers__2,explorers,normal,auto_validated,unique,0.321,marco polo | livingstone | cabot | balboa,четвёрка однозначна: другой категории с этими четырьмя словами нет
explorers__3,explorers,normal,auto_validated,unique,0.342,cortes | magellan | shackleton | amundsen,четвёрка однозначна: другой категории с этими четырьмя словами нет
extinct_and_prehistoric__1,extinct_and_prehistoric,normal,auto_validated,unique,0.305,cave bear | dire wolf | mammoth | saber tooth,четвёрка однозначна: другой категории с этими четырьмя словами нет
extinct_and_prehistoric__2,extinct_and_prehistoric,normal,auto_validated,unique,0.34,giant sloth | dodo | mastodon | ammonite,четвёрка однозначна: другой категории с этими четырьмя словами нет
extinct_animals__1,extinct_animals,normal,auto_validated,unique,0.287,dinosaur | mammoth | raptor | saber tooth,четвёрка однозначна: другой категории с этими четырьмя словами нет
extinct_animals__2,extinct_animals,normal,auto_validated,unique,0.319,dodo | tyrannosaurus | mastodon | triceratops,четвёрка однозначна: другой категории с этими четырьмя словами нет
extinct_animals__3,extinct_animals,normal,auto_validated,unique,0.334,velociraptor | pterodactyl | brontosaurus | megalodon,четвёрка однозначна: другой категории с этими четырьмя словами нет
eyewear__1,eyewear,normal,auto_validated,unique,0.235,glasses | mask | reading glasses | safety glasses,четвёрка однозначна: другой категории с этими четырьмя словами нет
eyewear__2,eyewear,normal,auto_validated,unique,0.255,contacts | shades | sunglasses | goggles,четвёрка однозначна: другой категории с этими четырьмя словами нет
eyewear__3,eyewear,normal,auto_validated,unique,0.306,visor | blindfold | monocle | bifocals,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabric_types__1,fabric_types,normal,auto_validated,unique,0.231,felt | jersey | cotton | terry,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabrics__1,fabrics,normal,auto_validated,unique,0.245,cotton | leather | silk | canvas,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabrics__2,fabrics,normal,auto_validated,unique,0.264,wool | lace | velvet | nylon,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabrics__3,fabrics,normal,auto_validated,unique,0.275,linen | denim | satin | fleece,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabrics_at_home__1,fabrics_at_home,normal,auto_validated,unique,0.249,throw | sheet#sheet_bed | blanket | towel,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabrics_at_home__2,fabrics_at_home,normal,auto_validated,unique,0.277,curtain | rug | cushion cover | apron#apron_garment,четвёрка однозначна: другой категории с этими четырьмя словами нет
fabrics_at_home__3,fabrics_at_home,normal,auto_validated,unique,0.303,quilt | napkin | comforter | drape,четвёрка однозначна: другой категории с этими четырьмя словами нет
face_parts__1,face_parts,normal,auto_validated,unique,0.093,eye | mouth#mouth_face | nose | temple#temple_head,четвёрка однозначна: другой категории с этими четырьмя словами нет
face_parts__2,face_parts,normal,auto_validated,unique,0.115,ear | lip | chin | jaw,четвёрка однозначна: другой категории с этими четырьмя словами нет
face_parts__3,face_parts,normal,auto_validated,unique,0.127,cheek | forehead | pupil | iris,четвёрка однозначна: другой категории с этими четырьмя словами нет
facial_expressions__1,facial_expressions,normal,auto_validated,unique,0.286,smile | beam#beam_smile | blink | grin,четвёрка однозначна: другой категории с этими четырьмя словами нет
facial_expressions__2,facial_expressions,normal,auto_validated,unique,0.31,blush | wink | glare | frown,четвёрка однозначна: другой категории с этими четырьмя словами нет
facial_expressions__3,facial_expressions,normal,auto_validated,unique,0.332,yawn | smirk | pout | sneer,четвёрка однозначна: другой категории с этими четырьмя словами нет
factory_words__1,factory_words,normal,auto_validated,unique,0.257,machine | quality control | shift#shift_work | assembly line,четвёрка однозначна: другой категории с этими четырьмя словами нет
factory_words__2,factory_words,normal,auto_validated,unique,0.286,uniform | robot | whistle | foreman,четвёрка однозначна: другой категории с этими четырьмя словами нет
fairy_tale_things__1,fairy_tale_things,normal,auto_validated,unique,0.194,tower | magic mirror | golden egg | red hood,четвёрка однозначна: другой категории с этими четырьмя словами нет
fairy_tale_things__2,fairy_tale_things,normal,auto_validated,unique,0.216,cottage | spinning wheel | pumpkin coach | harp,четвёрка однозначна: другой категории с этими четырьмя словами нет
fairy_tale_things__3,fairy_tale_things,normal,auto_validated,unique,0.251,porridge | glass slipper | gingerbread house | beanstalk,четвёрка однозначна: другой категории с этими четырьмя словами нет
fairy_tales__1,fairy_tales,normal,auto_validated,unique,0.23,snow white | sleeping beauty | beauty and the beast | red riding hood,четвёрка однозначна: другой категории с этими четырьмя словами нет
fairy_tales__2,fairy_tales,normal,auto_validated,unique,0.263,three little pigs | little mermaid | cinderella | pinocchio,четвёрка однозначна: другой категории с этими четырьмя словами нет
fairy_tales__3,fairy_tales,normal,auto_validated,unique,0.297,rapunzel | ugly duckling | goldilocks | jack and the beanstalk,четвёрка однозначна: другой категории с этими четырьмя словами нет
family_members__1,family_members,normal,auto_validated,unique,0.084,brother | child | daughter | father,четвёрка однозначна: другой категории с этими четырьмя словами нет
family_members__2,family_members,normal,auto_validated,unique,0.084,husband | in law | mother | sister,четвёрка однозначна: другой категории с этими четырьмя словами нет
family_members__3,family_members,normal,auto_validated,unique,0.092,son | wife | parent | uncle,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_americans__1,famous_americans,normal,auto_validated,unique,0.225,washington | ford#ford_person | disney | parks,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_americans__2,famous_americans,normal,auto_validated,unique,0.236,lincoln | kennedy | franklin | wright,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_americans__3,famous_americans,normal,auto_validated,unique,0.253,jefferson | armstrong | roosevelt | edison,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_artworks__1,famous_artworks,normal,auto_validated,unique,0.322,david | the scream | last supper | american gothic,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_artworks__2,famous_artworks,normal,auto_validated,unique,0.353,mona lisa | the thinker | venus de milo | starry night,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_brands__1,famous_brands,normal,auto_validated,unique,0.241,ford#ford_brand | disney | nike | lego,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_brands__2,famous_brands,normal,auto_validated,unique,0.262,harley | chevrolet | adidas | levi,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_brands__3,famous_brands,normal,auto_validated,unique,0.273,pepsi | coca cola | mcdonalds | kodak,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_bridges__1,famous_bridges,normal,auto_validated,unique,0.301,london bridge | charles bridge | bay bridge | tower bridge,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_bridges__2,famous_bridges,normal,auto_validated,unique,0.324,golden gate | brooklyn | sydney harbour | chesapeake,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_buildings__1,famous_buildings,normal,auto_validated,unique,0.286,empire state | sydney opera house | vatican | pentagon,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_buildings__2,famous_buildings,normal,auto_validated,unique,0.312,notre dame | buckingham palace | kremlin | louvre,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_buildings__3,famous_buildings,normal,auto_validated,unique,0.336,guggenheim | taj mahal | parthenon | burj khalifa,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_composers__1,famous_composers,normal,auto_validated,unique,0.361,wagner | bach | mozart | beethoven,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_composers__2,famous_composers,normal,auto_validated,unique,0.385,handel | chopin | schubert | brahms,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_composers__3,famous_composers,normal,auto_validated,unique,0.392,haydn | verdi | tchaikovsky | liszt,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_job_titles__1,famous_job_titles,normal,auto_validated,unique,0.25,captain | chief | coach | director,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_job_titles__2,famous_job_titles,normal,auto_validated,unique,0.251,head#head_leader | manager | president | chairman,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_job_titles__3,famous_job_titles,normal,auto_validated,unique,0.262,boss | mayor | principal | commander,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_landmarks__1,famous_landmarks,normal,auto_validated,unique,0.21,great wall | white house | big ben | empire state,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_landmarks__2,famous_landmarks,normal,auto_validated,unique,0.244,golden gate | statue of liberty | leaning tower | pyramid#pyramid_monument,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_landmarks__3,famous_landmarks,normal,auto_validated,unique,0.28,eiffel tower | sphinx | stonehenge | taj mahal,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_movies__1,famous_movies,normal,auto_validated,unique,0.234,star wars | frozen | alien | rocky,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_movies__2,famous_movies,normal,auto_validated,unique,0.259,psycho | grease | avatar | wizard of oz,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_movies__3,famous_movies,normal,auto_validated,unique,0.266,titanic#titanic_movie | jaws | jurassic park | godfather,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_museums__1,famous_museums,normal,auto_validated,unique,0.351,met | field museum | british museum | getty,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_museums__2,famous_museums,normal,auto_validated,unique,0.403,smithsonian | louvre | guggenheim | hermitage,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_musicians__1,famous_musicians,normal,auto_validated,unique,0.27,cash | dylan | armstrong | beatles,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_musicians__2,famous_musicians,normal,auto_validated,unique,0.297,elvis | bach | mozart | beethoven,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_musicians__3,famous_musicians,normal,auto_validated,unique,0.31,hendrix | presley | sinatra | ellington,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_ships_planes__1,famous_ships_planes,normal,auto_validated,unique,0.374,air force one | spirit of st louis | kitty hawk | zeppelin,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_ships_planes__2,famous_ships_planes,normal,auto_validated,unique,0.417,spruce goose | spitfire | blackbird | concorde,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_stadiums__1,famous_stadiums,normal,auto_validated,unique,0.371,rose bowl | madison square garden | augusta | churchill downs,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_stadiums__2,famous_stadiums,normal,auto_validated,unique,0.389,wembley | yankee stadium | daytona | old trafford,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_stadiums__3,famous_stadiums,normal,auto_validated,unique,0.414,fenway | wrigley | camp nou | lambeau,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_streets__1,famous_streets,normal,auto_validated,unique,0.345,main street | wall street | fifth avenue | michigan avenue,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_streets__2,famous_streets,normal,auto_validated,unique,0.376,broadway | abbey road | bourbon | bourbon street,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_towers__1,famous_towers,normal,auto_validated,unique,0.311,big ben | bell tower | tokyo tower | space needle,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_towers__2,famous_towers,normal,auto_validated,unique,0.341,leaning tower | willis tower | cn tower | eiffel,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_towers__3,famous_towers,normal,auto_validated,unique,0.383,belfry | burj khalifa | petronas | minaret,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_trains__1,famous_trains,normal,auto_validated,unique,0.404,union pacific | metro | bullet train | orient express,четвёрка однозначна: другой категории с этими четырьмя словами нет
famous_trains__2,famous_trains,normal,auto_validated,unique,0.446,trans siberian | amtrak | flying scotsman | rocky mountaineer,четвёрка однозначна: другой категории с этими четырьмя словами нет
fan_things__1,fan_things,normal,auto_validated,unique,0.264,jersey | ticket#ticket_admission | cap | face paint,четвёрка однозначна: другой категории с этими четырьмя словами нет
fan_things__2,fan_things,normal,auto_validated,unique,0.282,poster | horn#horn_sound | banner | cooler,четвёрка однозначна: другой категории с этими четырьмя словами нет
fan_things__3,fan_things,normal,auto_validated,unique,0.306,whistle | foam finger | scarf | pennant,четвёрка однозначна: другой категории с этими четырьмя словами нет
fantasy_creatures__1,fantasy_creatures,normal,auto_validated,unique,0.233,giant | dragon | phoenix#phoenix_bird | fairy,четвёрка однозначна: другой категории с этими четырьмя словами нет
fantasy_creatures__2,fantasy_creatures,normal,auto_validated,unique,0.254,vampire | griffin | troll | elf,четвёрка однозначна: другой категории с этими четырьмя словами нет
fantasy_creatures__3,fantasy_creatures,normal,auto_validated,unique,0.271,unicorn | mermaid | werewolf | goblin,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_animals__1,farm_animals,normal,auto_validated,unique,0.071,dog | cat | horse | chicken,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_animals__2,farm_animals,normal,auto_validated,unique,0.088,turkey#turkey_bird | bull | duck#duck_bird | sheep,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_bird_words__1,farm_bird_words,normal,auto_validated,unique,0.286,chicken | turkey#turkey_bird | duck#duck_bird | chick,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_bird_words__2,farm_bird_words,normal,auto_validated,unique,0.319,goose | pigeon | hen | rooster,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_buildings__1,farm_buildings,normal,auto_validated,unique,0.233,stable | pen#pen_animal | shed | fence,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_buildings__2,farm_buildings,normal,auto_validated,unique,0.254,dairy | barn | greenhouse | farmhouse,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_buildings__3,farm_buildings,normal,auto_validated,unique,0.281,coop | windmill | corral | silo,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_jobs__1,farm_jobs,normal,auto_validated,unique,0.253,farmer | trainer | shepherd | dairy farmer,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_jobs__2,farm_jobs,normal,auto_validated,unique,0.28,vet | breeder | rancher | picker,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_jobs__3,farm_jobs,normal,auto_validated,unique,0.316,harvester | herder | beekeeper | milker,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_machines__1,farm_machines,normal,auto_validated,unique,0.26,combine | tractor | irrigation pump | plow,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_machines__2,farm_machines,normal,auto_validated,unique,0.287,mower | harrow | tiller | harvester,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_machines__3,farm_machines,normal,auto_validated,unique,0.305,silo loader | spreader | sprayer | thresher,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_morning__1,farm_morning,normal,auto_validated,unique,,barn | tractor | livestock | silo,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_products__1,farm_products,normal,auto_validated,unique,0.221,produce | milk | cheese | eggs,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_products__2,farm_products,normal,auto_validated,unique,0.233,honey | cotton | leather | beef,четвёрка однозначна: другой категории с этими четырьмя словами нет
farm_products__3,farm_products,normal,auto_validated,unique,0.243,corn | grain | pork | hay,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_accessories__1,fashion_accessories,normal,auto_validated,unique,0.224,watch#watch_object | hat | tie#tie_clothing | pocket square,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_accessories__2,fashion_accessories,normal,auto_validated,unique,0.246,belt | gloves | necklace | sunglasses,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_accessories__3,fashion_accessories,normal,auto_validated,unique,0.272,bracelet | scarf | earring | brooch,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_show__1,fashion_show,normal,auto_validated,unique,0.29,collection | model | program | camera,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_show__2,fashion_show,normal,auto_validated,unique,0.314,front row | designer | outfit | fitting,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_show__3,fashion_show,normal,auto_validated,unique,0.329,pose | runway | rack | spotlight,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_styles__1,fashion_styles,normal,auto_validated,unique,0.309,western | classic | formal | casual,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_styles__2,fashion_styles,normal,auto_validated,unique,0.33,business casual | punk | vintage | retro,четвёрка однозначна: другой категории с этими четырьмя словами нет
fashion_styles__3,fashion_styles,normal,auto_validated,unique,0.358,gothic | bohemian | minimalist | sporty,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_food_chains__1,fast_food_chains,normal,auto_validated,unique,0.197,five guys | burger king | subway | dairy queen,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_food_chains__2,fast_food_chains,normal,auto_validated,unique,0.22,sonic | pizza hut | taco bell | mcdonalds,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_food_chains__3,fast_food_chains,normal,auto_validated,unique,0.251,kfc | chipotle | dominos | panera,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_food_items__1,fast_food_items,normal,auto_validated,unique,0.151,hot dog | sub | pizza | wrap,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_food_items__2,fast_food_items,normal,auto_validated,unique,0.17,corn dog | burger | soda | chicken sandwich,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_food_items__3,fast_food_items,normal,auto_validated,unique,0.182,onion ring | fries | chili#chili_dish | taco,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_things__1,fast_things,normal,auto_validated,unique,0.278,race car | wind | rocket | jet,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_things__2,fast_things,normal,auto_validated,unique,0.295,bullet | lightning | arrow | motorcycle,четвёрка однозначна: другой категории с этими четырьмя словами нет
fast_things__3,fast_things,normal,auto_validated,unique,0.317,falcon | comet | hare | torpedo,четвёрка однозначна: другой категории с этими четырьмя словами нет
fasteners__1,fasteners,normal,auto_validated,unique,0.241,hook#hook_fastener | pin#pin_fastener | clip | screw,четвёрка однозначна: другой категории с этими четырьмя словами нет
fasteners__2,fasteners,normal,auto_validated,unique,0.252,nail#nail_metal | bolt | anchor | bracket,четвёрка однозначна: другой категории с этими четырьмя словами нет
fasteners__3,fasteners,normal,auto_validated,unique,0.269,zip tie | staple | buckle | clamp,четвёрка однозначна: другой категории с этими четырьмя словами нет
feelings__1,feelings,normal,auto_validated,unique,0.172,content | happy | sad | proud,четвёрка однозначна: другой категории с этими четырьмя словами нет
feelings__2,feelings,normal,auto_validated,unique,0.178,excited | tired | surprised | angry,четвёрка однозначна: другой категории с этими четырьмя словами нет
feelings__3,feelings,normal,auto_validated,unique,0.182,worried | guilty | scared | calm#calm_person,четвёрка однозначна: другой категории с этими четырьмя словами нет
fermented_foods__1,fermented_foods,normal,auto_validated,unique,0.333,cheese | olive | vinegar | yogurt,четвёрка однозначна: другой категории с этими четырьмя словами нет
fermented_foods__2,fermented_foods,normal,auto_validated,unique,0.369,pickle | relish | salami | kimchi,четвёрка однозначна: другой категории с этими четырьмя словами нет
fermented_foods__3,fermented_foods,normal,auto_validated,unique,0.387,miso | sourdough | sauerkraut | kombucha,четвёрка однозначна: другой категории с этими четырьмя словами нет
festivals__1,festivals,normal,auto_validated,unique,0.331,day of the dead | carnival | lunar new year | bastille day,четвёрка однозначна: другой категории с этими четырьмя словами нет
festivals__2,festivals,normal,auto_validated,unique,0.374,diwali | mardi gras | cinco de mayo | oktoberfest,четвёрка однозначна: другой категории с этими четырьмя словами нет
field_trip_places__1,field_trip_places,normal,auto_validated,unique,0.213,park#park_place | science center | fire station | farm,четвёрка однозначна: другой категории с этими четырьмя словами нет
field_trip_places__2,field_trip_places,normal,auto_validated,unique,0.223,museum | historical site | factory | gallery,четвёрка однозначна: другой категории с этими четырьмя словами нет
field_trip_places__3,field_trip_places,normal,auto_validated,unique,0.245,theater | zoo | capitol | bakery,четвёрка однозначна: другой категории с этими четырьмя словами нет
file_types__1,file_types,normal,auto_validated,unique,0.264,image | video | file#file_computer | draft#draft_document,четвёрка однозначна: другой категории с этими четырьмя словами нет
file_types__2,file_types,normal,auto_validated,unique,0.281,document | trash | presentation | backup,четвёрка однозначна: другой категории с этими четырьмя словами нет
file_types__3,file_types,normal,auto_validated,unique,0.3,archive | attachment | zip | pdf,четвёрка однозначна: другой категории с этими четырьмя словами нет
fingers_and_toes__1,fingers_and_toes,normal,auto_validated,unique,0.277,middle finger | ring finger | index finger | big toe,четвёрка однозначна: другой категории с этими четырьмя словами нет
fingers_and_toes__2,fingers_and_toes,normal,auto_validated,unique,0.287,little toe | toe | thumb | digit,четвёрка однозначна: другой категории с этими четырьмя словами нет
first_aid__1,first_aid,normal,auto_validated,unique,0.191,ice pack | tape | eye wash | burn cream,четвёрка однозначна: другой категории с этими четырьмя словами нет
first_aid__2,first_aid,normal,auto_validated,unique,0.208,cotton ball | gloves | wipe | scissors,четвёрка однозначна: другой категории с этими четырьмя словами нет
first_aid__3,first_aid,normal,auto_validated,unique,0.236,aspirin | sling | bandage | thermometer,четвёрка однозначна: другой категории с этими четырьмя словами нет
