priority,word,normalized,is_proper_noun,familiarity,category_count,theme_count,themes,categories,decision,note
P1,peach,peach,0,0.539,6,4,food | food_more | nature | plants,fruit_trees | fruits | ice_cream_flavors | pie_ingredients | pie_types | things_with_seeds,,
P1,pizza,pizza,0,0.633,6,4,food | food_more | language | properties,cheese_dishes | fast_food_items | frozen_foods | italian_dishes | round_things | words_before_sauce,,
P1,printer,printer,0,0.561,6,4,business | education | home | technology,gadgets | office_machines | office_words | paper_types | things_that_plug_in | things_with_buttons,,
P1,rye,rye,0,0.503,6,4,food | food_more | plants | world_food,bread_types | crops | grains_and_beans | grasses | sandwich_breads | world_breads,,
P1,sunglasses,sunglasses,0,0.531,6,4,clothing | fashion | misc | transport,accessories | eyewear | fashion_accessories | things_in_a_glove_box | things_in_a_purse | travel_documents,,
P1,theater,theater,0,0.621,6,4,education | entertainment | geography | places,art_forms | field_trip_places | kinds_of_buildings | places_you_wait | quiet_places | town_places,,
P1,throw,throw,0,0.69,6,4,actions | home | skills | sports_world,fabrics_at_home | hand_actions | juggling_words | self_defense_moves | sports_actions | wrestling_words,,
P1,tuna,tuna,0,0.52,6,4,animals | food | nature_species | ocean,fish_species | ocean_animals | pantry_staples | saltwater_fish | sandwich_fillings | seafood,,
P1,vase,vase,0,0.506,6,4,art | home | materials | properties,decorative_things | living_room_things | pottery_words | things_made_of_glass | things_that_break | things_that_hold_water,,
P1,waffle,waffle,0,0.471,6,4,food | food_more | properties | world_food,breakfast_foods | egg_and_dairy_dishes | frozen_foods | square_things | street_food | things_with_holes,,
P1,acorn,acorn,0,0.44,5,4,nature | nature_more | plants | varieties,melons_and_squash | seasons_fall | seeds_and_bulbs | things_in_the_forest | tree_parts,,
P1,ant,ant,0,0.551,5,4,animals | language | nature | nature_species,animal_tracks_and_signs | garden_bugs | insects | pests | words_after_fire,,
P1,avocado,avocado,0,0.493,5,4,food | nature | plants | properties,fruit_trees | green_things | salad_ingredients | sandwich_fillings | things_with_seeds,,
P1,bandage,bandage,0,0.463,5,4,body | clothing | medicine | skills,first_aid | first_aid_actions | hospital_things | medicine_cabinet | things_worn_on_hands,,
P1,barrel,barrel,0,0.596,5,4,farming | home | language | materials,storage_containers | things_made_of_wood | things_that_hold_water | vineyard_words | words_after_rain,,
P1,basil,basil,0,0.521,5,4,food | nature | plants | varieties,garden_plants | herbs | mint_and_herbs_varieties | pizza_toppings | spices_and_herbs,,
P1,beetle,beetle,1,0.504,5,4,animals | brands | farming | nature_species,animals_with_shells | car_models | garden_bugs | insects | pest_control,,
P1,bleach,bleach,0,0.501,5,4,clothing | home | materials | properties,cleaning_supplies | laundry_care | laundry_things | liquids | smelly_things,,
P1,bolt,bolt,0,0.577,5,4,actions | home | tools | trades,building_actions | fasteners | locksmith_words | sewing_and_repair | things_that_stick_out,,
P1,bone,bone,0,0.639,5,4,history | language | properties | science,archaeology_words | body_science | hard_things | white_things | words_after_back,,
P1,budget,budget,0,0.689,5,4,actions | business | descriptive | law,business_words | government_branches | money_actions | money_words | value_words,,
P1,burrow,burrow,0,0.443,5,4,actions | animals | nature | places,animal_actions | animal_homes | animal_verbs | underground_places | underground_things,,
P1,cable,cable,0,0.649,5,4,entertainment | hobbies | technology | trades,computer_parts | electrical_words | power_and_batteries | tv_words | video_gaming,,
P1,cactus,cactus,0,0.486,5,4,history | nature | plants | properties,cactus_and_succulents | desert_things | green_things | houseplants | wild_west,,
P1,calculator,calculator,0,0.509,5,4,education | home | technology | tools,office_machines | office_supplies | school_supplies | screens | things_with_buttons,,
P1,canoe,canoe,0,0.5,5,4,history | materials | transport | world_more,boats | things_made_of_wood | transportation_history | vehicles | world_transport,,
P1,charcoal,charcoal,0,0.511,5,4,art | education | materials | tools,art_supplies | art_tools | color_words_advanced | things_that_burn | writing_tools,,
P1,child,child,0,0.757,5,4,language | nature | people | skills,family_members | life_stages | things_that_grow | words_before_proof | yoga_poses,,
P1,chime,chime,0,0.449,5,4,entertainment | misc | sounds | time,bell_and_alarm | clock_words | musical_sounds | percussion | things_that_ring,,
P1,cobbler,cobbler,0,0.403,5,4,food | history | jobs | world_food,desserts | historic_jobs | old_professions | repair_jobs | southern_dishes,,
P1,console,console,0,0.583,5,4,entertainment | hobbies | home | technology,gadgets | living_room_things | screens | video_game_words | video_gaming,,
P1,coral,coral,0,0.551,5,4,animals | art | nature | ocean,color_words_advanced | coral_reef | gemstones | ocean_animals | ocean_products,,
P1,crayon,crayon,0,0.436,5,4,education | entertainment | food | tools,art_supplies | school_supplies | things_that_melt | toys | writing_tools,,
P1,cricket,cricket,0,0.627,5,4,animals | nature_species | sports | world_more,garden_bugs | insects | nocturnal_animals | team_sports | world_sports,,
P1,croissant,croissant,0,0.397,5,4,food | food_more | world_food | world_more,bread_types | breakfast_foods | french_dishes | sandwich_breads | world_breakfasts,,
P1,crow,crow,0,0.543,5,4,animals | farming | properties | skills,birds | black_things | flying_animals | pest_control | yoga_poses,,
P1,dean,dean,1,0.629,5,4,education | jobs | names | people,college_words | famous_job_titles | school_jobs | short_names | titles_of_address,,
P1,drop,drop,0,0.713,5,4,food_more | language | medicine | skills,candy_shapes | juggling_words | medicine_forms | words_after_back | words_after_rain,,
P1,elevator,elevator,0,0.564,5,4,home | places | science | transport,hotel_words | inventions | rooms_in_public_buildings | things_that_carry_people | things_with_buttons,,
P1,floss,floss,0,0.454,5,4,body | home | medicine | skills,bathroom_items | dance_moves | dental_words | dentist_things | hygiene,,
P1,focaccia,focaccia,0,0.296,5,4,food | food_more | skills | world_food,bread_types | italian_dishes | pizza_styles | sandwich_breads | world_breads,,
P1,freezer,freezer,0,0.523,5,4,geography | home | properties | trades,butcher_words | cold_places | cold_things | kitchen_appliances | things_that_plug_in,,
P1,gas,gas,0,0.716,5,4,language | science | trades | transport,energy_words | gas_station_things | states_of_matter | welding_words | words_before_light,,
P1,gym,gym,0,0.633,5,4,education | geography | language | sports,school_places | school_subjects | sports_venues | town_places | words_before_bag,,
P1,hail,hail,0,0.56,5,4,actions | language | nature | properties,cold_things | water_states | weather_actions | weather_words | words_before_stone,,
P1,heel,heel,0,0.549,5,4,body | clothing | fashion | jargon,body_parts | footwear | sailing_terms | shoe_parts | shoe_styles,,
P1,hem,hem,0,0.463,5,4,clothing | fashion | tools | trades,clothing_parts | sewing_patterns | sewing_supplies | sewing_words | tailor_words,,
P1,highlighter,highlighter,0,0.404,5,4,education | fashion | properties | tools,makeup | office_supplies | school_supplies | writing_tools | yellow_things,,
P1,icicle,icicle,0,0.347,5,4,food | nature | nature_more | properties,cold_things | seasons_winter | things_that_are_sharp | things_that_melt | water_states,,
P1,jump rope,jump rope,0,0.567,5,4,culture | education | entertainment | sports,card_and_dice_games | gym_class_things | gym_equipment | playground_games | toys,,
P1,king,king,0,0.739,5,4,entertainment | history | hobbies | language,card_words | chess_words | royalty | storybook_characters | words_before_fish,,
P1,lift,lift,0,0.643,5,4,actions | science | sports_world | trades,auto_repair | carrying_actions | magnets_and_forces | opening_actions | skiing_words,,
P1,mulch,mulch,0,0.414,5,4,actions | farming | plants | trades,garden_actions | gardening_words | landscaping_words | orchard_words | soil_words,,
P1,newspaper,newspaper,0,0.657,5,4,entertainment | home | materials | misc,reading_material | recycled_materials | things_made_of_paper | things_you_recycle | trash_and_recycling,,
P1,pecan,pecan,0,0.419,5,4,food | food_more | plants | world_food,fruit_trees | nuts_and_seeds | nuts_world | pie_ingredients | pie_types,,
P1,piano,piano,0,0.616,5,4,education | entertainment | jargon | properties,heavy_things | instruments_you_strum | music_class_things | music_tempo_terms | musical_instruments,,
P1,popcorn,popcorn,0,0.533,5,4,entertainment | food | misc | world_food,amusement_park | circus_words | snack_foods | street_food | vending_machine_items,,
P1,pressure,pressure,0,0.716,5,4,body | jargon | ocean | science,deep_sea | magnets_and_forces | senses_and_perception | weather_forecast_terms | weather_science,,
P1,purse,purse,0,0.564,5,4,clothing | fashion | materials | tools,accessories | bags | things_made_of_leather | things_with_handles | things_with_pockets,,
P1,rain,rain,1,0.673,5,4,actions | names | nature | nature_more,nature_names | seasons_spring | water_states | weather_actions | weather_words,,
P1,ramp,ramp,0,0.547,5,4,ocean | sports_world | trades | transport,harbor_things | parking_words | road_things | skateboarding | warehouse_words,,
P1,refrigerator,refrigerator,0,0.516,5,4,geography | home | properties | science,cold_places | cold_things | heavy_things | inventions | kitchen_appliances,,
P1,rinse,rinse,0,0.497,5,4,actions | body | clothing | skills,cleaning_actions | dentist_things | first_aid_actions | laundry_care | water_actions,,
P1,robin,robin,1,0.619,5,4,animals | media | nature_more | species,birds | flying_animals | seasons_spring | songbirds | superheroes,,
P1,ruler,ruler,0,0.549,5,4,education | materials | properties | tools,long_thin_things | measuring_tools | office_supplies | school_supplies | things_made_of_plastic,,
P1,salsa,salsa,0,0.504,5,4,culture | entertainment | food | world_food,condiments | dance_styles | mexican_dishes | sauces | world_dances,,
P1,school,school,0,0.816,5,4,animals | geography | language | places,animal_groups | kinds_of_buildings | town_places | words_before_house | words_before_master,,
P1,screw,screw,0,0.607,5,4,actions | home | language | tools,building_actions | fasteners | sewing_and_repair | things_in_a_junk_drawer | words_before_ball,,
P1,shovel,shovel,0,0.5,5,4,farming | home | nature_more | tools,barn_things | garden_tools | seasons_winter | things_in_a_garage | things_with_handles,,
P1,shrimp,shrimp,0,0.541,5,4,animals | animals_more | food | ocean,crustaceans | ocean_animals | pizza_toppings | seafood | shellfish,,
P1,snap,snap,0,0.601,5,4,actions | sounds | sports | tools,destroying_actions | football_words | onomatopoeia | scary_sounds | sewing_supplies,,
P1,stable,stable,0,0.64,5,4,animals | farming | geography | places,animal_homes | farm_buildings | horse_words | places_with_animals | things_on_a_farm,,
P1,telescope,telescope,0,0.536,5,4,history | ocean | science | transport,exploration_words | inventions | navigation_tools | space_travel | things_in_the_sky_science,,
P1,tulip,tulip,0,0.454,5,4,culture | nature | nature_more | plants,flags_and_symbols | flowers | garden_flowers_spring | garden_plants | seasons_spring,,
P1,tweezers,tweezers,0,0.396,5,4,body | fashion | hobbies | medicine,beauty_tools | first_aid | medical_tools | medicine_cabinet | model_building,,
P1,vine,vine,0,0.533,5,4,farming | nature | plants | varieties,plant_parts | things_that_grow | tomato_varieties | vineyard_words | wild_plants,,
P1,vinegar,vinegar,0,0.52,5,4,food | materials | properties | world_food,condiments | fermented_foods | liquids | pantry_staples | smelly_things,,
P1,walnut,walnut,0,0.509,5,4,food | nature | plants | world_food,fruit_trees | nuts_and_seeds | nuts_world | salad_ingredients | trees,,
P1,watermelon,watermelon,0,0.479,5,4,food | nature | nature_more | varieties,bbq_foods | fruits | melons_and_squash | seasons_summer | things_with_seeds,,
P1,alley,alley,0,0.553,4,4,geography | places | sports | sports_world,bowling_words | city_words | sports_venues | streets_and_roads,,
P1,Amazon,amazon,1,0.65,4,4,business | geography | places | world_more,rivers | tech_companies | world_deserts_and_seas | world_rivers,,
P1,Austin,austin,1,0.623,4,4,cities | geography | names | places,place_names_as_names | southern_cities | state_capitals | us_cities,,
P1,barbecue,barbecue,0,0.517,4,4,food_more | language | nature_more | world_food,cooking_methods | sauces | seasons_summer | words_before_sauce,,
P1,barometer,barometer,0,0.454,4,4,lists | science | technology | tools,measurement_devices | measuring_tools | weather_instruments | weather_science,,
P1,bead,bead,0,0.491,4,4,art | hobbies | tools | trades,art_supplies | crafting_materials | jewelry_making | welding_words,,
P1,bob,bob,1,0.661,4,4,body | fashion | names | people,hair_words | hairstyles | nicknames | nicknames_for_names,,
P1,boil,boil,0,0.547,4,4,actions | food_more | science | sounds,cooking_actions | cooking_methods | kitchen_sounds | lab_actions,,
P1,boss,boss,0,0.68,4,4,business | entertainment | jobs | people,famous_job_titles | office_words | relationships | video_game_words,,
P1,buffet,buffet,0,0.506,4,4,business | geography | places | transport,hotel_words | places_to_eat | places_you_wait | restaurant_words,,
P1,buzzer,buzzer,0,0.486,4,4,media | misc | sports | technology,basketball_words | game_shows | security_tech | things_that_ring,,
P1,canal,canal,0,0.603,4,4,farming | history | lists | nature,bodies_of_water | body_of_water_types | industrial_revolution | irrigation,,
P1,cap,cap,0,0.644,4,4,clothing | language | sports | sports_world,baseball_equipment | fan_things | hats | words_after_snow,,
P1,caterpillar,caterpillar,0,0.483,4,4,animals | farming | nature_species | properties,garden_bugs | insects | pest_control | slow_things,,
P1,catfish,catfish,0,0.479,4,4,food | ocean | species | world_food,fish_species | pond_fish | seafood | southern_dishes,,
P1,caulk,caulk,0,0.327,4,4,actions | home | tools | trades,adhesives | building_actions | painting_trade | sewing_and_repair,,
P1,centipede,centipede,1,0.399,4,4,animals | culture | nature_species | species,garden_bugs | insects | spiders_and_crawlers | video_game_classics,,
P1,checkout,checkout,0,0.52,4,4,business | education | geography | transport,hotel_words | library_words | places_you_wait | shopping_words,,
P1,chestnut,chestnut,0,0.494,4,4,food | nature | nature_more | world_food,nuts_and_seeds | nuts_world | seasons_fall | trees,,
P1,choir,choir,0,0.554,4,4,education | language | people | religion,church_things | groups_of_people | music_class_things | words_before_master,,
P1,chop,chop,0,0.539,4,4,actions | food | ocean | sounds,cooking_actions | kitchen_sounds | meats | sea_weather,,
P1,cider,cider,0,0.5,4,4,farming | food | world_food | world_more,farm_products | hot_drinks | wines_and_drinks | world_teas_and_drinks,,
P1,cluster,cluster,0,0.57,4,4,farming | food_more | nature_species | science,candy_shapes | pine_and_cones | space_objects | vineyard_words,,
P1,comic,comic,0,0.631,4,4,entertainment | hobbies | language | media,collecting_hobbies | magazines | reading_material | words_before_book,,
P1,coop,coop,0,0.487,4,4,animals | farming | geography | places,animal_homes | farm_buildings | places_with_animals | things_on_a_farm,,
P1,crescent,crescent,0,0.51,4,4,culture | nature_more | religion | science,flags_and_symbols | religious_symbols | shapes | tide_and_moon,,
P1,crop,crop,0,0.593,4,4,farming | geography | nature | technology,harvest_words | photography_words | things_on_a_farm | things_that_grow,,
P1,Daniel,daniel,1,0.66,4,4,lists | names | people | religion,bible_books | bible_figures | biblical_names | boys_names,,
P1,doll,doll,0,0.58,4,4,entertainment | hobbies | language | misc,collecting_hobbies | things_that_have_a_face | toys | words_before_house,,
P1,dove,dove,0,0.524,4,4,entertainment | hobbies | properties | religion,magic_tricks | magic_words | religious_symbols | white_things,,
P1,dry,dry,0,0.677,4,4,actions | clothing | culture | descriptive,cleaning_actions | laundry_care | opposites | wetness_words,,
P1,dust,dust,0,0.63,4,4,actions | materials | nature | properties,animal_tracks_and_signs | cleaning_actions | light_things | powders,,
P1,elbow,elbow,0,0.549,4,4,body | language | skills | trades,body_parts | plumbing_words | self_defense_moves | words_before_room,,
P1,emerald,emerald,0,0.514,4,4,fashion | materials | nature | properties,gemstones | green_things | jewelry_stones | precious_materials,,
P1,fertilizer,fertilizer,0,0.489,4,4,farming | hobbies | plants | trades,gardening_hobby | gardening_words | landscaping_words | soil_words,,
P1,folder,folder,0,0.534,4,4,education | home | technology | tools,file_types | office_supplies | school_supplies | storage_containers,,
P1,font,font,0,0.543,4,4,jargon | language | religion | trades,church_things | printing_and_type | printing_words | writing_words,,
P1,fossil,fossil,0,0.57,4,4,history | nature | nature_more | science,archaeology_words | cave_things | rock_cycle_words | underground_things,,
P1,gauge,gauge,0,0.574,4,4,hobbies | ocean | technology | tools,diving_gear | knitting_words | measurement_devices | measuring_tools,,
P1,granite,granite,0,0.551,4,4,art | materials | nature | properties,building_materials | hard_things | rocks_and_minerals | sculpture_materials,,
P1,grill,grill,0,0.549,4,4,actions | food_more | home | places,cooking_actions | cooking_methods | kitchen_appliances | places_to_eat,,
P1,growl,growl,0,0.449,4,4,actions | animals | body | sounds,animal_sounds | body_sounds | scary_sounds | ways_of_speaking,,
P1,gutter,gutter,0,0.483,4,4,home | language | sports_world | trades,bowling_words | parts_of_a_house | roofing_words | words_after_rain,,
P1,hinge,hinge,0,0.474,4,4,home | materials | tools | trades,fasteners | locksmith_words | sewing_and_repair | things_made_of_metal,,
P1,hoop,hoop,0,0.487,4,4,clothing | education | properties | sports,basketball_words | gym_class_things | jewelry | round_things,,
P1,jackhammer,jackhammer,0,0.333,4,4,properties | sounds | tools | transport,city_sounds | construction_equipment | loud_things | power_tools,,
P1,jersey,jersey,0,0.666,4,4,materials | species | sports | sports_world,cattle_and_farm_breeds | cycling_words | fabric_types | fan_things,,
P1,juice,juice,0,0.623,4,4,food | food_more | materials | misc,cold_drinks | drink_mixers | liquids | vending_machine_items,,
P1,knot,knot,0,0.531,4,4,actions | clothing | nature | transport,joining_actions | sailing_words | things_you_tie | tree_parts,,
P1,label,label,0,0.633,4,4,business | entertainment | tools | trades,mail_words | office_supplies | reading_material | warehouse_words,,
P1,license,license,0,0.646,4,4,education | hobbies | law | misc,degrees_and_titles | fishing_hobby | legal_documents | things_in_a_wallet,,
P1,Lily,lily,1,0.564,4,4,names | nature | people | plants,flowers | garden_flowers_summer | girls_names | nature_names,,
P1,lodge,lodge,0,0.583,4,4,animals | geography | places | sports_world,animal_homes | national_parks | places_you_sleep | skiing_words,,
P1,lotus,lotus,0,0.517,4,4,plants | religion | skills | world_more,religious_symbols | tropical_flowers | water_plants | yoga_poses,,
P1,lumber,lumber,0,0.513,4,4,farming | materials | tools | trades,building_materials | carpentry_words | farm_products | workshop_things,,
P1,mason,mason,1,0.591,4,4,history | jobs | names_world | people,boys_names | building_trades | nature_surnames | old_professions,,
P1,metal,metal,0,0.689,4,4,art | entertainment | language | properties,hard_things | music_genres | sculpture_materials | words_before_work,,
P1,meteor,meteor,0,0.507,4,4,nature | nature_more | science | space,cloud_and_sky | night_sky_things | solar_system_words | space_objects,,
P1,miller,miller,1,0.643,4,4,history | jobs | names | names_world,common_surnames | historic_jobs | nature_surnames | old_professions,,
P1,moccasin,moccasin,0,0.329,4,4,clothing | culture | fashion | world_more,footwear | shoe_styles | traditional_clothing | world_hats_and_dress,,
P1,mop,mop,0,0.484,4,4,actions | home | tools | trades,cleaning_actions | cleaning_supplies | cleaning_tools | cleaning_trade,,
P1,ornament,ornament,0,0.474,4,4,art | materials | properties | time,christmas_things | decorative_things | things_made_of_glass | things_that_break,,
P1,outlet,outlet,0,0.571,4,4,home | science | technology | trades,electrical_words | electricity_words | power_and_batteries | things_on_a_wall,,
P1,panel,panel,0,0.65,4,4,fashion | media | people | trades,comic_words | electrical_words | groups_of_people | sewing_patterns,,
P1,patch,patch,0,0.6,4,4,home | language | medicine | tools,medicine_forms | sewing_and_repair | sewing_supplies | words_before_work,,
P1,peanut,peanut,1,0.557,4,4,food | names | plants | world_food,crops | nuts_and_seeds | nuts_world | pet_names,,
P1,perch,perch,0,0.47,4,4,actions | animals | ocean | species,animal_actions | animal_verbs | fish_species | pond_fish,,
P1,planner,planner,0,0.504,4,4,education | jobs | misc | tools,office_jobs | office_supplies | school_supplies | things_in_a_purse,,
P1,plaque,plaque,0,0.527,4,4,art | body | home | medicine,dental_words | dentist_things | museum_words | things_on_a_wall,,
P1,porridge,porridge,0,0.444,4,4,food | food_more | mythology | world_more,breakfast_cereals_types | breakfast_foods | fairy_tale_things | world_breakfasts,,
P1,pottery,pottery,0,0.529,4,4,art | entertainment | history | properties,archaeology_words | art_forms | crafts | things_that_break,,
P1,primer,primer,0,0.5,4,4,art | fashion | tools | trades,makeup | paint_types | painting_supplies | painting_trade,,
P1,pump,pump,0,0.611,4,4,clothing | farming | fashion | transport,footwear | gas_station_things | irrigation | shoe_styles,,
P1,putty,putty,0,0.413,4,4,hobbies | home | tools | trades,adhesives | model_building | painting_trade | sewing_and_repair,,
P1,radar,radar,0,0.6,4,4,jargon | lists | ocean | science,aviation_words | navigation_tools | weather_instruments | weather_science,,
P1,rake,rake,0,0.483,4,4,actions | home | nature_more | tools,garden_actions | garden_tools | seasons_fall | things_in_a_garage,,
P1,Ranger,ranger,1,0.554,4,4,brands | geography | jobs | law,car_models | emergency_jobs | emergency_services | national_parks,,
P1,record,record,0,0.744,4,4,hobbies | science | sports | tools,collecting_hobbies | lab_actions | sports_scoring | things_that_spin,,
P1,review,review,0,0.731,4,4,actions | education | language | media,learning_actions | newspaper_parts | school_actions | words_after_book,,
P1,ridge,ridge,0,0.589,4,4,geography | hobbies | nature | trades,hiking_words | landforms | mountain_things | roofing_words,,
P1,roast,roast,0,0.553,4,4,actions | entertainment | food | food_more,comedy_words | cooking_actions | cooking_methods | meats,,
P1,robot,robot,0,0.606,4,4,entertainment | skills | technology | trades,dance_moves | factory_words | robot_words | toys,,
P1,rough,rough,0,0.641,4,4,art | descriptive | ocean | sports,golf_words | sea_weather | temperature_feel | textures,,
P1,row,row,0,0.657,4,4,body | farming | hobbies | plants,exercise_words | gardening_words | knitting_words | orchard_words,,
P1,ruby,ruby,0,0.569,4,4,fashion | materials | nature | properties,gemstones | jewelry_stones | precious_materials | red_things,,
P1,runway,runway,0,0.56,4,4,business | fashion | jargon | transport,airport_words | aviation_words | fashion_show | startup_words,,
P1,Ruth,ruth,1,0.579,4,4,lists | names | religion | sports_world,bible_books | bible_figures | biblical_names | sports_legends,,
P1,slug,slug,0,0.473,4,4,animals | farming | nature_species | properties,garden_bugs | pest_control | pests | slow_things,,
P1,smoke,smoke,0,0.667,4,4,entertainment | food_more | nature | properties,cloud_and_sky | cooking_methods | magic_words | smelly_things,,
P1,snowman,snowman,0,0.451,4,4,misc | nature_more | properties | time,christmas_things | seasons_winter | things_that_have_a_face | things_that_shrink,,
P1,spanish,spanish,1,0.676,4,4,education | language | people | varieties,languages | nationalities | olive_types | school_subjects,,
P1,spear,spear,0,0.529,4,4,history | properties | sports | tools,fishing_things | things_that_are_sharp | things_that_cut | weapons_of_the_past,,
P1,sphinx,sphinx,1,0.429,4,4,entertainment | geography | history | mythology,egypt_things | famous_landmarks | fantasy_creatures | mythical_monsters,,
P1,squeegee,squeegee,0,0.314,4,4,home | tools | trades | transport,cleaning_supplies | cleaning_tools | cleaning_trade | gas_station_things,,
P1,squid,squid,0,0.491,4,4,animals | animals_more | food | ocean,deep_sea | jellyfish_and_soft | ocean_animals | seafood,,
P1,stopwatch,stopwatch,0,0.37,4,4,education | technology | time | tools,clock_words | gym_class_things | measurement_devices | measuring_tools,,
P1,straight,straight,0,0.72,4,4,descriptive | entertainment | geography | skills,card_words | directions | poker_hands | shape_adjectives,,
P1,summit,summit,0,0.614,4,4,geography | hobbies | nature | places,high_places | hiking_words | landforms | mountain_things,,
P1,thimble,thimble,0,0.361,4,4,clothing | hobbies | tools | trades,collecting_hobbies | sewing_supplies | sewing_words | tailor_words,,
P1,tom,tom,1,0.69,4,4,animals_more | media | names | people,animal_names_male_female | cartoon_characters | nicknames | nicknames_for_names,,
P1,toothbrush,toothbrush,0,0.483,4,4,body | home | medicine | tools,bathroom_items | cleaning_tools | dentist_things | hygiene,,
P1,trap,trap,0,0.619,4,4,body | ocean | sports | trades,fishing_things | muscles | plumbing_words | whaling_and_fishing,,
P1,triangle,triangle,0,0.561,4,4,education | entertainment | science | skills,music_class_things | percussion | shapes | yoga_poses,,
P1,trowel,trowel,0,0.35,4,4,history | hobbies | tools | trades,archaeology_words | garden_tools | gardening_hobby | masonry_words,,
P1,veil,veil,0,0.523,4,4,clothing | farming | properties | time,beekeeping | formal_wear | transparent_things | wedding_things,,
P1,Violet,violet,1,0.549,4,4,names | nature | plants | properties,colors | flowers | houseplants | nature_names,,
P1,visor,visor,0,0.426,4,4,clothing | fashion | history | space,astronaut_gear | eyewear | hats | knights_and_armor,,
P1,wedge,wedge,0,0.517,4,4,clothing | fashion | sports | tools,footwear | golf_words | shoe_styles | things_that_stick_out,,
P1,whisk,whisk,0,0.444,4,4,actions | hobbies | home | sounds,cooking_actions | cooking_hobby | kitchen_sounds | kitchen_tools,,
P1,wrap,wrap,0,0.6,4,4,fashion | food | food_more | trades,butcher_words | fast_food_items | nail_words | sandwich_types,,
P1,yield,yield,0,0.594,4,4,actions | farming | law | transport,driving_actions | harvest_words | safety_signs | traffic_signs,,
P2,butter,butter,0,0.629,8,3,food | properties | varieties,baking_ingredients | cooking_fats | dairy_products | lettuce_and_greens | pie_ingredients | things_that_melt | things_you_spread | yellow_things,,
P2,bud,bud,0,0.583,7,3,nature | nature_more | plants,flower_parts | leaf_shapes | plant_parts | seasons_and_nature | seasons_spring | things_that_grow | tree_parts,,
P2,carrot,carrot,0,0.517,7,3,food | language | nature,cake_types | garden_plants | root_vegetables | salad_ingredients | soup_ingredients | vegetables | words_before_cake,,
P2,goose,goose,0,0.549,7,3,animals | animals_more | language,birds | farm_animals | farm_bird_words | flying_animals | pond_animals | waterfowl | words_before_berry,,
P2,marker,marker,0,0.553,7,3,education | hobbies | tools,art_class_things | art_supplies | board_game_pieces | knitting_words | office_supplies | school_supplies | writing_tools,,
P2,sausage,sausage,0,0.543,7,3,food | trades | world_food,bbq_foods | breakfast_foods | butcher_words | cured_meats | german_dishes | meats | pizza_toppings,,
P2,speaker,speaker,0,0.641,7,3,home | properties | technology,computer_parts | gadgets | living_room_things | loud_things | phone_words | sound_devices | things_that_plug_in,,
P2,spinach,spinach,0,0.497,7,3,food | properties | varieties,frozen_foods | green_things | leafy_greens | lettuce_and_greens | pizza_toppings | salad_ingredients | vegetables,,
P2,blender,blender,0,0.49,6,3,home | technology | tools,home_electronics | kitchen_appliances | kitchen_tools | things_that_plug_in | things_that_spin | things_with_buttons,,
P2,bubble,bubble,0,0.594,6,3,entertainment | properties | sounds,kitchen_sounds | light_things | round_things | things_that_float | toys | transparent_things,,
P2,buoy,buoy,0,0.429,6,3,ocean | properties | transport,diving_gear | harbor_things | navigation_tools | sailing_words | things_that_float | whaling_and_fishing,,
P2,buzz,buzz,1,0.579,6,3,animals | media | sounds,animal_sounds | bell_and_alarm | disney_characters | machine_sounds | nature_sounds | onomatopoeia,,
P2,captain,captain,0,0.699,6,3,jargon | jobs | people,famous_job_titles | military_ranks | nautical_ranks | sea_jobs | titles_of_address | transport_jobs,,
P2,chisel,chisel,0,0.423,6,3,art | tools | trades,art_tools | carpentry_words | cutting_tools | hand_tools | masonry_words | things_that_stick_out,,
P2,ice cream,ice cream,0,0.639,6,3,food | properties | time,birthday_things | cold_things | dairy_products | desserts | frozen_foods | things_that_melt,,
P2,Ivy,ivy,1,0.547,6,3,names | nature | plants,garden_plants | houseplants | nature_names | vines | weeds | wild_plants,,
P2,lamp,lamp,0,0.579,6,3,home | mythology | nature,bedroom_things | light_sources | lighting | living_room_things | magic_objects | things_that_plug_in,,
P2,lettuce,lettuce,0,0.509,6,3,food | nature | properties,garden_plants | green_things | leafy_greens | salad_ingredients | sandwich_fillings | vegetables,,
P2,marshmallow,marshmallow,0,0.45,6,3,food | food_more | properties,candy | dessert_toppings | soft_things | sticky_things | things_that_melt | white_things,,
P2,mustard,mustard,0,0.527,6,3,art | food | properties,bbq_foods | color_words_advanced | condiments | sandwich_fillings | things_you_spread | yellow_things,,
P2,referee,referee,0,0.551,6,3,jobs | sports | sports_world,boxing_words | football_words | jobs_that_wear_uniforms | sports_jobs | sports_officials | wrestling_words,,
P2,roar,roar,0,0.529,6,3,actions | animals | sounds,animal_sounds | loud_noises | machine_sounds | nature_sounds | water_sounds | ways_of_laughing,,
P2,sprout,sprout,0,0.444,6,3,nature | nature_more | plants,gardening_words | leaf_shapes | plant_parts | seasons_and_nature | seasons_spring | seeds_and_bulbs,,
P2,television,television,0,0.684,6,3,home | science | technology,home_electronics | inventions | living_room_things | screens | things_on_a_wall | things_that_plug_in,,
P2,tiger,tiger,1,0.614,6,3,animals | names | properties,jungle_animals | pet_names | spotted_and_striped | striped_things | wild_cats | zoo_animals,,
P2,uniform,uniform,0,0.619,6,3,education | law | trades,cleaning_trade | factory_words | gym_class_things | military_things | police_things | prison_words,,
