quartet_key,category_key,label,rule,tier,review_state,solver_state,difficulty,words
animal_actions__1,animal_actions,ANIMAL ACTIONS,Actions typical of animals rather than people,normal,auto_validated,unique,0.28,nest | hunt | hatch | shed
board_game_pieces__2,board_game_pieces,GAME PIECES,Pieces and parts used in board games,normal,auto_validated,unique,0.281,counter | marker | token | chip
board_game_pieces__3,board_game_pieces,GAME PIECES,Pieces and parts used in board games,normal,auto_validated,unique,0.3,dice | tile | pawn | timer
camping_gear__1,camping_gear,CAMPING GEAR,Gear packed for a camping trip,normal,auto_validated,unique,0.183,map | matches | camp chair | sleeping
camping_gear__2,camping_gear,CAMPING GEAR,Gear packed for a camping trip,normal,auto_validated,unique,0.198,rope | sleeping bag | first aid kit | mess kit
camping_gear__3,camping_gear,CAMPING GEAR,Gear packed for a camping trip,normal,auto_validated,unique,0.21,backpack | tent | cooler | bug spray
chess_words__1,chess_words,CHESS WORDS,Pieces and moves in a game of chess,normal,auto_validated,unique,0.25,board | check | opening | king
chess_words__2,chess_words,CHESS WORDS,Pieces and moves in a game of chess,normal,auto_validated,unique,0.265,queen | castle | capture | promotion
chess_words__3,chess_words,CHESS WORDS,Pieces and moves in a game of chess,normal,auto_validated,unique,0.294,knight | pawn | bishop | gambit
collecting_hobbies__1,collecting_hobbies,COLLECTIBLES,Things people collect as a hobby,normal,auto_validated,unique,0.213,rock | card | button | record
collecting_hobbies__2,collecting_hobbies,COLLECTIBLES,Things people collect as a hobby,normal,auto_validated,unique,0.234,shell | coin | comic | bottle cap
collecting_hobbies__3,collecting_hobbies,COLLECTIBLES,Things people collect as a hobby,normal,auto_validated,unique,0.245,stamp | marble | badge | doll
cooking_hobby__1,cooking_hobby,HOME BAKING,Things a home baker uses,normal,auto_validated,unique,0.241,sheet | oven | rolling pin | measuring cup
cooking_hobby__2,cooking_hobby,HOME BAKING,Things a home baker uses,normal,auto_validated,unique,0.257,timer | mixing bowl | cooling rack | cutter
cooking_hobby__3,cooking_hobby,HOME BAKING,Things a home baker uses,normal,auto_validated,unique,0.275,apron | whisk | mitt | piping bag
crafting_materials__1,crafting_materials,CRAFT MATERIALS,Materials used in craft projects,normal,auto_validated,unique,0.217,button | paint | paper | felt
crafting_materials__2,crafting_materials,CRAFT MATERIALS,Materials used in craft projects,normal,auto_validated,unique,0.234,clay | wire | fabric | string
crafting_materials__3,crafting_materials,CRAFT MATERIALS,Materials used in craft projects,normal,auto_validated,unique,0.256,glue | ribbon | pipe cleaner | foam
dance_class__1,dance_class,DANCE CLASS,Things found in a dance class,normal,auto_validated,unique,0.26,mirror | music | stage | spin
dance_class__2,dance_class,DANCE CLASS,Things found in a dance class,normal,auto_validated,unique,0.281,stretch | mat | routine | instructor
dance_class__3,dance_class,DANCE CLASS,Things found in a dance class,normal,auto_validated,unique,0.32,slippers | barre | tights | pointe shoe
fishing_hobby__1,fishing_hobby,FISHING TRIP,Things taken on a fishing trip,normal,auto_validated,unique,0.217,line | hat | net | boat
fishing_hobby__2,fishing_hobby,FISHING TRIP,Things taken on a fishing trip,normal,auto_validated,unique,0.235,hook | license | rod | tackle box
fishing_hobby__3,fishing_hobby,FISHING TRIP,Things taken on a fishing trip,normal,auto_validated,unique,0.251,bucket | cooler | bait | lure
gardening_hobby__1,gardening_hobby,GARDEN HOBBY,Things a hobby gardener uses,normal,auto_validated,unique,0.236,pot | gloves | soil | stake
gardening_hobby__2,gardening_hobby,GARDEN HOBBY,Things a hobby gardener uses,normal,auto_validated,unique,0.26,hose | greenhouse | seed packet | watering can
gardening_hobby__3,gardening_hobby,GARDEN HOBBY,Things a hobby gardener uses,normal,auto_validated,unique,0.281,fertilizer | compost bin | planter | twine
hiking_words__1,hiking_words,HIKING WORDS,Things involved in hiking a trail,normal,auto_validated,unique,0.226,map | trail | boots | water bottle
hiking_words__2,hiking_words,HIKING WORDS,Things involved in hiking a trail,normal,auto_validated,unique,0.245,ridge | summit | elevation | poles
hiking_words__3,hiking_words,HIKING WORDS,Things involved in hiking a trail,normal,auto_validated,unique,0.27,backpack | campsite | canteen | blaze
hobby_verbs__1,hobby_verbs,HOBBY ACTIVITIES,Activities people do as a hobby,normal,auto_validated,unique,0.213,painting | reading | running | writing
hobby_verbs__2,hobby_verbs,HOBBY ACTIVITIES,Activities people do as a hobby,normal,auto_validated,unique,0.225,drawing | fishing | dancing | singing
hobby_verbs__3,hobby_verbs,HOBBY ACTIVITIES,Activities people do as a hobby,normal,auto_validated,unique,0.239,photography | cycling | collecting | camping
knitting_words__1,knitting_words,KNITTING WORDS,Things used in knitting and crochet,normal,auto_validated,unique,0.313,ball | row | pattern | cast on
knitting_words__2,knitting_words,KNITTING WORDS,Things used in knitting and crochet,normal,auto_validated,unique,0.34,needle | marker | loop | gauge
knitting_words__3,knitting_words,KNITTING WORDS,Things used in knitting and crochet,normal,auto_validated,unique,0.37,stitch | yarn | purl | bind off
magic_tricks__1,magic_tricks,MAGIC PROPS,Props used in performing magic tricks,normal,auto_validated,unique,0.296,ball | box | cup | mind reading
magic_tricks__2,magic_tricks,MAGIC PROPS,Props used in performing magic tricks,normal,auto_validated,unique,0.31,ring | mirror | hat | card trick
magic_tricks__3,magic_tricks,MAGIC PROPS,Props used in performing magic tricks,normal,auto_validated,unique,0.328,rope | coin | transformation | transform
model_building__1,model_building,MODEL KITS,Things used to build scale models,normal,auto_validated,unique,0.309,paint | kit | base | plastic
model_building__2,model_building,MODEL KITS,Things used to build scale models,normal,auto_validated,unique,0.325,glue | brush | knife | instructions
model_building__3,model_building,MODEL KITS,Things used to build scale models,normal,auto_validated,unique,0.372,tweezers | decal | clamp | putty
music_practice__1,music_practice,MUSIC PRACTICE,Things used when practicing an instrument,normal,auto_validated,unique,0.261,bench | stand | sheet music | pick
music_practice__2,music_practice,MUSIC PRACTICE,Things used when practicing an instrument,normal,auto_validated,unique,0.289,bow | strap | reed | mute
music_practice__3,music_practice,MUSIC PRACTICE,Things used when practicing an instrument,normal,auto_validated,unique,0.331,metronome | tuner | capo | amplifier
photography_hobby__1,photography_hobby,PHOTOGRAPHY GEAR,Gear a hobby photographer uses,normal,auto_validated,unique,0.224,bag | camera | memory card | battery
photography_hobby__2,photography_hobby,PHOTOGRAPHY GEAR,Gear a hobby photographer uses,normal,auto_validated,unique,0.241,hood | lens | flash | filter
photography_hobby__3,photography_hobby,PHOTOGRAPHY GEAR,Gear a hobby photographer uses,normal,auto_validated,unique,0.277,strap | tripod | reflector | backdrop
puzzle_types__1,puzzle_types,PUZZLES,Kinds of puzzle people solve for fun,normal,auto_validated,unique,0.25,maze | riddle | word search | logic puzzle
puzzle_types__2,puzzle_types,PUZZLES,Kinds of puzzle people solve for fun,normal,auto_validated,unique,0.291,crossword | jigsaw | sudoku | anagram
puzzle_types__3,puzzle_types,PUZZLES,Kinds of puzzle people solve for fun,normal,auto_validated,unique,0.329,rubiks cube | cryptogram | acrostic | rebus
video_gaming__1,video_gaming,GAMING SETUP,Things in a video gaming setup,normal,auto_validated,unique,0.225,monitor | chair | cable | memory card
video_gaming__2,video_gaming,GAMING SETUP,Things in a video gaming setup,normal,auto_validated,unique,0.239,keyboard | mouse | controller | disc
video_gaming__3,video_gaming,GAMING SETUP,Things in a video gaming setup,normal,auto_validated,unique,0.258,console | headset | cartridge | microphone
baby_things__1,baby_things,BABY THINGS,Things used to care for a baby,normal,auto_validated,unique,0.194,monitor | bottle | car seat | formula
baby_things__2,baby_things,BABY THINGS,Things used to care for a baby,normal,auto_validated,unique,0.222,swing | diaper | blanket | cradle
baby_things__3,baby_things,BABY THINGS,Things used to care for a baby,normal,auto_validated,unique,0.243,rattle | crib | wipes | stroller
bathroom__1,bathroom,BATHROOM,What belongs to the group «Bathroom» as used in the original game,normal,auto_validated,unique,0.304,mirror | basin | soap | shower
bathroom__2,bathroom,BATHROOM,What belongs to the group «Bathroom» as used in the original game,normal,auto_validated,unique,0.327,tile | razor | towel | shampoo
bathroom_cabinet__1,bathroom_cabinet,BATHROOM CABINET,What belongs to the group «Bathroom Cabinet» as used in the original game,normal,auto_validated,unique,0.45,floss | toothpaste | lotion | medicine
bathroom_items__1,bathroom_items,BATHROOM ITEMS,Objects normally found in a home bathroom,normal,auto_validated,unique,0.123,tissue | cabinet | mirror | shower
bathroom_items__2,bathroom_items,BATHROOM ITEMS,Objects normally found in a home bathroom,normal,auto_validated,unique,0.132,sink | brush | soap | toilet
bathroom_items__3,bathroom_items,BATHROOM ITEMS,Objects normally found in a home bathroom,normal,auto_validated,unique,0.148,curtain | mat | razor | towel
bedroom__1,bedroom,BEDROOM,What belongs to the group «Bedroom» as used in the original game,normal,auto_validated,unique,0.26,sleep | bed | mirror | book
bedroom__2,bedroom,BEDROOM,What belongs to the group «Bedroom» as used in the original game,normal,auto_validated,unique,0.284,clock | closet | blanket | sheets
bedroom__3,bedroom,BEDROOM,What belongs to the group «Bedroom» as used in the original game,normal,auto_validated,unique,0.298,Charger | wardrobe | pillow | lamp
bedroom_things__1,bedroom_things,BEDROOM THINGS,Objects normally found in a bedroom,normal,auto_validated,unique,0.149,chest | sheet | bed | mirror
bedroom_things__2,bedroom_things,BEDROOM THINGS,Objects normally found in a bedroom,normal,auto_validated,unique,0.17,closet | blanket | lamp | alarm clock
bedroom_things__3,bedroom_things,BEDROOM THINGS,Objects normally found in a bedroom,normal,auto_validated,unique,0.181,rug | curtain | pillow | mattress
breakroom__1,breakroom,BREAKROOM,What belongs to the group «Breakroom» as used in the original game,normal,auto_validated,unique,0.196,table | cooler | small talk | snacks
calligraphy_tools__1,calligraphy_tools,CALLIGRAPHY TOOLS,What belongs to the group «Calligraphy Tools» as used in the original game,normal,auto_validated,unique,0.393,brush | parchment | reed | ink
carpentry_tools__1,carpentry_tools,CARPENTRY TOOLS,What belongs to the group «Carpentry Tools» as used in the original game,normal,auto_validated,unique,0.308,hammer | saw | brace | timber
classroom_items__1,classroom_items,CLASSROOM ITEMS,What belongs to the group «Classroom Items» as used in the original game,normal,auto_validated,unique,0.466,desk | notebook | chalkboard | crayons
cleaning__1,cleaning,CLEANING,What belongs to the group «Cleaning» as used in the original game,normal,auto_validated,unique,0.445,vacuum | bleach | broom | solvent
cleaning_supplies__1,cleaning_supplies,CLEANING SUPPLIES,Tools and products used to clean a house,normal,auto_validated,unique,0.163,polish | brush | soap | trash bag
cleaning_supplies__2,cleaning_supplies,CLEANING SUPPLIES,Tools and products used to clean a house,normal,auto_validated,unique,0.175,sponge | vacuum | gloves | bucket
cleaning_supplies__3,cleaning_supplies,CLEANING SUPPLIES,Tools and products used to clean a house,normal,auto_validated,unique,0.194,bleach | broom | rag | wipes
cozy_room__1,cozy_room,COZY ROOM,What belongs to the group «Cozy Room» as used in the original game,normal,auto_validated,unique,0.367,rug | chair | sofa | fireplace
dental_tools__1,dental_tools,DENTAL TOOLS,What belongs to the group «Dental Tools» as used in the original game,normal,auto_validated,unique,0.467,forceps | excavator | dental drill | dental mirror
dishes_and_glassware__1,dishes_and_glassware,DISHES,Things you eat and drink from at a table,normal,auto_validated,unique,0.151,bowl | glass | cup | bottle
dishes_and_glassware__2,dishes_and_glassware,DISHES,Things you eat and drink from at a table,normal,auto_validated,unique,0.171,plate | jar | dish | sugar bowl
dishes_and_glassware__3,dishes_and_glassware,DISHES,Things you eat and drink from at a table,normal,auto_validated,unique,0.193,pitcher | mug | tray | cereal bowl
diy_tools__1,diy_tools,DIY TOOLS,What belongs to the group «Diy Tools» as used in the original game,normal,auto_validated,unique,0.429,sandpaper | safety goggles | glue stick | glue gun
drafting_tools__1,drafting_tools,DRAFTING TOOLS,What belongs to the group «Drafting Tools» as used in the original game,normal,auto_validated,unique,0.409,compass | stencil | blueprint | t square
evening_at_home__1,evening_at_home,EVENING AT HOME,What belongs to the group «Evening At Home» as used in the original game,normal,auto_validated,unique,0.231,chess | book | cinema | bathroom items
fabrics_at_home__1,fabrics_at_home,HOME TEXTILES,Cloth things used around the house,normal,auto_validated,unique,0.249,sheet | throw | towel | blanket
fabrics_at_home__2,fabrics_at_home,HOME TEXTILES,Cloth things used around the house,normal,auto_validated,unique,0.277,apron | rug | curtain | cushion cover
fabrics_at_home__3,fabrics_at_home,HOME TEXTILES,Cloth things used around the house,normal,auto_validated,unique,0.303,napkin | quilt | comforter | drape
farm_tools__1,farm_tools,FARM TOOLS,What belongs to the group «Farm Tools» as used in the original game,normal,auto_validated,unique,0.45,rake | pitchfork | bucket | shovel
funhouse__1,funhouse,FUNHOUSE,What belongs to the group «Funhouse» as used in the original game,normal,auto_validated,unique,0.361,clown | maze | tunnel | mirrors
furniture__1,furniture,FURNITURE,Movable household furniture,normal,auto_validated,unique,0.088,bed | chair | table | plant stand
furniture__2,furniture,FURNITURE,Movable household furniture,normal,auto_validated,unique,0.103,cabinet | bench | desk | bureau
furniture__3,furniture,FURNITURE,Movable household furniture,normal,auto_validated,unique,0.117,couch | lamp | dining table | shoe cabinet
geometric_tools__1,geometric_tools,GEOMETRIC TOOLS,What belongs to the group «Geometric Tools» as used in the original game,normal,auto_validated,unique,0.346,ruler | compass | triangle | set square
greenhouse__1,greenhouse,GREENHOUSE,What belongs to the group «Greenhouse» as used in the original game,normal,auto_validated,unique,0.16,glass | temperature | humidity | plants
home_buying__1,home_buying,HOME BUYING,What belongs to the group «Home Buying» as used in the original game,normal,auto_validated,unique,0.257,mortgage | down payment | inspection | realtor
home_decor__1,home_decor,HOME DECOR,What you choose when you decorate a room,normal,auto_validated,unique,0.41,curtain | sofa | lamp | curtains
home_decor__2,home_decor,HOME DECOR,What you choose when you decorate a room,normal,auto_validated,unique,0.43,vase | rug | furniture | lighting
home_design__1,home_design,HOME DESIGN,What belongs to the group «Home Design» as used in the original game,normal,auto_validated,unique,0.367,modern | vintage | minimalist | rustic
home_electricals__1,home_electricals,HOME ELECTRICALS,What belongs to the group «Home Electricals» as used in the original game,normal,auto_validated,unique,0.351,lamp | ceiling fan | smoke detector | sockets
home_features__1,home_features,HOME FEATURES,What belongs to the group «Home Features» as used in the original game,normal,auto_validated,unique,0.268,garden | attic | basement | garage
home_heating_system__1,home_heating_system,HOME HEATING SYSTEM,What belongs to the group «Home Heating System» as used in the original game,normal,auto_validated,unique,0.444,furnace | thermostat | radiator | boiler
home_library__1,home_library,HOME LIBRARY,What belongs to the group «Home Library» as used in the original game,normal,auto_validated,unique,0.544,bookshelf | bookmark | bookcase | reading chair
home_rooms__1,home_rooms,HOUSE ROOMS,Rooms and spaces inside an ordinary house,normal,auto_validated,unique,0.111,study | kitchen | bathroom | living room
home_rooms__2,home_rooms,HOUSE ROOMS,Rooms and spaces inside an ordinary house,normal,auto_validated,unique,0.131,closet | basement | bedroom | garage
home_rooms__3,home_rooms,HOUSE ROOMS,Rooms and spaces inside an ordinary house,normal,auto_validated,unique,0.141,den | nursery | laundry room | dining room
home_sounds__1,home_sounds,HOME SOUNDS,What belongs to the group «Home Sounds» as used in the original game,normal,auto_validated,unique,0.564,doorbell | door creak | meowing | snoring
homeless__1,homeless,HOMELESS,What belongs to the group «Homeless» as used in the original game,normal,auto_validated,unique,0.312,downtrodden | peasant | poor | poverty
hotel_rooms__1,hotel_rooms,HOTEL ROOMS,What belongs to the group «Hotel Rooms» as used in the original game,normal,auto_validated,unique,0.434,penthouse | suite | cabana | deluxe
house_chores__1,house_chores,HOUSE CHORES,What belongs to the group «House Chores» as used in the original game,normal,auto_validated,unique,0.399,dusting | cooking | dishes | laundry
household__1,household,HOUSEHOLD,What belongs to the group «Household» as used in the original game,normal,auto_validated,unique,0.218,frame | vase | mirror | clock
household_budget__1,household_budget,HOUSEHOLD BUDGET,What belongs to the group «Household Budget» as used in the original game,normal,auto_validated,unique,0.19,savings | rent | income | expenses
household_rooms__1,household_rooms,HOUSEHOLD ROOMS,What belongs to the group «Household Rooms» as used in the original game,normal,auto_validated,unique,0.171,kitchen | bathroom | bedroom | living
household_tasks__1,household_tasks,HOUSEHOLD TASKS,What belongs to the group «Household Tasks» as used in the original game,normal,auto_validated,unique,0.268,cooking | laundry | chore | cleaning
housework_tasks__1,housework_tasks,HOUSEWORK TASKS,What belongs to the group «Housework Tasks» as used in the original game,normal,auto_validated,unique,0.551,dusting | mopping | washing | vacuuming
in_the_house__1,in_the_house,IN THE HOUSE,What belongs to the group «In The House» as used in the original game,normal,auto_validated,unique,0.395,coffee table | dishwasher | laundry room | doormat
kids_bedroom__1,kids_bedroom,KIDS BEDROOM,What belongs to the group «Kids Bedroom» as used in the original game,normal,auto_validated,unique,0.329,poster | crib | toy | rocking horse
kitchen__1,kitchen,KITCHEN,What belongs to the group «Kitchen» as used in the original game,normal,auto_validated,unique,0.371,bowl | table | counter | butter
kitchen__2,kitchen,KITCHEN,What belongs to the group «Kitchen» as used in the original game,normal,auto_validated,unique,0.387,knife | chef | recipe | oven
kitchen__3,kitchen,KITCHEN,What belongs to the group «Kitchen» as used in the original game,normal,auto_validated,unique,0.405,stove | microwave | fridge | appliances
kitchen_appliances__1,kitchen_appliances,KITCHEN APPLIANCES,Electric machines used in a kitchen,normal,auto_validated,unique,0.156,range | oven | coffee maker | coffee machine
kitchen_appliances__2,kitchen_appliances,KITCHEN APPLIANCES,Electric machines used in a kitchen,normal,auto_validated,unique,0.177,grill | food processor | can opener | fridge
kitchen_appliances__3,kitchen_appliances,KITCHEN APPLIANCES,Electric machines used in a kitchen,normal,auto_validated,unique,0.185,freezer | refrigerator | microwave | warmer
kitchen_devices__1,kitchen_devices,KITCHEN DEVICES,What belongs to the group «Kitchen Devices» as used in the original game,normal,auto_validated,unique,0.464,blender | toaster | fridge | grinder
kitchen_equipment__1,kitchen_equipment,KITCHEN EQUIPMENT,What belongs to the group «Kitchen Equipment» as used in the original game,normal,auto_validated,unique,0.441,refrigerator | colander | blender | food processor
kitchen_knives__1,kitchen_knives,KITCHEN KNIVES,What belongs to the group «Kitchen Knives» as used in the original game,normal,auto_validated,unique,0.564,cleaver | filet | fillet | paring
kitchen_tools__1,kitchen_tools,KITCHEN TOOLS,Handheld tools and utensils used to prepare food in a kitchen,normal,auto_validated,unique,0.128,plate | knife | pot | cutting board
kitchen_tools__2,kitchen_tools,KITCHEN TOOLS,Handheld tools and utensils used to prepare food in a kitchen,normal,auto_validated,unique,0.142,rolling pin | measuring cup | fork | pan
kitchen_tools__3,kitchen_tools,KITCHEN TOOLS,Handheld tools and utensils used to prepare food in a kitchen,normal,auto_validated,unique,0.155,spoon | timer | opener | can opener
kitchen_utensils__1,kitchen_utensils,KITCHEN UTENSILS,What belongs to the group «Kitchen Utensils» as used in the original game,normal,auto_validated,unique,0.487,knife | spoon | fork | Turner
kitchenware__1,kitchenware,KITCHENWARE,What belongs to the group «Kitchenware» as used in the original game,normal,auto_validated,unique,0.505,bowl | glass | spoon | cleaver
laundry_things__1,laundry_things,LAUNDRY THINGS,Things used to wash and dry clothes,normal,auto_validated,unique,0.208,iron | basket | bleach | dryer
laundry_things__2,laundry_things,LAUNDRY THINGS,Things used to wash and dry clothes,normal,auto_validated,unique,0.233,starch | hamper | washer | dryer sheet
laundry_things__3,laundry_things,LAUNDRY THINGS,Things used to wash and dry clothes,normal,auto_validated,unique,0.242,hanger | detergent | lint trap | ironing board
lighthouse__1,lighthouse,LIGHTHOUSE,What belongs to the group «Lighthouse» as used in the original game,normal,auto_validated,unique,0.257,signal | storm | coast | ships
lighthouse__2,lighthouse,LIGHTHOUSE,What belongs to the group «Lighthouse» as used in the original game,normal,auto_validated,unique,0.273,lens | tower | shore | Rocky
lighthouse__3,lighthouse,LIGHTHOUSE,What belongs to the group «Lighthouse» as used in the original game,normal,auto_validated,unique,0.288,keeper | fog | beacon | navigation
lighting__1,lighting,LIGHTING,Devices that light a home,normal,auto_validated,unique,0.202,shade | track light | string lights | ceiling fan
lighting__2,lighting,LIGHTING,Devices that light a home,normal,auto_validated,unique,0.22,candle | spotlight | lamp | torch
lighting__3,lighting,LIGHTING,Devices that light a home,normal,auto_validated,unique,0.232,lantern | flashlight | bulb | fixture
living_room_things__1,living_room_things,LIVING ROOM,Objects normally found in a living room,normal,auto_validated,unique,0.145,painting | magazine | television | coffee table
living_room_things__2,living_room_things,LIVING ROOM,Objects normally found in a living room,normal,auto_validated,unique,0.158,remote | clock | console | speaker
living_room_things__3,living_room_things,LIVING ROOM,Objects normally found in a living room,normal,auto_validated,unique,0.175,curtain | sofa | blanket | lamp
magic_tools__1,magic_tools,MAGIC TOOLS,What belongs to the group «Magic Tools» as used in the original game,normal,auto_validated,unique,0.256,magic carpet | crystal | enchanted mirror | magic ball
modern_cleaning_devices__1,modern_cleaning_devices,MODERN CLEANING DEVICES,What belongs to the group «Modern Cleaning Devices» as used in the original game,normal,auto_validated,unique,0.387,washing machine | air purifier | robot vacuum | steam mop
moving_house__1,moving_house,MOVING HOUSE,What belongs to the group «Moving House» as used in the original game,normal,auto_validated,unique,0.21,tape | label | truck | boxes
opera_houses__1,opera_houses,OPERA HOUSES,What belongs to the group «Opera Houses» as used in the original game,normal,auto_validated,unique,0.533,Met | bolshoi | covent garden | la scala
parts_of_a_house__1,parts_of_a_house,HOUSE PARTS,Structural parts of a house,normal,auto_validated,unique,0.137,foundation | wall | floor | door
parts_of_a_house__2,parts_of_a_house,HOUSE PARTS,Structural parts of a house,normal,auto_validated,unique,0.151,deck | roof | window | column
parts_of_a_house__3,parts_of_a_house,HOUSE PARTS,Structural parts of a house,normal,auto_validated,unique,0.168,beam | ceiling | stairs | threshold
pet_supplies__1,pet_supplies,PET SUPPLIES,Things bought to keep a pet at home,normal,auto_validated,unique,0.214,bowl | bed | treat | food
pet_supplies__2,pet_supplies,PET SUPPLIES,Things bought to keep a pet at home,normal,auto_validated,unique,0.23,tank | tag | carrier | toy
pet_supplies__3,pet_supplies,PET SUPPLIES,Things bought to keep a pet at home,normal,auto_validated,unique,0.245,litter | brush | collar | cage
playroom__1,playroom,PLAYROOM,What belongs to the group «Playroom» as used in the original game,normal,auto_validated,unique,0.308,blocks | toys | dolls | mats
pocket_tools__1,pocket_tools,POCKET TOOLS,What belongs to the group «Pocket Tools» as used in the original game,normal,auto_validated,unique,0.311,knife | flashlight | bottle opener | nail file
pottery_tools__1,pottery_tools,POTTERY TOOLS,What belongs to the group «Pottery Tools» as used in the original game,normal,auto_validated,unique,0.348,clay | wheel | needle tool | wire tool
pottery_tools__2,pottery_tools,POTTERY TOOLS,What belongs to the group «Pottery Tools» as used in the original game,normal,auto_validated,unique,0.388,kiln | glaze | wedge | banding wheel
rooms_in_a_house__1,rooms_in_a_house,ROOMS IN A HOUSE,What belongs to the group «Rooms In A House» as used in the original game,normal,auto_validated,unique,0.195,kitchen | bathroom | bedroom | children s room
sewing_and_repair__1,sewing_and_repair,HOME REPAIR,Small supplies used for fixing things around the house,normal,auto_validated,unique,0.241,screw | level | tape | wire
sewing_and_repair__2,sewing_and_repair,HOME REPAIR,Small supplies used for fixing things around the house,normal,auto_validated,unique,0.256,nail | hammer | bolt | patch
sewing_and_repair__3,sewing_and_repair,HOME REPAIR,Small supplies used for fixing things around the house,normal,auto_validated,unique,0.279,glue | washer | wrench | bracket
silverware__1,silverware,SILVERWARE,Eating utensils laid out at a table setting,normal,auto_validated,unique,0.169,knife | spoon | fork | butter knife
silverware__2,silverware,SILVERWARE,Eating utensils laid out at a table setting,normal,auto_validated,unique,0.186,salad fork | soup spoon | carving knife | serving spoon
silverware__3,silverware,SILVERWARE,Eating utensils laid out at a table setting,normal,auto_validated,unique,0.216,ladle | tongs | teaspoon | chopsticks
storage_containers__1,storage_containers,CONTAINERS,Things made to store or carry other things,normal,auto_validated,unique,0.184,chest | case | bag | box
storage_containers__2,storage_containers,CONTAINERS,Things made to store or carry other things,normal,auto_validated,unique,0.21,basket | bucket | barrel | bin
storage_containers__3,storage_containers,CONTAINERS,Things made to store or carry other things,normal,auto_validated,unique,0.216,trunk | tin | cooler | jar
things_in_a_bedroom__1,things_in_a_bedroom,THINGS IN A BEDROOM,What belongs to the group «Things In A Bedroom» as used in the original game,normal,auto_validated,unique,0.347,bed | nightstand | wardrobe | pillow
things_in_a_garage__1,things_in_a_garage,GARAGE THINGS,Things stored in an ordinary home garage,normal,auto_validated,unique,0.186,jack | oil | car | gas can
things_in_a_garage__2,things_in_a_garage,GARAGE THINGS,Things stored in an ordinary home garage,normal,auto_validated,unique,0.21,shelf | paint | ladder | bike
things_in_a_garage__3,things_in_a_garage,GARAGE THINGS,Things stored in an ordinary home garage,normal,auto_validated,unique,0.226,hose | cooler | tire | extension cord
things_in_a_junk_drawer__1,things_in_a_junk_drawer,JUNK DRAWER,Small odds and ends that pile up in a kitchen drawer,normal,auto_validated,unique,0.277,key | tape | matches | battery
things_in_a_junk_drawer__2,things_in_a_junk_drawer,JUNK DRAWER,Small odds and ends that pile up in a kitchen drawer,normal,auto_validated,unique,0.289,pen | screw | coin | string
things_in_a_junk_drawer__3,things_in_a_junk_drawer,JUNK DRAWER,Small odds and ends that pile up in a kitchen drawer,normal,auto_validated,unique,0.297,rubber band | twist tie | paper clip | batteries
things_on_a_wall__1,things_on_a_wall,WALL THINGS,Things hung or mounted on an interior wall,normal,auto_validated,unique,0.22,painting | art | television | photo
things_on_a_wall__2,things_on_a_wall,WALL THINGS,Things hung or mounted on an interior wall,normal,auto_validated,unique,0.233,hook | mirror | clock | switch
things_on_a_wall__3,things_on_a_wall,WALL THINGS,Things hung or mounted on an interior wall,normal,auto_validated,unique,0.246,shelf | calendar | poster | trophy
things_that_hold_water__1,things_that_hold_water,WATER HOLDERS,Containers and objects built to hold water,normal,auto_validated,unique,0.271,glass | cup | bottle | pool
things_that_hold_water__2,things_that_hold_water,WATER HOLDERS,Containers and objects built to hold water,normal,auto_validated,unique,0.288,tank | sink | pot | barrel
things_that_hold_water__3,things_that_hold_water,WATER HOLDERS,Containers and objects built to hold water,normal,auto_validated,unique,0.309,aquarium | bucket | basin | watering can
things_that_open__1,things_that_open,OPENING THINGS,Everyday objects that open and close,normal,auto_validated,unique,0.265,fan | book | box | door
things_that_open__2,things_that_open,OPENING THINGS,Everyday objects that open and close,normal,auto_validated,unique,0.28,cabinet | gate | shell | window
things_that_open__3,things_that_open,OPENING THINGS,Everyday objects that open and close,normal,auto_validated,unique,0.298,wallet | jar | laptop | fridge
things_that_plug_in__1,things_that_plug_in,PLUGGED IN,Household devices powered by plugging into an outlet,normal,auto_validated,unique,0.217,fan | television | radio | computer
things_that_plug_in__2,things_that_plug_in,PLUGGED IN,Household devices powered by plugging into an outlet,normal,auto_validated,unique,0.235,iron | vacuum | clock | speaker
things_that_plug_in__3,things_that_plug_in,PLUGGED IN,Household devices powered by plugging into an outlet,normal,auto_validated,unique,0.259,Charger | printer | lamp | microwave
things_with_buttons__1,things_with_buttons,THINGS WITH BUTTONS,Everyday objects operated by pressing buttons,normal,auto_validated,unique,0.265,watch | camera | phone | radio
things_with_buttons__2,things_with_buttons,THINGS WITH BUTTONS,Everyday objects operated by pressing buttons,normal,auto_validated,unique,0.291,keyboard | remote | game controller | cash register
things_with_buttons__3,things_with_buttons,THINGS WITH BUTTONS,Everyday objects operated by pressing buttons,normal,auto_validated,unique,0.305,printer | alarm clock | microwave | elevator
tools_for_measurement__1,tools_for_measurement,TOOLS FOR MEASUREMENT,What belongs to the group «Tools For Measurement» as used in the original game,normal,auto_validated,unique,0.335,ruler | clock | microscope | scales
trash_and_recycling__1,trash_and_recycling,TRASH THINGS,Things related to household garbage and recycling,normal,auto_validated,unique,0.27,bag | newspaper | bin | can
trash_and_recycling__2,trash_and_recycling,TRASH THINGS,Things related to household garbage and recycling,normal,auto_validated,unique,0.29,bottle | scrap | disposal | junk
